 	mia	sorella	quest	anno	che	vienne	studierà	per	medico	</S>
i	0.099997215	0.0999979	0.09999714	0.09999714	0.099997446	0.09999928	0.09999973	0.10001362	0.09999866	0.10000187
a	0.09778274	0.09778661	0.097771764	0.09779803	0.09788058	0.100610666	0.098770045	0.10068853	0.09841096	0.11250002
d	0.09390952	0.09436127	0.09388122	0.09390422	0.094531395	0.09910887	0.099382214	0.12991695	0.09641969	0.10458468
e	0.095758915	0.09592995	0.09580641	0.095833175	0.096200034	0.098471664	0.09897654	0.11767832	0.097426206	0.10791877
r	0.09443893	0.09445853	0.09444448	0.09452413	0.0949043	0.097333245	0.09724003	0.11211949	0.09602007	0.12451677
f	0.091035694	0.09104084	0.09148436	0.09164847	0.091693364	0.09379944	0.09402621	0.104332656	0.096802436	0.15413651
ì	0.09895555	0.09895427	0.098955326	0.09897012	0.09900131	0.099330425	0.09906183	0.0992805	0.09925141	0.108239286
m	0.0854924	0.08547812	0.085744545	0.08585485	0.085643865	0.08792135	0.089848824	0.08726184	0.086237974	0.22051631
m	0.09825907	0.09837938	0.098289885	0.09831141	0.09840153	0.09893781	0.101125	0.10420522	0.10176367	0.10232702
u	0.09986676	0.09986699	0.09986927	0.09987148	0.099870875	0.0999086	0.099899985	0.09998569	0.099950835	0.10090952
f	0.09188681	0.091807	0.09180196	0.091895364	0.09220205	0.10460576	0.09627665	0.10310703	0.09436027	0.14205706
è	0.09297137	0.09304304	0.09320154	0.093313605	0.093429156	0.09531805	0.09546943	0.102622576	0.09851543	0.14211582
t	0.050371073	0.05035448	0.058475982	0.061324675	0.0577379	0.07527249	0.056037586	0.06445893	0.06930994	0.45665687
i	0.02866013	0.028691594	0.031958595	0.039622437	0.04731794	0.056997128	0.13163072	0.1211595	0.13937864	0.3745833
p	0.06388226	0.063603304	0.0642586	0.06609208	0.06934301	0.1307452	0.08120024	0.108224824	0.08535006	0.26730046
ò	0.07068653	0.07273909	0.077083245	0.07787677	0.07321988	0.0773667	0.076206416	0.09920259	0.07937544	0.29624334
r	0.04484193	0.044855695	0.067818634	0.07702097	0.06657681	0.099375494	0.058674768	0.08287736	0.090231575	0.3677267
k	0.017621579	0.017793054	0.03690466	0.043716665	0.036243357	0.032048848	0.08113087	0.08447058	0.11384369	0.5362267
e	0.092253506	0.0922673	0.094353296	0.09457996	0.09279535	0.09246327	0.09327589	0.09294359	0.09426746	0.16080041
t	0.042449035	0.042187676	0.043961596	0.04494101	0.04406531	0.085404485	0.071483776	0.07801607	0.052044697	0.49544638
e	0.022605792	0.022712747	0.02775524	0.031387832	0.031640284	0.03752089	0.101814464	0.12289182	0.13603084	0.46564007
e	0.010596808	0.010290878	0.01066302	0.0124745	0.013975797	0.06898742	0.040899996	0.05691092	0.036086764	0.739114
n	0.008655173	0.014239669	0.010250753	0.011516672	0.014267813	0.13838258	0.089608796	0.23547487	0.08446247	0.39314127
a	0.026960908	0.03449105	0.0503338	0.05750652	0.04840828	0.08087747	0.054163646	0.18967104	0.10153537	0.3560519
s	0.004795935	0.00500007	0.0067412057	0.016962832	0.018664796	0.114265025	0.115704596	0.3341603	0.08814845	0.29555672
t	0.003553751	0.005274128	0.0063724713	0.015655369	0.017129561	0.07844367	0.11302519	0.29940188	0.2675539	0.19359006
u	0.00884834	0.0075520417	0.0092656	0.02455049	0.033170022	0.12112068	0.17184445	0.17219107	0.24783863	0.20361872
d	0.0017924076	0.0010501017	0.0012296208	0.004869533	0.008729652	0.014793569	0.03910541	0.02953385	0.080477685	0.8184181
i	0.0019969223	0.0023637498	0.0036679371	0.008195663	0.010169387	0.0702378	0.09514636	0.34530014	0.25171158	0.21121047
è	0.0005950305	0.00039830146	0.00067073305	0.0041691926	0.004777191	0.008788686	0.026893193	0.026537692	0.1289947	0.7981753
t	0.0010523426	0.0017203358	0.0021887904	0.0064254818	0.011315481	0.03833137	0.12667784	0.22189629	0.27151293	0.3188791
s	0.0015989823	0.0024854771	0.0050892034	0.030970939	0.04961416	0.05570128	0.07088013	0.37810498	0.23673539	0.16881943
i	0.00061144365	0.00055712863	0.0014541215	0.005226148	0.008333349	0.020871585	0.034410924	0.07168327	0.4329554	0.42389658
j	0.00014521347	0.00016958421	0.00047949544	0.0031776032	0.0018341173	0.0019516499	0.0072110067	0.0100764055	0.2731976	0.7017574
a	0.00051720964	0.0008275221	0.0011083157	0.002775514	0.0046357447	0.023558516	0.066423945	0.20025231	0.40873727	0.2911636
m	3.6560294e-05	7.824271e-05	0.00022371773	0.001661277	0.0005764545	0.0016436898	0.005922878	0.012371595	0.3750064	0.60247916
è	0.0002807073	0.00041583204	0.0005383736	0.0015032373	0.0035669722	0.018327437	0.06337842	0.09335826	0.27153486	0.5470959
d	0.0004164539	0.00096544425	0.0023481215	0.013464293	0.004350393	0.016761867	0.03649659	0.04530571	0.3649462	0.5149449
i	2.3996598e-05	5.5105626e-05	8.455886e-05	0.0010771384	0.0016584938	0.010703904	0.06679499	0.060618598	0.541969	0.31701422
k	2.3091414e-05	8.200268e-05	0.00049826375	0.002408046	0.0007588473	0.0013237807	0.0033838437	0.018373482	0.42420137	0.5489473
o	0.000107703316	0.00016050189	0.0002189017	0.00076357287	0.0019823327	0.008519519	0.06352158	0.10275684	0.4732247	0.3487443
</S>	8.9761015e-06	3.0697283e-05	0.0002040494	0.0006530621	0.00065155106	0.0011190511	0.0016480287	0.012046453	0.6189614	0.36467668
