 	volevo	Maria	domani	di	venire	da	me	</S>
ì	0.12794194	0.12462719	0.12452293	0.12452103	0.12455742	0.12460533	0.12457661	0.12464754
t	0.117357	0.11741145	0.17452861	0.11752589	0.11848074	0.11761855	0.1173604	0.119717315
e	0.12587754	0.123597875	0.12545799	0.12363588	0.12611075	0.12396609	0.12629119	0.12506273
l	0.118601605	0.11841103	0.16386548	0.118963376	0.120564565	0.11930349	0.11874049	0.12154995
a	0.13855544	0.12085859	0.12873371	0.120303944	0.122978196	0.12236424	0.123319805	0.122886084
e	0.113223016	0.11071164	0.19539152	0.11123903	0.113388635	0.11252676	0.11130508	0.13221426
M	0.22834097	0.101573676	0.17741515	0.07013487	0.08106455	0.13725267	0.08360573	0.12061243
a	0.12595867	0.09146011	0.10531195	0.04807758	0.096257046	0.23203677	0.124901414	0.17599645
r	0.07703259	0.1157398	0.20539509	0.09692929	0.1153373	0.1067808	0.087590225	0.19519489
ì	0.052598402	0.07498166	0.14324784	0.0611436	0.118584506	0.061631937	0.12043	0.367382
a	0.0800323	0.082485214	0.20986293	0.08628148	0.10434063	0.08890333	0.08386596	0.2642281
à	0.17696673	0.07723781	0.13969943	0.069353044	0.10800005	0.105161436	0.07135257	0.25222895
v	0.15657654	0.14100417	0.081272796	0.033346374	0.046128146	0.054154515	0.039125673	0.4483918
v	0.14665012	0.1350997	0.08888687	0.034709048	0.06598238	0.12973908	0.09239937	0.30653343
r	0.09006738	0.08807399	0.21156354	0.08304901	0.12792565	0.10042915	0.1324151	0.16647612
i	0.08637367	0.08659286	0.13776897	0.08330928	0.090511434	0.08763913	0.095926076	0.3318785
n	0.04192814	0.023102384	0.079126075	0.057270806	0.10191796	0.120897755	0.09602889	0.4797281
a	0.12659347	0.12932512	0.04881805	0.016577246	0.019676538	0.023343442	0.031056736	0.60460943
r	0.0027039724	0.0051933085	0.0036922072	0.0044327914	0.009362002	0.027507802	0.034437507	0.9126705
t	0.03895794	0.06150891	0.01452797	0.009811813	0.05202659	0.06773546	0.20173086	0.55370045
i	0.013710532	0.020073803	0.01163777	0.040958595	0.121589735	0.07142391	0.19185424	0.5287514
s	0.0029641245	0.0018585281	0.0015060569	0.00056902773	0.00088119	0.014539892	0.082038365	0.89564276
e	0.0031871353	0.0034767801	0.0013229244	0.009097158	0.037915375	0.20435578	0.32170975	0.41893506
m	0.0008983591	0.00062213186	0.0005925912	0.000101156525	0.0002973129	0.013593218	0.39538518	0.58851004
è	0.0010451372	0.0015348205	0.00042325654	0.0018087374	0.01339382	0.037425354	0.19355439	0.75081456
n	0.007847335	0.0034455035	0.0045047216	0.00095999544	0.0023638823	0.041287594	0.18532263	0.75426835
a	0.001314641	0.0016942305	0.001227012	0.0008732453	0.005063467	0.03636471	0.69378704	0.25967562
</S>	0.0007490508	0.00022789586	0.0005267628	4.4175416e-05	0.000110622845	0.013210889	0.7572035	0.22792701
