 	è	che	sono	ancora	svegli	che	ha	la	luce	accesa	</S>
è	0.0909075	0.09091076	0.09090985	0.090907425	0.090907425	0.09090736	0.090907566	0.090907775	0.090914436	0.09090805	0.0909118
n	0.08492334	0.08499101	0.085163735	0.08493384	0.08565904	0.08983026	0.091395654	0.086128116	0.08668239	0.08735391	0.13293871
a	0.090734884	0.09078446	0.09079028	0.09073322	0.09074713	0.090822354	0.09086408	0.09076653	0.090962574	0.09079298	0.09200146
s	0.090025134	0.09009419	0.090073355	0.0900513	0.09007727	0.090388164	0.090528406	0.09035996	0.0930229	0.09047296	0.0949064
t	0.08061445	0.08191188	0.08158057	0.08056459	0.08076608	0.081938185	0.0847556	0.08623604	0.11831072	0.08806983	0.13525204
a	0.090549484	0.0905499	0.09055059	0.09054976	0.0905754	0.09072769	0.09082465	0.090678	0.090978265	0.09075573	0.09326054
s	0.08756291	0.08758536	0.08757954	0.08761897	0.08786365	0.08959619	0.09026019	0.08843826	0.091937385	0.08939313	0.11216449
ù	0.07569671	0.075965375	0.075966194	0.07569191	0.07738764	0.08678127	0.091109686	0.08065351	0.09284869	0.08467777	0.18322128
n	0.066849634	0.06685539	0.0671871	0.06690759	0.074219584	0.10636998	0.11481777	0.07816933	0.07765302	0.08844025	0.19253035
a	0.088864334	0.09046284	0.090411164	0.08880401	0.08894701	0.08963007	0.09020357	0.089135185	0.0901429	0.089569025	0.103829935
n	0.078494936	0.07869173	0.078644976	0.07890593	0.07979653	0.087003455	0.089896545	0.08336207	0.104975335	0.08457224	0.15565628
k	0.07943768	0.099987924	0.09532736	0.07858291	0.079166204	0.08225492	0.084358126	0.08076927	0.10041856	0.08232284	0.13737418
ò	0.089537725	0.089564025	0.08956956	0.089540794	0.08968013	0.09051399	0.09081932	0.08980152	0.09028701	0.09006411	0.10062183
r	0.060549255	0.060556695	0.06273179	0.06065953	0.0691181	0.103391096	0.1140558	0.073910244	0.0758503	0.08607545	0.23310177
a	0.06411729	0.064513825	0.06721445	0.064106345	0.06440922	0.06483875	0.075162984	0.07993517	0.122634284	0.0868895	0.24617821
a	0.063374154	0.06341014	0.063709244	0.06367542	0.06995704	0.066861376	0.09324298	0.07305058	0.08043287	0.07231462	0.2899716
t	0.040657286	0.08994285	0.0844813	0.036960438	0.03812778	0.042628076	0.047836743	0.056556202	0.28331107	0.056509834	0.22298841
s	0.03595582	0.08377326	0.0801678	0.03126149	0.044834673	0.072230786	0.07920246	0.06673669	0.26985314	0.08061634	0.15536754
ù	0.047502387	0.04750485	0.04756182	0.047840554	0.079855934	0.12436619	0.12954038	0.09442913	0.11425542	0.11289674	0.15424657
n	0.020176033	0.020198245	0.029868428	0.022045083	0.05774918	0.065397464	0.09488112	0.09386025	0.20582318	0.094633296	0.29536775
n	0.04570438	0.08195336	0.090961166	0.043822248	0.048976365	0.06867089	0.086530745	0.052575685	0.07082565	0.06691896	0.34306052
i	0.0471453	0.047170844	0.048214372	0.048089944	0.06487893	0.1077227	0.117503524	0.08133879	0.12902835	0.09892916	0.20997813
t	0.0135977045	0.014324711	0.014536191	0.026947504	0.027825344	0.042910993	0.12694718	0.13360585	0.13209514	0.12946875	0.33774063
i	0.008758031	0.014057234	0.017868515	0.008760424	0.018894756	0.025470115	0.041256215	0.04269492	0.47364992	0.08372389	0.26486605
k	0.00502742	0.008180342	0.009890952	0.010407422	0.01913152	0.020154718	0.07072142	0.090731435	0.1545993	0.15988065	0.45127478
a	0.008614885	0.02025261	0.026073087	0.0077260938	0.017095534	0.02178968	0.030124221	0.047535088	0.5121272	0.12432024	0.18434131
è	0.0012762091	0.0027145243	0.004660539	0.0021941247	0.005056691	0.0049481336	0.020035455	0.039891504	0.14744054	0.20371665	0.56806564
c	0.0037977328	0.008205482	0.020912692	0.0032598306	0.015909389	0.0159167	0.028440254	0.09103145	0.3305102	0.19031717	0.29169905
