 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a	0.09999677	0.09999677	0.09999677	0.09999669	0.09999685	0.09999784	0.099997684	0.100017905	0.099998064	0.10000463
d	0.09727759	0.097262606	0.097254515	0.09725704	0.09755311	0.09960962	0.09823702	0.1140829	0.09853254	0.10293306
r	0.09803558	0.09803019	0.09802847	0.09803004	0.0982603	0.09866038	0.09882687	0.113475814	0.09856949	0.10008294
e	0.099993534	0.099993534	0.099993534	0.099993534	0.09999575	0.099996895	0.09999643	0.100018404	0.09999903	0.10001933
f	0.09697223	0.0969632	0.096957356	0.096963495	0.097006634	0.09889954	0.09764566	0.10958579	0.098855264	0.11015076
f	0.097967245	0.09796305	0.09796172	0.09796328	0.09818566	0.09855416	0.09883223	0.11175687	0.09949117	0.10132459
ò	0.09965779	0.09965687	0.09965627	0.09965649	0.09967611	0.099864885	0.09976231	0.101025954	0.099804945	0.10123837
m	0.08284281	0.08283984	0.08283617	0.082834914	0.08669058	0.08563061	0.084236614	0.101530105	0.08902416	0.22153418
m	0.09888171	0.09886987	0.09886602	0.09886541	0.099436164	0.09894828	0.0994741	0.10078776	0.10023754	0.1056332
u	0.09984732	0.09984732	0.09984716	0.09984732	0.09986453	0.099872686	0.099859886	0.100052826	0.100058936	0.100902036
e	0.08510022	0.08502221	0.084972344	0.08499193	0.08553131	0.10144247	0.09093404	0.18071745	0.092670694	0.10861729
m	0.07372867	0.0735801	0.07352051	0.073535375	0.07678856	0.08467893	0.08106103	0.27278072	0.082094245	0.10823192
o	0.0877737	0.087742776	0.08773233	0.08774452	0.08837234	0.092037514	0.0924969	0.1915917	0.091552034	0.0929561
m	0.07349249	0.07341011	0.073356695	0.073382005	0.074515425	0.09138811	0.082811646	0.20230913	0.087458186	0.16787621
a	0.076215185	0.07617972	0.076166764	0.07618501	0.078208454	0.08364746	0.08439979	0.24438776	0.09339049	0.111219406
i	0.057625514	0.057431776	0.05730743	0.057364915	0.0587385	0.09616634	0.07367402	0.23388526	0.08259476	0.22521149
g	0.0343668	0.033625085	0.03334954	0.033356518	0.04535955	0.055567756	0.047793217	0.47213012	0.052966684	0.19148484
r	0.05897449	0.05899515	0.05908131	0.05873982	0.14198433	0.061334573	0.06261051	0.14092197	0.065974265	0.29138362
a	0.09191109	0.09197816	0.09200918	0.09197844	0.11548473	0.09215623	0.09223754	0.09468488	0.09277888	0.14478092
m	0.03203325	0.031827193	0.031657472	0.031738125	0.035234917	0.073110186	0.050440084	0.2304997	0.09333408	0.39012498
m	0.043470725	0.042948876	0.04277154	0.04282418	0.05445853	0.068229266	0.075030096	0.37389997	0.083416775	0.17295006
è	0.09057727	0.090551846	0.09053547	0.09054652	0.09126574	0.09635054	0.09303648	0.13246343	0.09625899	0.12841372
n	0.009982349	0.009783883	0.009557445	0.009542536	0.035150263	0.04479572	0.09198689	0.12578106	0.22711416	0.4363057
a	0.06104071	0.06105855	0.061074715	0.061022688	0.095464095	0.06289374	0.06337673	0.081445895	0.092666075	0.35995683
a	0.01524621	0.013731961	0.012746436	0.013120283	0.028861392	0.06729223	0.066489525	0.09826703	0.18817018	0.49607474
n	0.0037704338	0.0028563838	0.0024640635	0.0024518962	0.008019526	0.02418997	0.024054334	0.14861049	0.16935001	0.61423284
g	0.013107176	0.01133023	0.010485617	0.01003972	0.028460016	0.028440915	0.044920504	0.40558374	0.09306596	0.35456607
r	0.010923957	0.019570034	0.021502072	0.019569395	0.040052086	0.02260449	0.052293994	0.47293624	0.1264406	0.21410708
à	0.0076942183	0.009580437	0.010317587	0.009625372	0.022770708	0.0107907355	0.036573295	0.09470287	0.101105385	0.69683945
m	0.001260723	0.0024393206	0.0012249887	0.001760541	0.012166524	0.0053311912	0.043184783	0.11307201	0.3434804	0.47607946
m	0.0002703905	0.00045137282	0.0004731824	0.00046081116	0.0006873653	0.0017482523	0.0054930574	0.11168777	0.5574035	0.3213243
a	8.610665e-05	0.00013911184	0.00014545313	0.00013621317	0.0003599704	0.00045123737	0.0049173045	0.019293135	0.6224013	0.3520702
</S>	1.5693196e-05	6.1216466e-05	2.4330242e-05	7.100726e-05	0.00055322965	0.0002742246	0.0019059891	0.019842278	0.4916912	0.4855609
