 	hai	già	mangiato	</S>
ì	0.17449743	0.17652161	0.21768841	0.4312926
s	0.2413301	0.24352738	0.24408337	0.27105913
e	0.17536132	0.18918106	0.2007416	0.43471605
g	0.16272053	0.19905552	0.18772852	0.4504954
i	0.06924852	0.2371137	0.2744555	0.41918233
à	0.06237116	0.27674368	0.3963774	0.2645077
f	0.02547717	0.15142073	0.6030513	0.22005077
a	0.0063669407	0.05198844	0.62573755	0.31590703
m	0.00091470196	0.0010791961	0.8108048	0.18720135
è	0.00094998983	0.029402595	0.55159736	0.4180501
n	0.0011423881	0.0036886556	0.79836476	0.1968042
a	0.00076504616	0.010736901	0.8821989	0.10629911
</S>	0.0035385354	0.0076988866	0.38310468	0.60565794
