 	io	voglio	che	Maria	venga	qui	</S>
e	0.14284621	0.14284621	0.14284632	0.14284632	0.14284644	0.14285962	0.1429089
v	0.13609345	0.1361432	0.1362547	0.14667954	0.16700108	0.13797078	0.13985725
ò	0.14189151	0.14189844	0.14190342	0.14255895	0.1439486	0.14224745	0.14555156
t	0.1400039	0.1400119	0.14017148	0.1402514	0.14052473	0.14037889	0.15865767
è	0.070563905	0.0705701	0.07963957	0.071941	0.07614205	0.26047269	0.37067068
l	0.13949251	0.13974933	0.1395533	0.13973035	0.14259721	0.14027415	0.15860316
o	0.110555805	0.110560864	0.111172415	0.11280997	0.11709905	0.1390121	0.29878983
n	0.13511235	0.13667351	0.13532682	0.13612063	0.15119101	0.14276631	0.16280931
a	0.097612575	0.09764416	0.09834514	0.10450256	0.11662017	0.118212454	0.36706293
r	0.10737398	0.11113058	0.108139865	0.12721872	0.21633488	0.1294808	0.20032112
t	0.053448524	0.05349364	0.055978283	0.07243542	0.10769347	0.14026183	0.5166888
i	0.13788787	0.13807862	0.13797289	0.1380469	0.13995951	0.14118825	0.16686596
e	0.029157573	0.05191709	0.03247788	0.040015582	0.17944746	0.23687056	0.4301139
M	0.010373934	0.012919054	0.011888032	0.059881296	0.26049182	0.16226387	0.48218194
a	0.008977403	0.009634809	0.011936305	0.08055202	0.18581228	0.25416487	0.4489223
r	0.0034857434	0.009121739	0.005936055	0.07352235	0.38832194	0.2552697	0.26434243
ì	0.0021400654	0.002883388	0.004682368	0.008258024	0.04407821	0.21586546	0.72209245
a	0.005129344	0.015917145	0.012461983	0.014886037	0.050038293	0.0998805	0.80168676
e	0.00043608597	0.0014405209	0.0008494434	0.0066001555	0.051918145	0.3507353	0.5880204
t	0.000105834384	0.00038709675	0.00066816487	0.0035336418	0.038895108	0.7387143	0.21769586
t	0.00077660097	0.0011647032	0.005267022	0.03642625	0.043808594	0.5295669	0.38299003
ù	0.0009070705	0.0039444095	0.011163143	0.02430131	0.086425446	0.53121233	0.34204626
</S>	0.00017225345	0.00034106136	0.0013327234	0.0012799038	0.03864614	0.761258	0.19696999
