 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a	0.11110834	0.11111233	0.11110826	0.111107744	0.11110783	0.11110995	0.11111953	0.11111156	0.11111444
k	0.10934856	0.109635666	0.10934964	0.10930151	0.10990156	0.112650216	0.11455076	0.11112309	0.114139
à	0.10974401	0.10992887	0.10975892	0.10975448	0.11048591	0.11093848	0.11620418	0.11027126	0.112913914
j	0.10845229	0.10846809	0.10845336	0.108478606	0.11084482	0.11169245	0.108979724	0.108737715	0.12589298
o	0.104958504	0.10572046	0.10511766	0.10657484	0.10914224	0.11697225	0.12278777	0.10659981	0.1221265
t	0.1061685	0.10625431	0.10617725	0.10619069	0.10954308	0.11412155	0.11236889	0.10891449	0.13026121
r	0.09109486	0.09166843	0.09146193	0.09587658	0.11412777	0.14164776	0.09958647	0.095259085	0.17927717
a	0.11082342	0.11082503	0.110829175	0.1108943	0.11102314	0.11144025	0.11101899	0.11103983	0.112105824
ù	0.09045861	0.09053379	0.09052199	0.09047007	0.093908556	0.121779986	0.12898467	0.120053425	0.17328893
d	0.08304514	0.08634762	0.08299656	0.08268515	0.0969651	0.108141854	0.10369618	0.086878635	0.26924378
i	0.09950248	0.101310045	0.09992065	0.10439201	0.10538517	0.12626915	0.12408638	0.10299923	0.13613488
a	0.061984293	0.062275574	0.062052995	0.062233012	0.086343534	0.13092394	0.108125515	0.088134415	0.33792672
a	0.04960852	0.08473641	0.048210163	0.034126963	0.05115613	0.09632218	0.30755797	0.07007766	0.25820395
s	0.03507863	0.04866312	0.036769804	0.01810586	0.05138257	0.14311269	0.2809109	0.063430086	0.32254633
ò	0.036184393	0.05988882	0.035372023	0.027920475	0.075868115	0.12762098	0.35340968	0.077194385	0.20654114
z	0.016369915	0.021170039	0.01688321	0.04487887	0.057950187	0.21377346	0.34716347	0.10389902	0.17791182
i	0.018930195	0.028372487	0.023847885	0.05230952	0.08112118	0.15405221	0.11848011	0.0798771	0.44300932
g	0.0058444757	0.006403557	0.0062979003	0.01006781	0.029260745	0.0980682	0.14721635	0.19580121	0.50103974
r	0.043614402	0.05887006	0.042918246	0.01709692	0.037675902	0.060297728	0.118481204	0.045887314	0.57515824
à	0.043075632	0.04433385	0.04342914	0.047866665	0.090563715	0.16641085	0.073093385	0.06185486	0.4293719
t	0.0017104086	0.003274674	0.0020482864	0.002920712	0.012689642	0.042242423	0.045956947	0.38451242	0.50464445
s	0.007815966	0.03180156	0.019222545	0.019845298	0.047232818	0.061796255	0.09364556	0.19121438	0.5274256
i	0.0038880755	0.0042386316	0.004049102	0.00566182	0.0133970305	0.112456284	0.028599968	0.28058064	0.54712844
i	0.00011674349	0.00025975416	0.0001289357	0.00021504198	0.00045265735	0.001031277	0.003923093	0.6809672	0.31290525
n	3.6303503e-05	5.3468142e-05	5.889663e-05	4.9946844e-05	0.0001364127	0.00070456765	0.0068082386	0.64761156	0.3445406
ì	0.0008598093	0.0018298934	0.0012056071	0.0012538644	0.0049184663	0.030728143	0.049267843	0.46607092	0.4438655
t	0.0002926176	0.00060317025	0.0006819156	0.0005242488	0.0013163529	0.0018988907	0.030427972	0.737482	0.2267728
t	0.001021581	0.0048006433	0.0016787954	0.0028543223	0.003986103	0.013279013	0.14547093	0.5869183	0.23999026
a	1.1793985e-05	7.725207e-05	6.935539e-05	8.8803885e-05	0.00025710533	0.0009312707	0.016626688	0.46343175	0.518506
</S>	2.863249e-05	4.5752848e-05	3.817176e-05	4.195463e-05	0.00014653734	0.00064428826	0.03882904	0.3144776	0.645748
