 	se	avessi	visto	le	nuvole	avrei	capito	che	pioverà	</S>
a	0.09999856	0.09999848	0.09999841	0.09999841	0.09999841	0.09999841	0.09999841	0.09999856	0.09999871	0.100013666
n	0.10088464	0.09717775	0.09697778	0.096966825	0.09701818	0.09708356	0.09817783	0.114150815	0.09852773	0.10303489
ì	0.09703695	0.0970117	0.097012736	0.097009264	0.09703576	0.097101	0.10030967	0.09897461	0.09851265	0.119995706
c	0.099342175	0.09934353	0.099350356	0.09934111	0.09942626	0.09952598	0.09996844	0.10036292	0.09969987	0.10363943
h	0.099768244	0.09959318	0.09958399	0.09958262	0.09958322	0.09959508	0.10009525	0.10130969	0.1000602	0.1008286
a	0.0999926	0.0999926	0.09999276	0.0999926	0.099993974	0.09999535	0.09999909	0.100009926	0.09999886	0.1000322
d	0.098058924	0.098076805	0.09812066	0.0980682	0.0986211	0.09917175	0.09884528	0.10377976	0.09957023	0.10768721
ò	0.09888285	0.09867372	0.09866589	0.09865837	0.098691344	0.09876712	0.10002525	0.10227049	0.10013963	0.10522532
n	0.09444207	0.09448005	0.09450304	0.09445727	0.09467371	0.09512267	0.09688002	0.09698497	0.095930114	0.14252612
t	0.09564076	0.09465714	0.09461201	0.094559334	0.094583064	0.09507584	0.105003566	0.09855793	0.10307566	0.124234654
a	0.09985251	0.099852204	0.09985251	0.09985137	0.099854946	0.09986722	0.10012027	0.099970356	0.100069635	0.10070901
t	0.09146723	0.091603965	0.091863625	0.09155506	0.094799355	0.09803042	0.09706271	0.123965934	0.09800275	0.12164894
a	0.08572972	0.084785774	0.084741406	0.0847067	0.08474904	0.085227504	0.11928965	0.099328935	0.112042606	0.15939866
s	0.07947216	0.07929544	0.07960749	0.07921351	0.08332959	0.087547064	0.09807881	0.12626943	0.093909316	0.19327717
ì	0.059056967	0.054931022	0.054723877	0.054660957	0.05488423	0.05600807	0.14049931	0.11648442	0.11911092	0.28964016
n	0.049270738	0.049765076	0.05009019	0.049473803	0.05264414	0.06109265	0.13393165	0.12508047	0.113111354	0.31553996
n	0.08544853	0.07965481	0.079404645	0.07897399	0.079201	0.082873724	0.097766005	0.08669177	0.094966136	0.23501942
e	0.08024491	0.08040087	0.080544904	0.080323495	0.081923924	0.08431463	0.10099843	0.10030088	0.091632776	0.21931525
f	0.042517554	0.04363822	0.045937274	0.043183684	0.07014416	0.09288048	0.10088152	0.18943347	0.10101946	0.27036417
a	0.09751476	0.07250597	0.07099869	0.070760965	0.071125016	0.07307236	0.09259183	0.11064186	0.09061008	0.25017846
ì	0.026350625	0.025886701	0.026629487	0.025686504	0.034731872	0.043995608	0.07566631	0.12925889	0.081181936	0.53061205
c	0.045555122	0.027487641	0.026061876	0.022194864	0.026717553	0.053125206	0.10191844	0.25019646	0.12998216	0.3167607
h	0.06299404	0.040354848	0.03886672	0.038223557	0.038484607	0.043698397	0.09562246	0.12941918	0.0909802	0.421356
a	0.072733164	0.072924644	0.07298899	0.072788626	0.073137045	0.075078905	0.10257882	0.08411647	0.09421869	0.27943468
a	0.010552569	0.012206984	0.015718937	0.011452957	0.035781883	0.045468576	0.111420415	0.11249263	0.1539464	0.49095866
n	0.011321891	0.007721224	0.004284544	0.0034538957	0.007566984	0.014163828	0.035768203	0.22926034	0.1461204	0.5403387
o	0.03830311	0.020181362	0.01475578	0.012869148	0.0150913615	0.030351946	0.08618855	0.34055555	0.1677983	0.27390486
ì	0.002641355	0.0019575793	0.0023800707	0.0012976237	0.004783957	0.020536967	0.03008097	0.17105192	0.28590262	0.4793669
s	0.0029397055	0.0060031815	0.0030851671	0.001732615	0.0056286165	0.015157999	0.04462734	0.31684664	0.32811162	0.2758671
o	0.005801809	0.0050101005	0.0033205329	0.002332204	0.0031965016	0.012820766	0.0838768	0.47694555	0.21892399	0.18777177
n	0.0005428389	0.00084626646	0.0008039293	0.0006872559	0.0014863753	0.0021753341	0.0072368756	0.051109057	0.29898265	0.63612944
t	0.0019101321	0.0037660222	0.0027224366	0.0011300463	0.0019579253	0.0065942053	0.038122393	0.18591072	0.63925916	0.118626915
a	0.002259062	0.0041946336	0.0063001327	0.003342648	0.011134385	0.04691569	0.14913654	0.10098065	0.33191353	0.3438227
k	0.00014136216	0.0001632879	0.00016514874	9.3331015e-05	0.00013062608	0.00034210965	0.0027582454	0.04309386	0.37324554	0.5798665
a	7.186997e-05	0.0002407433	0.00014401635	5.410103e-05	0.0001910829	0.0007474402	0.015073671	0.08414519	0.2851269	0.61420494
v	3.0945183e-05	6.523073e-05	8.3448715e-05	6.0592753e-05	3.8520608e-05	7.58182e-05	0.0009793674	0.011906063	0.65022725	0.3365327
r	2.2687624e-05	0.00011172512	6.4396e-05	3.4078268e-05	8.336386e-05	0.00015278545	0.008137786	0.041958142	0.15845804	0.790977
è	6.933571e-05	0.00051635224	0.0009192337	0.0007739447	0.0011492767	0.0034683084	0.009738696	0.15291299	0.23560949	0.5948424
c	0.00089075847	0.001745404	0.0028191914	0.0040714554	0.003178012	0.006740796	0.011615151	0.016579285	0.69949955	0.25286037
h	4.37594e-06	1.910858e-05	1.5746047e-05	5.679979e-06	1.4405067e-05	0.0001271555	0.0035671643	0.08783532	0.57190794	0.33650312
i	1.00325415e-05	1.9509966e-05	2.1508478e-05	1.5391322e-05	3.3886994e-05	0.00020919474	0.0022692387	0.06647338	0.34133136	0.58961654
</S>	2.0331736e-05	4.7510202e-05	4.7898087e-05	3.9533435e-05	2.367189e-05	5.985731e-05	0.0009118824	0.03678133	0.54165405	0.4204139
