 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
e	0.111108966	0.111109056	0.11111134	0.111108966	0.11110914	0.11110999	0.11110956	0.11110956	0.11112338
n	0.10055102	0.100878194	0.10108891	0.10227785	0.11978796	0.14511694	0.12756334	0.10099971	0.10173604
e	0.10988542	0.109910406	0.10994286	0.110043645	0.11148157	0.1135485	0.11224831	0.11008765	0.11285163
s	0.09931459	0.09987246	0.099973544	0.10120921	0.11873466	0.14421156	0.12905882	0.10150988	0.106115304
p	0.06361006	0.06387729	0.07299799	0.07044602	0.14028648	0.22596142	0.17057621	0.07342943	0.11881512
ì	0.10180643	0.10186968	0.10214175	0.10209827	0.103036515	0.10460052	0.10486164	0.105555065	0.17403008
c	0.10075021	0.10091368	0.10101027	0.101251386	0.10200037	0.103371195	0.10623699	0.10460869	0.1798572
c	0.10097346	0.100931786	0.13438225	0.10086966	0.10820266	0.119655535	0.11452918	0.10437878	0.116076715
e	0.110369265	0.11035461	0.11155837	0.110406406	0.11104708	0.11201713	0.11142245	0.11061846	0.11220616
t	0.0829398	0.08307862	0.083454765	0.08440282	0.09478702	0.11849348	0.10575418	0.09461448	0.25247484
s	0.06206343	0.052913167	0.19350669	0.05717045	0.082427576	0.13166194	0.141928	0.1005464	0.17778239
a	0.106723994	0.10677628	0.10746695	0.107478105	0.107949816	0.10895879	0.115671515	0.10922204	0.12975249
o	0.022955783	0.023973577	0.028440041	0.03929405	0.05296664	0.10036851	0.1323415	0.18055311	0.41910684
s	0.017656686	0.03854795	0.042855598	0.046603788	0.15035902	0.19876009	0.3232825	0.06351794	0.11841643
ò	0.015116933	0.017422022	0.056196563	0.036130164	0.11984193	0.18183954	0.30407354	0.13506787	0.13431145
z	0.015853962	0.022071315	0.030438568	0.05380277	0.09614517	0.20456776	0.2867117	0.101225436	0.18918341
o	0.026783107	0.018910663	0.050043654	0.04218882	0.09864971	0.20554931	0.2577516	0.08688574	0.21323736
s	0.0040283804	0.0054058805	0.007911183	0.01663803	0.06928583	0.2731413	0.19996607	0.13011439	0.29350895
p	0.010459488	0.008170893	0.030179827	0.018464722	0.04855888	0.13211553	0.40434575	0.15734203	0.19036295
i	0.005987366	0.0074713654	0.013061534	0.028068697	0.09044995	0.2604776	0.27399954	0.08471978	0.23576416
c	0.0005100678	0.0024515088	0.0048959088	0.005003776	0.04547692	0.10425962	0.05209706	0.25745234	0.5278528
c	0.0037089565	0.0065620244	0.037762303	0.013907235	0.030458156	0.057795238	0.18298732	0.09657785	0.5702409
è	0.0015016784	0.003062628	0.015839746	0.0064556217	0.012879931	0.045429297	0.04279305	0.16514501	0.706893
t	0.00076624175	0.01099522	0.02452478	0.0062980023	0.021271734	0.023738533	0.016693546	0.23387885	0.6618331
s	0.0026135666	0.005655882	0.006573524	0.0064570676	0.04746268	0.1081098	0.12351855	0.40234682	0.29726204
i	0.00044164504	0.0005308375	0.0033003828	0.0014497793	0.005592903	0.0246621	0.04495619	0.4377288	0.48133743
t	0.00018823578	0.0024548727	0.0034211047	0.0005508516	0.0059312754	0.008139968	0.017131498	0.5054243	0.45675793
s	0.0005736327	0.003284669	0.013312952	0.017478859	0.02999637	0.07287449	0.07878881	0.35820025	0.42548996
e	0.00022379986	0.0016664815	0.004522227	0.001040703	0.0053610383	0.014998495	0.025366917	0.54123354	0.40558684
g	0.00030962497	0.0026408117	0.0065000835	0.0007125426	0.0034391622	0.0034405007	0.044459477	0.41608554	0.52241224
r	3.9398783e-05	0.0003073494	0.014330056	0.0022515485	0.00824876	0.0040808185	0.0052166646	0.5787299	0.3867954
à	0.00037507416	0.0021793754	0.00843892	0.0068199043	0.024209734	0.06805411	0.058334067	0.32154873	0.51004004
t	0.0010438372	0.009137307	0.01612472	0.0029232302	0.009167565	0.009584614	0.030555496	0.6399415	0.2815217
s	0.00032257658	0.0013170271	0.005535756	0.004890627	0.023072641	0.030191822	0.033086423	0.65484565	0.24673751
i	4.914473e-05	0.0009175711	0.0023721198	0.00078371714	0.0046237814	0.007896136	0.028108923	0.27374464	0.681504
</S>	0.00018496932	0.0011630061	0.012790308	0.00069869665	0.0016657284	0.0018739776	0.080501966	0.25121203	0.6499093
