 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a	0.07692188	0.07692188	0.07692188	0.07692212	0.07692194	0.07692188	0.07692417	0.07692188	0.07692188	0.07692188	0.07692188	0.07692194	0.07693485
n	0.07629858	0.07632943	0.0762913	0.0763366	0.07631092	0.07627611	0.07680975	0.076273315	0.07627709	0.07629083	0.0768584	0.08140565	0.07824208
ì	0.0764735	0.07647408	0.0764784	0.0765835	0.07649719	0.07648569	0.07754426	0.07647443	0.07647572	0.07647653	0.07653198	0.07700088	0.08050387
c	0.07646554	0.07646485	0.076476805	0.07672565	0.0765211	0.076496586	0.07897171	0.076472364	0.07647511	0.076473884	0.076512225	0.07666754	0.07927662
h	0.076476425	0.076480456	0.0764885	0.07674664	0.07653543	0.07650485	0.0790889	0.07647228	0.07647304	0.07649183	0.07669215	0.07876595	0.07678354
a	0.07691869	0.07691875	0.07691875	0.07691951	0.07691887	0.07691875	0.07692667	0.07691875	0.07691875	0.07691887	0.07691951	0.07692585	0.07695831
n	0.07554014	0.07553628	0.07553472	0.07553553	0.07553541	0.07553939	0.07555069	0.07557329	0.075585395	0.075587474	0.07574785	0.07613244	0.09260139
d	0.074849255	0.07488479	0.074955374	0.07728682	0.07538821	0.07511916	0.09596108	0.074823335	0.07482505	0.07483001	0.074929014	0.075813934	0.07633397
ì	0.076887585	0.076887704	0.076887645	0.07689022	0.076888174	0.07688782	0.07691445	0.076887645	0.076887764	0.076888055	0.07689293	0.07693224	0.077267766
s	0.07598667	0.07598307	0.07600075	0.076389946	0.07607066	0.07603492	0.079876676	0.07601734	0.076028705	0.07603811	0.07617049	0.07646792	0.08293468
o	0.07542421	0.0754245	0.075453565	0.07591551	0.07553063	0.075482875	0.08008536	0.0754241	0.07542594	0.075589605	0.07644265	0.087645344	0.07615567
n	0.07478032	0.07477193	0.074774325	0.074892804	0.0747967	0.074793614	0.07598332	0.07485133	0.074877374	0.07492332	0.07521266	0.07586887	0.0994734
t	0.071589775	0.071955286	0.07189888	0.07981222	0.07351126	0.07236429	0.12605907	0.07131607	0.07131906	0.07132673	0.0714253	0.07243007	0.07499203
a	0.07685534	0.07685534	0.076857746	0.076907486	0.0768666	0.07686149	0.07736144	0.07685575	0.07685592	0.07685674	0.076861724	0.076908365	0.07709606
i	0.07045681	0.0704092	0.07039384	0.070490524	0.070418924	0.07045956	0.07145265	0.070859775	0.07100643	0.071083404	0.07285837	0.07652293	0.1435876
k	0.06326151	0.06468685	0.06329337	0.07237186	0.06560288	0.06337402	0.11898886	0.062403113	0.06251414	0.06266542	0.065979496	0.08836323	0.1464952
