 	voglio	che	Maria	venga	domani	</S>
i	0.16665624	0.16666082	0.1666561	0.1666565	0.16666311	0.16670723
t	0.16022182	0.15975517	0.16018209	0.16015483	0.17232992	0.18735616
è	0.12994137	0.13000624	0.130229	0.13253579	0.3256429	0.15164462
l	0.11857908	0.11679547	0.11715173	0.13458265	0.3523597	0.16053134
o	0.13224809	0.14266638	0.13352796	0.13345891	0.20557615	0.25252253
n	0.09029361	0.08437666	0.085187145	0.090975404	0.34174916	0.30741805
a	0.07743428	0.10256725	0.11113007	0.08202342	0.20289457	0.42395043
r	0.02112634	0.016024826	0.019859688	0.026276695	0.31485248	0.60186
t	0.029620897	0.06076844	0.039715804	0.034568008	0.12763718	0.70768964
i	0.082052216	0.08111954	0.074148245	0.088028096	0.26673242	0.4079195
à	0.0031546664	0.0020980746	0.0014526232	0.0085828565	0.658256	0.32645583
v	0.015211201	0.009672088	0.020722108	0.049794212	0.45470613	0.44989425
v	0.007618745	0.026598385	0.036655694	0.052085467	0.49620938	0.38083228
r	0.0052739875	0.0063563734	0.005349513	0.02399958	0.23728026	0.72174025
i	0.0013690639	0.00076803047	0.000297849	0.0060031177	0.7721263	0.21943559
i	0.0003604854	0.0006827137	0.0005516147	0.022960264	0.55533624	0.42010865
M	0.00035192823	0.00028609842	0.001217541	0.051167987	0.47721314	0.46976337
a	0.012010503	0.022517303	0.05396327	0.06982658	0.4185707	0.42311165
r	3.8908605e-05	0.00022186071	0.0018956022	0.02598381	0.24646993	0.7253899
ì	0.00031397166	0.0009199767	0.0023375633	0.0063491194	0.28031388	0.7097655
a	0.000433577	0.000658356	0.0017075869	0.054240562	0.49448618	0.4484737
</S>	0.0002747761	0.00021060271	0.0011820057	0.028003665	0.50116384	0.46916506
