 	perché	aveva	lavorato	molto	</S>
j	0.19990823	0.19992454	0.2001556	0.19994864	0.20006293
a	0.19885868	0.19888645	0.20395349	0.19908959	0.19921173
t	0.16318686	0.22463343	0.17619874	0.17255782	0.26342317
ì	0.0770058	0.09906429	0.29104334	0.16229358	0.37059295
ì	0.15328448	0.15137549	0.16577291	0.18369615	0.34587097
c	0.14458494	0.13701564	0.18106396	0.17493524	0.3624002
h	0.087289125	0.11165336	0.317796	0.16958587	0.31367567
e	0.15688692	0.16232637	0.23223847	0.17896229	0.26958597
p	0.12601823	0.09845854	0.23912837	0.11396948	0.42242545
o	0.13735628	0.1397569	0.23215035	0.17126483	0.31947163
l	0.06837755	0.059148755	0.536518	0.13765597	0.19829978
e	0.036921144	0.05849045	0.3643688	0.2359617	0.30425787
m	0.037494697	0.0599352	0.39332283	0.23502769	0.27421963
ì	0.009954886	0.016547315	0.30939624	0.50959295	0.1545086
s	0.031500682	0.044928115	0.13343927	0.43819043	0.35194147
o	0.0091724675	0.035142086	0.269094	0.29529482	0.39129668
n	0.0037298473	0.05231585	0.028559316	0.2953207	0.6200743
t	0.017133387	0.009814628	0.1320091	0.21692027	0.6241226
a	0.02149878	0.020050174	0.22482249	0.25289693	0.4807316
p	0.00017519016	0.010566964	0.021802556	0.48343655	0.48401874
o	0.00941962	0.0077435775	0.066973105	0.7836957	0.13216804
d	0.0011416634	0.011946746	0.008506081	0.62985605	0.3485495
d	0.00061744003	0.007940868	0.049086176	0.583908	0.35844752
h	0.0003769585	0.16888264	0.23804912	0.4740549	0.11863637
ì	0.00023089349	0.036671158	0.081844755	0.49477357	0.3864796
</S>	0.00041886116	0.03624779	0.028784249	0.43214786	0.50240123
