 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
m	0.099991664	0.099991664	0.099991746	0.0999935	0.09999358	0.099991664	0.099991664	0.099992506	0.099992745	0.100069284
i	0.09486968	0.09487873	0.09496679	0.11850763	0.11832901	0.09512727	0.09531085	0.09582378	0.09619017	0.095996104
n	0.09128594	0.091300294	0.09143161	0.12645923	0.12619717	0.09167036	0.09186492	0.092307955	0.09369552	0.103787
d	0.097516485	0.09752459	0.09755949	0.10621321	0.10616128	0.097627476	0.097858794	0.098221414	0.09873842	0.10257885
è	0.09952643	0.09952734	0.099535085	0.10167371	0.10165703	0.09954929	0.099561825	0.09958696	0.09961083	0.099771455
l	0.08082021	0.080860846	0.08113609	0.14831059	0.1479002	0.081625536	0.08251667	0.083041236	0.083073676	0.13071498
a	0.09947254	0.09947793	0.099476255	0.099614635	0.09962117	0.099491365	0.09952348	0.0999631	0.10022335	0.10313618
à	0.08036889	0.08040397	0.080725245	0.15895087	0.1584358	0.08130986	0.081885025	0.08267239	0.08416164	0.11108629
l	0.07957097	0.08003473	0.08036177	0.10664089	0.1078076	0.07999951	0.0819162	0.0897933	0.08408019	0.20979488
l	0.09656375	0.09661938	0.09663236	0.09678546	0.09690486	0.0966693	0.097079426	0.10225187	0.09898773	0.12150587
e	0.098845795	0.09885017	0.09885296	0.09895747	0.09896759	0.0988516	0.09886842	0.09904629	0.09916417	0.10959554
s	0.059113484	0.059187856	0.059857313	0.18388829	0.18346971	0.061065607	0.062354024	0.06609545	0.075398594	0.1895697
è	0.06804312	0.06789756	0.06797043	0.06978076	0.0700945	0.07131946	0.07394248	0.12684382	0.12704489	0.25706297
t	0.031276263	0.03176814	0.03273156	0.12681371	0.13051637	0.03388113	0.044760108	0.047391772	0.04436746	0.47649357
t	0.033061307	0.031512517	0.0317192	0.03306681	0.03424477	0.05368206	0.06422697	0.16453244	0.14284141	0.41111252
e	0.092291944	0.09232342	0.0923924	0.10728628	0.10724732	0.09251266	0.09317525	0.094029196	0.10229965	0.12644191
k	0.020711768	0.021916332	0.032515574	0.119804226	0.1202501	0.048227783	0.06682043	0.07963633	0.11188686	0.37823063
a	0.048345614	0.049034014	0.049190793	0.09207376	0.093798116	0.049324498	0.05601659	0.07603773	0.070898585	0.41528034
v	0.0066920426	0.0069156406	0.008573959	0.038141884	0.04019284	0.011830533	0.02528074	0.029245622	0.079373196	0.7537536
ò	0.024706298	0.025283607	0.025922796	0.0858298	0.0906618	0.027095564	0.05278437	0.13756675	0.13058259	0.39956644
e	0.0048974906	0.009274509	0.013961108	0.029680898	0.07503062	0.018885598	0.04543496	0.1417664	0.21804127	0.44302714
n	0.00071135437	0.0009783857	0.0020202822	0.004320322	0.0081743905	0.002871689	0.00927993	0.06903193	0.22403187	0.6785798
ì	0.0042024385	0.0060072355	0.006489315	0.022496596	0.036658358	0.0059360065	0.014770434	0.12950146	0.11767489	0.6562633
m	0.0006761119	0.0030913611	0.0074718464	0.0045288554	0.019433238	0.014904485	0.024916423	0.06008516	0.26896417	0.5959283
e	0.0008296361	0.001134809	0.0012083597	0.0029609094	0.006550435	0.00257875	0.008416734	0.059378784	0.285557	0.63138455
p	3.243379e-05	0.00013737332	0.00015606153	0.00010526912	0.0009785515	0.00032462538	0.0026762828	0.008083829	0.5628899	0.42461574
r	0.00016747862	0.00066465075	0.00044822914	0.00073855504	0.0029361069	0.00040236136	0.0036193673	0.024876906	0.8140343	0.15211207
ò	0.0006226859	0.0013668991	0.0023850673	0.0037109407	0.009904839	0.0035840156	0.010899164	0.07222798	0.29985893	0.5954395
n	0.00014227412	0.0001428454	0.00026226943	0.00031145784	0.0014792603	0.0010825013	0.005221123	0.016146641	0.7621017	0.21310991
t	3.028526e-05	0.00011393538	6.469123e-05	9.080359e-05	0.0006095093	0.00014938237	0.002353151	0.03280528	0.8804891	0.08329389
a	9.590455e-06	3.5481255e-05	8.12442e-05	5.3292584e-05	0.00023316746	0.00055088085	0.005312475	0.009469649	0.65629256	0.32796165
</S>	4.8249226e-06	1.48914605e-05	1.5196845e-05	1.0357054e-05	8.498054e-05	0.00018979027	0.006079993	0.03371401	0.6146195	0.34526646
