 	io	non	so	cosa	è	da	scrivere	</S>
e	0.12497941	0.12497941	0.1249796	0.124979794	0.12498027	0.12498103	0.12498265	0.12513779
v	0.11402708	0.11403057	0.114199385	0.11472912	0.12055217	0.19234222	0.115113415	0.11500605
ò	0.123693086	0.12369327	0.12371885	0.123836234	0.12446279	0.1318262	0.12395486	0.12481473
e	0.12421153	0.12421153	0.12422973	0.124311164	0.124386586	0.12491526	0.1243161	0.12941809
n	0.108220644	0.10822461	0.1084798	0.10931994	0.1175843	0.218508	0.11007611	0.119586535
e	0.12138205	0.12138326	0.12142474	0.121587254	0.123618215	0.14465405	0.12215779	0.12379262
s	0.11303986	0.113074265	0.11771084	0.12355395	0.12737359	0.15724628	0.121738404	0.12626277
s	0.07717611	0.07718258	0.07769345	0.07902853	0.119975634	0.28552634	0.096526325	0.18689106
è	0.12075978	0.12076908	0.12246519	0.1249312	0.12621401	0.13022871	0.123486735	0.13114531
r	0.06485605	0.06493606	0.07918116	0.12035004	0.13474081	0.15102097	0.09613196	0.28878295
o	0.09061401	0.09062066	0.091110505	0.091117315	0.11577151	0.10022684	0.105333254	0.3152059
t	0.045215737	0.04550589	0.09002095	0.1307301	0.14591745	0.19522487	0.13246219	0.21492274
i	0.03567738	0.035669673	0.03789828	0.038881462	0.13854484	0.2364228	0.09759047	0.3793151
e	0.0126021365	0.012915129	0.04303079	0.091599986	0.109683625	0.16346017	0.14718433	0.41952386
n	0.0037800048	0.003922287	0.008548594	0.028063823	0.13684033	0.22004178	0.10629173	0.49251148
a	0.013162169	0.0133384075	0.016307263	0.03289983	0.122892365	0.3221299	0.049514815	0.42975527
g	0.00081159227	0.0009811997	0.0048710518	0.01107423	0.035146482	0.12969422	0.22192872	0.5954925
r	0.00519862	0.0060841558	0.003356984	0.012434661	0.071765214	0.082659885	0.12961909	0.68888134
à	0.006880105	0.0069343043	0.015565498	0.034628656	0.06936572	0.0863696	0.061959535	0.7182966
s	0.00076336076	0.0008335155	0.0021358763	0.011682285	0.053333987	0.25536916	0.38235477	0.29352698
s	0.00071330916	0.00036804902	0.003736931	0.014617814	0.08195612	0.44237694	0.29710189	0.15912892
o	0.00011594443	0.00018094665	0.00056062493	0.0032302174	0.016914882	0.033193335	0.2996281	0.64617604
</S>	3.6436308e-05	0.00012015012	0.00012425004	0.00087108085	0.0044427477	0.028267663	0.6080122	0.35812554
