 	la	macchina	vuole	riparata	dal	meccanico	</S>
i	0.14281546	0.1428183	0.14281765	0.14281623	0.14286995	0.1429766	0.14288576
m	0.14081208	0.14093386	0.14123201	0.14090192	0.14251423	0.14187731	0.15172864
à	0.13514656	0.13554907	0.13521855	0.13536532	0.17104903	0.14641497	0.14125651
k	0.12969632	0.12970394	0.12973057	0.13334087	0.13011687	0.13252708	0.21488436
i	0.122474514	0.12249872	0.12359699	0.12532383	0.12830059	0.21473475	0.16307057
n	0.14062035	0.14070502	0.140963	0.14075795	0.14219275	0.1410778	0.15368311
a	0.13217928	0.1331483	0.1325414	0.14037462	0.13873476	0.16628236	0.1567393
t	0.12563285	0.12617943	0.12712619	0.1262189	0.14944902	0.13023515	0.21515849
è	0.03286435	0.033796523	0.03505325	0.03780531	0.08008253	0.47984236	0.3005557
l	0.079814404	0.08109277	0.08507653	0.1408497	0.09529232	0.20956767	0.3083066
i	0.04871604	0.049158588	0.06313633	0.06616919	0.12739031	0.27642715	0.36900237
s	0.07311054	0.07936505	0.09766716	0.080959596	0.13589413	0.104799554	0.42820397
t	0.016430343	0.017260062	0.038969897	0.039851394	0.0968106	0.37318024	0.41749746
i	0.05675233	0.057282776	0.061886437	0.06019883	0.0729048	0.2898722	0.40110266
a	0.021251826	0.03757184	0.06307465	0.03216533	0.09369258	0.077516414	0.67472744
m	0.0085164895	0.023391016	0.02336535	0.017822677	0.1478253	0.40432546	0.37475374
m	0.0091791535	0.0130844135	0.011480222	0.016952913	0.11535461	0.51227784	0.3216709
è	0.008417053	0.010127444	0.015261317	0.012754838	0.10587231	0.35352868	0.49403834
n	0.000805217	0.0015455462	0.0020564406	0.0056567467	0.0045493483	0.8171419	0.1682448
i	0.011462804	0.014674585	0.0161307	0.03082019	0.033758927	0.08101635	0.8121365
à	0.0010315122	0.0021155681	0.0014358072	0.0031181069	0.0040145395	0.07719646	0.91108805
t	0.0027304995	0.00813984	0.009350327	0.0074089607	0.045931906	0.4943506	0.43208784
t	0.0016526832	0.0029092634	0.005748538	0.005724117	0.03758724	0.7431627	0.20321542
o	0.00017689592	0.000905685	0.003081416	0.011114085	0.14302887	0.6781544	0.16353862
m	2.1586586e-05	4.6135516e-05	3.8113507e-05	0.00024021298	0.0061629578	0.39444774	0.5990433
e	3.7607417e-05	0.00017195326	0.000550839	0.0011966844	0.03015317	0.4367297	0.53116
k	4.753307e-06	9.916272e-06	1.6478605e-05	0.00014972502	0.006441946	0.7227543	0.2706229
k	6.304528e-05	0.0001389177	0.00037945717	0.0034571376	0.02920619	0.27120915	0.69554615
à	0.00011997307	0.00021608667	0.00269049	0.012755621	0.11806565	0.1708125	0.6953396
n	0.00023949692	7.7271005e-05	0.0034778172	0.003960416	0.051741958	0.2036636	0.7368394
i	5.0879935e-06	4.066792e-05	0.00015609541	0.00031342483	0.021038527	0.50500435	0.4734419
k	3.4915613e-06	5.765523e-06	4.2302905e-05	0.0001740316	0.011435956	0.71922493	0.26911357
o	1.0579847e-05	7.203309e-05	0.00015696876	0.0006206095	0.01930911	0.65361416	0.32621652
</S>	1.30708395e-05	1.0274988e-05	0.000386602	0.0009640361	0.029488847	0.634229	0.33490822
