 	non	ho	dove	d	andare	</S>
e	0.16662137	0.16662137	0.16663028	0.16662201	0.16662456	0.1668804
n	0.12683684	0.12872015	0.16661325	0.2937086	0.14829564	0.13582557
è	0.16486292	0.16498308	0.16644219	0.17141671	0.16581884	0.16647622
c	0.16496815	0.16515239	0.1661352	0.1693853	0.16582368	0.16853529
h	0.11986087	0.120969005	0.15116271	0.21382858	0.15649238	0.23768646
o	0.16571847	0.16573073	0.16604576	0.1662596	0.16650179	0.16974366
p	0.09109364	0.094761856	0.12432589	0.10546765	0.11608862	0.46826228
u	0.049568392	0.052765682	0.13485873	0.28212976	0.23534745	0.24532999
è	0.0048898454	0.009380356	0.047491718	0.050555438	0.44315782	0.44452485
n	0.0027221804	0.007169426	0.033914994	0.037984148	0.34053692	0.5776723
a	0.004992174	0.0069896416	0.06002866	0.05282094	0.46387094	0.41129765
p	8.239074e-06	0.00017320197	0.00089847686	0.0012822314	0.60128194	0.39635587
à	0.0002951945	0.0019394428	0.0067380955	0.007835296	0.36136755	0.62182444
o	1.1761058e-05	0.00040917587	0.008385561	0.00941857	0.8925716	0.08920319
</S>	2.3064372e-06	0.00022984226	0.0007963202	0.010343405	0.27831632	0.71031183
