 	qui	nella	casa	ha	la	luce	accesa	significa	che	ancora	stanno	svegli	non	sono	addormentati	</S>
e	0.062499613	0.062499948	0.06249966	0.062501095	0.062499326	0.062499326	0.062499423	0.06249947	0.062499516	0.062499374	0.062500045	0.062499374	0.06249947	0.06250071	0.06250028	0.06250343
t	0.06110117	0.06117198	0.061112452	0.06358545	0.06108756	0.061086208	0.061211795	0.061224498	0.061330203	0.061175194	0.06269591	0.06109963	0.061140854	0.061327163	0.061862133	0.077787794
t	0.061325382	0.06134658	0.061328422	0.067878425	0.061344706	0.06131654	0.06166351	0.06134672	0.06199111	0.061365444	0.061378367	0.06131509	0.06140258	0.06175904	0.06194024	0.07129784
ù	0.062377673	0.062377956	0.062377717	0.062398802	0.062377814	0.062378146	0.06237924	0.062380098	0.062380146	0.062379908	0.062391285	0.0623781	0.062382475	0.062390093	0.062426947	0.0642236
s	0.06176944	0.061775237	0.061770763	0.06307261	0.061776746	0.06177411	0.06184022	0.061797015	0.061901253	0.061792303	0.062029563	0.061774246	0.06179683	0.061832245	0.06200869	0.07128868
t	0.062042307	0.062043443	0.06204259	0.0656834	0.062061053	0.06204415	0.062232837	0.06204273	0.06240914	0.062054567	0.06207337	0.062042356	0.062079713	0.06224371	0.063050926	0.0638537
o	0.062490646	0.06249084	0.062490646	0.0625321	0.062490694	0.062490504	0.062492605	0.062490646	0.062494703	0.062490743	0.06249222	0.062490553	0.062493127	0.062492557	0.06251201	0.0625654
s	0.06210875	0.06213354	0.062114444	0.062181104	0.06210956	0.06211406	0.062115386	0.062196575	0.06211695	0.062160283	0.06314735	0.06212349	0.062121976	0.062173896	0.06247374	0.06660892
p	0.060937658	0.060948495	0.06093957	0.06732521	0.06096454	0.060934685	0.061272576	0.06094315	0.061590012	0.06097347	0.0609932	0.060936313	0.06110685	0.06202426	0.066174306	0.071935736
ì	0.05939515	0.059402715	0.05939696	0.05978313	0.059399545	0.059415594	0.05943581	0.059474368	0.059448782	0.059461847	0.0597235	0.05940929	0.059569098	0.059791658	0.060848076	0.10604443
t	0.0590346	0.059061725	0.059041083	0.07049638	0.059102155	0.05906208	0.059690803	0.05916541	0.060270414	0.05916473	0.060280122	0.05905758	0.0591897	0.05936725	0.060226474	0.09778944
i	0.06050799	0.060512606	0.060509376	0.07516244	0.060590677	0.060516763	0.061341252	0.060511403	0.06210525	0.06056318	0.060643304	0.06050905	0.060676444	0.061413933	0.06498175	0.069454625
è	0.06044489	0.060501825	0.060457993	0.06132888	0.06045172	0.06046385	0.060503766	0.06066309	0.06053992	0.06058155	0.06285049	0.060481984	0.06052528	0.060696654	0.061575018	0.087933116
c	0.05046409	0.05054235	0.050479766	0.120565616	0.05157339	0.050614934	0.060833942	0.050613623	0.06881681	0.051295288	0.053159013	0.050460476	0.05129709	0.0517948	0.05317885	0.13430993
h	0.060368154	0.06054962	0.060382206	0.08447907	0.060365856	0.060234185	0.06171494	0.060258087	0.063077606	0.060313925	0.06046136	0.06021663	0.060385477	0.06086884	0.06100878	0.06531519
i	0.062309805	0.062310282	0.062309902	0.06334128	0.062315036	0.062310662	0.062363263	0.062311426	0.06241267	0.062314704	0.062324498	0.06231019	0.06232678	0.06233748	0.062481277	0.06392073
o	0.059095	0.059242792	0.059129003	0.060298298	0.059105232	0.05913293	0.059180677	0.059632372	0.059225712	0.05941992	0.06526888	0.059186097	0.05921939	0.05956821	0.061466094	0.101829425
l	0.056686755	0.058391668	0.056834076	0.07745407	0.05544539	0.055373143	0.056701895	0.056198906	0.05796405	0.055796284	0.060608357	0.0554467	0.0563361	0.06089917	0.06039704	0.11946643
ù	0.059100453	0.059912328	0.059163976	0.08926352	0.058608375	0.058434732	0.060452934	0.058664292	0.062322587	0.058680277	0.05880105	0.058433533	0.058934618	0.061447296	0.060143515	0.077636495
s	0.047382906	0.04740182	0.047394257	0.117148444	0.048725024	0.047683325	0.059254274	0.047757957	0.067902714	0.048529625	0.050355483	0.047468156	0.048995923	0.04997181	0.055118456	0.16890986
t	0.027396714	0.027432002	0.027430765	0.07768829	0.030888056	0.027910374	0.049761046	0.027550336	0.05868928	0.029749999	0.032768995	0.02749591	0.032138966	0.047181267	0.08966324	0.38625476
r	0.06178516	0.06178818	0.06178549	0.06305065	0.061791006	0.061787564	0.061852086	0.06179695	0.061916154	0.06180105	0.061872616	0.061789688	0.06190931	0.06188305	0.062863424	0.07032762
o	0.062073693	0.062079567	0.062074263	0.06518259	0.06208596	0.062072225	0.06223283	0.062074594	0.062384572	0.062083878	0.062128983	0.06207161	0.062122587	0.062113438	0.06244924	0.064769946
a	0.053053867	0.053634748	0.053186595	0.057683527	0.053089093	0.053178027	0.0533667	0.05508406	0.05354974	0.05426363	0.076436214	0.053400055	0.05332466	0.054384064	0.059793863	0.16257118
n	0.05157714	0.05667403	0.05200495	0.09060216	0.047656205	0.047428343	0.05111189	0.049403653	0.054449182	0.04857279	0.06155443	0.04765286	0.049540438	0.059610143	0.059722308	0.1724395
a	0.04638045	0.047608227	0.046484668	0.11564265	0.04692201	0.045681737	0.05913555	0.04608518	0.068790205	0.047167767	0.048803046	0.045490798	0.04777116	0.052507356	0.05833238	0.17719683
m	0.045447066	0.046314694	0.04561777	0.0726543	0.045510076	0.045896806	0.04777281	0.049063012	0.04932928	0.047960337	0.07082294	0.04595785	0.050431244	0.059054863	0.0855847	0.19258225
m	0.05184057	0.054464202	0.05215568	0.08314251	0.049888343	0.049759287	0.052117173	0.05261927	0.054747287	0.052599765	0.05119859	0.050153304	0.054608792	0.08393813	0.07629487	0.13047224
è	0.06122488	0.061248895	0.06123114	0.06149964	0.061227266	0.0612325	0.061244085	0.061328717	0.061266143	0.06137449	0.062217984	0.061253242	0.061281007	0.061511092	0.062728025	0.07813094
n	0.02705081	0.028129552	0.02731121	0.07479586	0.029339436	0.028099608	0.044206616	0.03237148	0.052298453	0.032199994	0.07328559	0.02805728	0.03322867	0.039030243	0.065362655	0.38523257
o	0.05681756	0.056951713	0.056828924	0.098420784	0.0570382	0.05675579	0.059886355	0.056745138	0.06268791	0.05693499	0.057521183	0.05672336	0.0569512	0.056995355	0.05731695	0.09542458
s	0.040867295	0.042985328	0.041352592	0.05346901	0.04098414	0.041280784	0.04181576	0.048085302	0.04233689	0.045136202	0.109377734	0.04213183	0.041327074	0.044374704	0.0598308	0.2646445
i	0.031784322	0.0327733	0.031884532	0.08618293	0.03372514	0.031370524	0.050925378	0.031419702	0.060828913	0.033498216	0.03554953	0.031110682	0.034663126	0.047802236	0.086660236	0.33982122
g	0.03341679	0.034925904	0.033758935	0.059580225	0.033686742	0.03421034	0.03618452	0.04005365	0.037773415	0.03790138	0.084325865	0.034568027	0.038375404	0.04620612	0.086605966	0.32842675
n	0.047631845	0.06074018	0.048745852	0.08886053	0.039321337	0.031819973	0.068868876	0.03136501	0.07702239	0.03690292	0.044051178	0.030621221	0.036935765	0.04547716	0.04052959	0.2711062
