 	tu	le	hai	cucinati	le	verdure	</S>
e	0.14280178	0.14280112	0.14280123	0.14282432	0.14284569	0.14281735	0.14310858
s	0.13465245	0.13471831	0.13483328	0.16222581	0.1417206	0.13740055	0.15444894
ù	0.13538429	0.13542375	0.13554893	0.14747593	0.14134035	0.13743865	0.16738811
t	0.11426138	0.11435478	0.11425511	0.18764141	0.11705225	0.1149175	0.23751754
a	0.0583112	0.04942607	0.049554605	0.18095854	0.21262054	0.16102353	0.28810552
m	0.056350756	0.057055417	0.055433575	0.30304697	0.088232875	0.0637493	0.3761311
à	0.06600322	0.06706396	0.070876084	0.25548455	0.21883634	0.16437106	0.15736477
r	0.048813794	0.04992847	0.050341725	0.43640643	0.081337266	0.060497034	0.27267522
e	0.075211205	0.026252178	0.027779194	0.14821808	0.15387085	0.13798158	0.43068683
t	0.004954664	0.0056911185	0.0041133193	0.054501064	0.12801172	0.048651166	0.75407696
s	0.010055519	0.003713134	0.005230277	0.3206331	0.13418765	0.31249008	0.21369022
e	0.002300553	0.0019540782	0.001479325	0.06915317	0.07532839	0.030118706	0.8196658
t	4.5846467e-05	0.0001278434	0.00021178591	0.059846118	0.108046524	0.3679427	0.46377918
a	0.00032857814	0.0003922916	0.0007587418	0.031071698	0.12775004	0.56377894	0.27591977
l	2.1254743e-06	1.4284825e-05	0.00017423104	0.0018373313	0.16175827	0.74933064	0.08688311
à	9.016564e-06	6.439134e-05	0.00016253321	0.0027331354	0.10295092	0.070718214	0.8233618
c	9.570739e-06	2.1733484e-05	0.00017049431	0.004454646	0.23455681	0.51319504	0.2475917
h	4.224745e-06	6.296807e-05	0.00018776944	0.005673565	0.24323367	0.25591415	0.49492368
a	1.8276182e-06	1.9070882e-05	7.658852e-05	0.004422008	0.32694852	0.36587316	0.30265886
n	3.1915192e-06	1.5472622e-05	0.00032583144	0.0014452513	0.2551196	0.40791574	0.33517492
a	2.5636855e-06	2.0851316e-05	0.00021249811	0.002391687	0.23060893	0.6378848	0.12887867
</S>	6.4371616e-06	2.7584223e-05	0.00018111893	0.0015069835	0.29498932	0.36278048	0.34050807
