 	le	melanzane	vogliono	girate	</S>
i	0.19987684	0.19987425	0.19988081	0.20002787	0.2003402
m	0.19746278	0.1978899	0.20287086	0.20071596	0.2010605
a	0.19026798	0.19023024	0.19685021	0.22269356	0.19995809
r	0.19063257	0.19100001	0.19844198	0.20818226	0.21174318
a	0.16365513	0.16394831	0.16751961	0.16970727	0.33516964
n	0.1850932	0.18604815	0.19104885	0.19396995	0.24383989
g	0.12049709	0.1240142	0.16393366	0.14210132	0.44945362
i	0.18300046	0.18370898	0.19090576	0.18942519	0.2529596
à	0.12813418	0.13734609	0.25649333	0.25108057	0.22694579
n	0.07902764	0.073849075	0.09231417	0.23961397	0.5151952
e	0.048554912	0.048641637	0.05125741	0.08361438	0.76793164
i	0.058760114	0.08003151	0.21649611	0.13181652	0.51289576
t	0.037487116	0.03336817	0.13349767	0.3268185	0.46882856
è	0.0048632417	0.004661004	0.016715119	0.10279057	0.8709701
l	0.02977206	0.08779536	0.13730662	0.11642326	0.6287027
u	0.0076619056	0.0069285496	0.019669756	0.28598183	0.67975795
n	0.0069413804	0.013622244	0.017957337	0.08079623	0.8806828
e	0.005457516	0.005730336	0.010027713	0.036201775	0.94258267
v	0.0008474738	0.0013879614	0.005902922	0.20066439	0.79119724
o	0.0005425128	0.0012604289	0.01904287	0.33624625	0.642908
t	4.2647305e-05	0.00042767392	0.0020455767	0.7828907	0.2145934
i	0.00035950815	0.0009387668	0.01470622	0.71583253	0.26816306
m	0.00014883385	0.00035653042	0.0017244928	0.6450369	0.35273322
m	0.000239348	0.00049669604	0.005341529	0.11763724	0.8762852
è	5.121347e-05	9.1364425e-05	0.002524311	0.13566054	0.8616725
n	0.0002307066	0.00031798927	0.016014995	0.38049418	0.6029421
e	5.3663036e-05	0.00020337554	0.0009875115	0.22780962	0.77094585
</S>	4.1076426e-05	0.00028397996	0.003164087	0.77876925	0.21774161
