 	lui	sapeva	che	oggi	fa	freddo	fa	freddo	e	non	ha	fatto	il	bagno	</S>
c	0.066630036	0.06662993	0.06662993	0.06662993	0.06662993	0.06663034	0.06662993	0.066630185	0.06662998	0.06662993	0.06663029	0.066645846	0.067109756	0.06664834	0.06666558
ì	0.06641005	0.06640817	0.06640813	0.06640985	0.06641101	0.06662202	0.06641091	0.066559225	0.06640969	0.066451915	0.066527955	0.06653404	0.06907465	0.0666148	0.06674758
n	0.066502556	0.06647846	0.066478156	0.06648704	0.06649368	0.06709649	0.066495456	0.06691716	0.06649221	0.06660864	0.06683399	0.066568755	0.066613816	0.06655804	0.06737555
o	0.066483945	0.06648638	0.06648628	0.06649439	0.06649926	0.067855455	0.066496834	0.067453265	0.06648496	0.06648669	0.06648958	0.066505656	0.06669936	0.06650647	0.066571504
ì	0.066473626	0.06641751	0.06641695	0.06642891	0.06643869	0.066450045	0.06644478	0.0664463	0.06644883	0.06644001	0.06649711	0.06654146	0.067323424	0.067232415	0.067999974
t	0.0623394	0.062389977	0.06238669	0.06260545	0.06273583	0.09128143	0.06267327	0.0841397	0.062361706	0.06277912	0.063474335	0.062759586	0.069841534	0.062877774	0.06535416
s	0.06378316	0.06382669	0.063824736	0.06396269	0.06404448	0.083989665	0.06400321	0.07866195	0.06380249	0.063888215	0.064030215	0.06436326	0.06782222	0.06427558	0.06572141
e	0.06661272	0.06661267	0.06661267	0.06661333	0.06661379	0.066719435	0.06661364	0.06668793	0.06661288	0.06662212	0.06664002	0.06670513	0.06677346	0.06668345	0.066876754
r	0.06621638	0.06608536	0.066084154	0.06611199	0.06613509	0.06617633	0.066149324	0.066163406	0.06615891	0.06624513	0.06655065	0.06635313	0.06758526	0.06796412	0.070020765
e	0.064171456	0.06420319	0.06420216	0.064304955	0.06436631	0.0798185	0.064336315	0.07556978	0.06418776	0.0642541	0.06439205	0.06559938	0.06706031	0.06532325	0.06821043
k	0.06548662	0.0653067	0.06530506	0.06534339	0.065375	0.065438226	0.0653945	0.065418504	0.06540772	0.06546524	0.065797724	0.06580134	0.06855351	0.070673965	0.0752325
a	0.064107925	0.06412241	0.06412138	0.064188436	0.0642286	0.07450535	0.064210035	0.07159558	0.06411678	0.06443484	0.06498075	0.06483096	0.078522466	0.06526555	0.066769
s	0.06422463	0.064068906	0.064067245	0.06410695	0.06413806	0.0651458	0.06415402	0.064848416	0.06415998	0.064717636	0.065863654	0.06500307	0.0733924	0.07170222	0.08040702
ì	0.046232067	0.04623511	0.046234965	0.046414714	0.046536624	0.06864635	0.046512134	0.06321832	0.046310898	0.06201572	0.0800119	0.0609868	0.14960307	0.06948007	0.12156131
m	0.052395407	0.05225329	0.052244365	0.052837584	0.05321609	0.10163977	0.053110026	0.09274056	0.052387893	0.068897165	0.08819756	0.05973731	0.054643456	0.05560836	0.110091224
m	0.062086094	0.062114857	0.062113196	0.062221244	0.0622856	0.078215785	0.062255148	0.073864296	0.062104575	0.062306274	0.06269805	0.064250745	0.09108326	0.06439704	0.06800391
e	0.06622551	0.06622425	0.06622409	0.06622859	0.066231266	0.06688439	0.06623046	0.06669015	0.066225104	0.0662346	0.06630007	0.06664183	0.06755586	0.06672481	0.06937901
r	0.06293154	0.061958425	0.061949156	0.062164623	0.062340833	0.06392705	0.062443893	0.06345565	0.062503286	0.06253681	0.06417236	0.06660794	0.074455544	0.069693886	0.098859
i	0.055369098	0.05551177	0.055507578	0.05601245	0.05631403	0.10495624	0.05617174	0.09554333	0.055450775	0.056469426	0.05835342	0.06477686	0.07612121	0.06631902	0.087123044
è	0.052813057	0.051523797	0.051511258	0.051791206	0.05201934	0.053008478	0.05215788	0.052717526	0.05225128	0.052540332	0.055083312	0.057499476	0.06231784	0.10792782	0.19483742
f	0.042761616	0.04423972	0.04415242	0.049673382	0.052687086	0.12000362	0.05127013	0.11793258	0.043396626	0.049761306	0.058400817	0.048318118	0.12238933	0.05458293	0.10043023
