 	Marika	è	che	si	sposa	domani	</S>
M	0.13870078	0.13872765	0.1390849	0.14555648	0.13994355	0.13949192	0.15849471
a	0.13680188	0.13675357	0.13841605	0.13848291	0.13971606	0.14714259	0.16268696
r	0.11223683	0.11209905	0.11588294	0.114735775	0.112936705	0.21410736	0.21800135
ì	0.0778003	0.07930512	0.092456155	0.25376788	0.111977495	0.13122955	0.25346354
k	0.12631567	0.12619911	0.13024326	0.12785721	0.12649485	0.17959571	0.18329419
a	0.07976609	0.08106971	0.0928	0.24839969	0.11325809	0.10626163	0.2784448
è	0.04410347	0.04270509	0.07915107	0.0590763	0.046043184	0.32454026	0.40438065
n	0.03226171	0.031657778	0.045209743	0.04766466	0.07776109	0.20463635	0.56080866
a	0.033216283	0.03284897	0.0375803	0.1001078	0.114930466	0.26963258	0.41168362
r	0.0011345646	0.00094882987	0.0026116462	0.0040788106	0.002748826	0.57068	0.41779724
m	0.0027789483	0.008395559	0.021081198	0.046943832	0.037422676	0.14356588	0.7398119
a	0.0024449248	0.0018630391	0.008377626	0.010744862	0.004241578	0.8061745	0.16615343
s	0.0011822471	0.00028933235	0.00032652676	0.0007883782	0.0096029285	0.32464585	0.66316473
t	0.00029704993	0.0017413432	0.0051731584	0.016324487	0.021969497	0.2968984	0.6575961
ì	0.00053918496	0.00065657834	0.0016622263	0.004176287	0.009786543	0.4407444	0.5424348
à	0.0005633201	0.00021168207	0.00022175586	0.0002371897	0.0081346715	0.4985926	0.49203876
v	0.00012338678	0.00011646706	0.00019673856	0.0005321989	0.0017877948	0.59935653	0.3978869
v	7.296612e-05	0.00014757579	0.0022503512	0.005573493	0.0026709926	0.487781	0.5015037
r	1.1041124e-05	2.2145738e-05	0.00019512845	0.00035599808	0.0020398966	0.34644213	0.6509336
i	3.415345e-05	4.5363362e-05	8.760569e-05	0.00044694412	0.006344054	0.16109335	0.8319486
</S>	0.00062951684	3.1629334e-05	0.00019159944	0.0036172182	0.036534153	0.19986898	0.7591269
