 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
t	0.111101635	0.11110257	0.111101635	0.11110155	0.111101635	0.11110528	0.11114318	0.11110647	0.11113606
a	0.11101554	0.11101791	0.11102079	0.11101732	0.11102121	0.11132936	0.11114037	0.111121126	0.11131646
p	0.09668107	0.09668447	0.09668477	0.09667562	0.096732795	0.09712548	0.097702205	0.10103644	0.22067714
e	0.11027416	0.110305294	0.1102787	0.11027408	0.11027913	0.11098111	0.115568005	0.11104014	0.110999405
d	0.10621201	0.106236	0.106214195	0.10620682	0.10629534	0.1070212	0.114983805	0.10770623	0.13912436
ì	0.10126714	0.10129844	0.10126544	0.101239875	0.10131397	0.10592692	0.1712356	0.11337731	0.1030753
a	0.10984847	0.109850146	0.1098514	0.10989122	0.10992896	0.11007339	0.11029986	0.11002427	0.12023228
m	0.09796483	0.09867677	0.097940624	0.097897135	0.09811106	0.10270825	0.16299015	0.1027436	0.14096758
i	0.08232261	0.08273837	0.08229605	0.08219183	0.08241883	0.0976996	0.2940985	0.106422246	0.089811996
n	0.073061824	0.073357396	0.073062934	0.072995685	0.07387169	0.08808346	0.255025	0.088279106	0.20226292
c	0.09446365	0.094605945	0.09468147	0.094711676	0.09526702	0.1112518	0.14308628	0.12640034	0.14553186
i	0.10662893	0.106654316	0.106686704	0.106556475	0.10743482	0.10872678	0.11054907	0.10998818	0.13677478
à	0.04102815	0.04116206	0.041270487	0.041934766	0.044131383	0.05707509	0.05605663	0.066248134	0.6110933
e	0.06024159	0.065116465	0.06016778	0.06266405	0.061155584	0.07388334	0.20327292	0.08951679	0.3239815
n	0.013823201	0.018733613	0.013642521	0.013623799	0.01626594	0.044255737	0.12192834	0.049113683	0.70861316
i	0.023615967	0.026298864	0.02376314	0.024073448	0.02830233	0.12952925	0.30420727	0.21635889	0.22385089
n	0.0019745827	0.0022833326	0.0021340335	0.0035632565	0.010306534	0.02937706	0.052601688	0.055207033	0.84255254
d	0.012679379	0.020432392	0.012423565	0.01223957	0.01571375	0.12373134	0.23299092	0.23875074	0.3310384
ì	0.01550385	0.015893945	0.016404482	0.015967097	0.042807054	0.100572154	0.2359422	0.16271488	0.39419436
n	0.0030712138	0.0034843772	0.0040495046	0.0072198967	0.019967154	0.04585546	0.024711074	0.0589389	0.8327024
n	0.01576709	0.01811532	0.016113928	0.04904031	0.019800594	0.062041212	0.08978698	0.07009656	0.65923804
u	0.0072342316	0.0074597616	0.0075064404	0.021261701	0.010769695	0.037271287	0.031089151	0.075061224	0.80234647
t	7.710347e-05	0.00013246827	8.556188e-05	0.00011977651	0.00035064598	0.0011070103	0.0026953262	0.07249674	0.9229354
t	0.00049493264	0.0012087974	0.0009606651	0.0009959097	0.0016483248	0.049727015	0.121185936	0.10458994	0.7191884
e	0.00062632485	0.00074906496	0.00092042284	0.0011084692	0.002757291	0.015944488	0.030998709	0.12251063	0.8243846
m	1.3702383e-05	3.1375148e-05	1.758862e-05	0.00026308815	0.0001178851	0.0015214994	0.04523371	0.47810927	0.47469184
a	8.6599386e-05	0.0002029985	0.000103061204	7.4273776e-05	0.00043552942	0.016433368	0.017146962	0.09024136	0.87527585
n	2.3219593e-06	8.02396e-06	5.5664427e-06	4.8681217e-05	1.4075439e-05	0.0007404458	0.05887332	0.6799526	0.26035494
i	1.972531e-05	6.0933296e-05	4.0016865e-05	5.939176e-05	5.698173e-05	0.0039497977	0.019605251	0.25871378	0.7174941
c	3.1602094e-06	8.136576e-06	9.514808e-06	2.3816427e-05	1.2644395e-05	0.00054235436	0.031562384	0.76381963	0.20401835
h	7.3019975e-05	0.0001685572	7.387888e-05	5.6245914e-05	0.0002500728	0.0049576126	0.009390968	0.05296635	0.9320633
ò	0.00017712984	0.00081471057	0.0013767995	0.0014095926	0.001289191	0.029958913	0.36314592	0.09551185	0.5063159
t	0.00015643089	0.00028626874	0.00042016723	0.0013111201	0.00082169176	0.004604251	0.03888726	0.7541987	0.19931409
t	2.5140194e-05	9.214117e-05	9.004818e-05	0.00023256624	0.000204246	0.0032263892	0.053457305	0.28831312	0.65435904
o	1.8901319e-06	1.327329e-05	1.1013844e-05	3.2728844e-05	7.177971e-05	0.00028935005	0.03880609	0.18795374	0.77282006
</S>	2.2465806e-06	1.0760267e-05	8.40022e-06	4.5727018e-05	1.1021514e-05	0.0015764728	0.035793163	0.6375027	0.32504952
