 	tutto	il	cibo	vuole	girato	</S>
ò	0.166242	0.16625468	0.16620992	0.16626446	0.16746777	0.16756119
l	0.16558096	0.16563427	0.16559486	0.16692853	0.1661394	0.17012197
o	0.15822099	0.15838307	0.15792215	0.16023451	0.17356056	0.19167876
o	0.1648929	0.16453448	0.16670147	0.16800867	0.16714656	0.16871591
m	0.10485083	0.109718695	0.09109112	0.13339928	0.33362558	0.22731455
a	0.08952541	0.091725595	0.08661034	0.19792119	0.37368053	0.16053687
r	0.10978017	0.10996644	0.113830745	0.23805994	0.24671714	0.18164557
ì	0.055778038	0.0558198	0.056220602	0.06479183	0.10600562	0.66138405
o	0.13127966	0.13127345	0.13962902	0.14578728	0.13567424	0.31635636
t	0.073914684	0.0786951	0.05655375	0.12634547	0.31216598	0.352325
è	0.013712702	0.015119035	0.008673963	0.023883486	0.086155705	0.8524551
l	0.055099837	0.063677214	0.06888901	0.23888418	0.08522572	0.48822412
i	0.01348459	0.018991992	0.01983858	0.052758805	0.33558178	0.55934423
v	0.023626784	0.030068088	0.045672223	0.06485594	0.112863354	0.72291356
o	0.0025543852	0.0031709205	0.0025896928	0.009767123	0.14927344	0.83264446
t	0.0040248823	0.0014078555	0.0089866035	0.0040272283	0.4086006	0.5729528
i	0.001366739	0.0022784048	0.0036307035	0.06668501	0.6711924	0.25484678
m	0.002239221	0.00026432937	0.004093725	0.0024893011	0.8199093	0.1710042
m	0.0015263575	0.001441197	0.0026663034	0.019478299	0.29392725	0.6809606
è	0.0013146461	0.00023359698	0.00817534	0.009521022	0.23600267	0.7447527
n	0.0042325146	0.0008565772	0.019718245	0.013014904	0.30071798	0.6614598
o	0.003878701	0.00078841415	0.004513096	0.0046184803	0.4397009	0.54650044
</S>	0.001479449	0.00020032373	0.0031764738	0.009003859	0.7658815	0.22025846
