 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.12498993	0.12498907	0.12498907	0.12498917	0.124991655	0.12499947	0.12499956	0.12505202
à	0.12327423	0.123203054	0.123202115	0.12321349	0.12364742	0.12400396	0.12504168	0.13441405
b	0.123037376	0.12294991	0.12296193	0.12303146	0.12378449	0.12507279	0.12460153	0.13456048
b	0.12404971	0.12398698	0.12400751	0.12408842	0.124728635	0.12643896	0.12508944	0.12761033
e	0.12286419	0.12286363	0.12287038	0.122884534	0.12538712	0.1245444	0.12580019	0.13278554
t	0.123981245	0.12397557	0.12398172	0.12398474	0.1242442	0.124212824	0.124643244	0.13097647
o	0.11920748	0.11919538	0.1192113	0.1192454	0.12699449	0.12436102	0.12801786	0.14376709
u	0.121505305	0.12148195	0.1215028	0.1214991	0.122235656	0.12221775	0.12409534	0.1454621
k	0.08829128	0.08358531	0.08293022	0.083346434	0.09111564	0.115151964	0.115899995	0.33967918
o	0.10584729	0.104600646	0.10486369	0.10604428	0.11533432	0.14389747	0.12632677	0.19308557
r	0.100588925	0.10019492	0.10108845	0.10246828	0.11506484	0.14876688	0.13144697	0.20038086
a	0.061772536	0.061659854	0.062024336	0.06296417	0.09847859	0.10798936	0.1874058	0.35770535
s	0.058767293	0.058465872	0.059052292	0.058926854	0.06836387	0.075812146	0.14369723	0.47691444
ì	0.011602447	0.011401951	0.011885749	0.013649161	0.08515216	0.07767093	0.3070874	0.48155013
u	0.05526697	0.054827005	0.055037983	0.0588273	0.14423957	0.06945609	0.07929128	0.48305386
è	0.02375973	0.019926881	0.019762116	0.019825632	0.046301354	0.053624526	0.13099901	0.6858008
n	0.02619428	0.017413842	0.015690561	0.016687904	0.05442414	0.0714603	0.19028412	0.6078449
a	0.039050106	0.026237007	0.02093211	0.017770968	0.049251474	0.06883996	0.18979791	0.5881204
n	0.0013125534	0.00081647467	0.00096966163	0.0022545878	0.02228464	0.037748467	0.61281294	0.3218007
e	0.0033072133	0.0027181678	0.0034229755	0.0025183288	0.034850538	0.021096172	0.6341024	0.29798424
à	7.73236e-05	3.3869306e-05	6.935131e-05	0.00022452837	0.0017721675	0.0037307176	0.875281	0.11881104
s	0.00021535295	0.00013027569	0.00040544508	0.00066099217	0.0024278243	0.004914247	0.8744987	0.11674714
p	0.00036399998	0.00025966577	0.00042375104	0.0010072873	0.010145846	0.010507165	0.8610947	0.11619754
r	6.080444e-05	5.379464e-05	0.00016533233	0.00051792915	0.0019958278	0.016295781	0.68151873	0.2993919
o	1.1168578e-05	7.1489117e-06	3.341353e-05	3.882204e-05	0.0015728673	0.011997793	0.55730903	0.42902976
</S>	2.3767418e-05	1.434177e-05	6.327373e-05	0.00012565184	0.0017799404	0.027180377	0.77945983	0.1913528
