 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.124998234	0.124998234	0.1249991	0.12500063	0.12499871	0.1250032	0.12500006	0.12500186
n	0.12402069	0.12404842	0.1251202	0.12642501	0.12412937	0.124922566	0.12496975	0.12636398
k	0.12470135	0.12470487	0.1247416	0.124918364	0.12479186	0.12562427	0.12491598	0.12560175
ò	0.12496845	0.12496921	0.12499686	0.12503168	0.12497483	0.12499677	0.12499619	0.12506601
r	0.12326908	0.12327614	0.12356654	0.12399538	0.12390809	0.12357597	0.12384421	0.1345646
a	0.122560635	0.12260291	0.122580834	0.12257289	0.12318488	0.12472351	0.12334673	0.13842759
s	0.10622155	0.10626775	0.108190134	0.110320546	0.10636208	0.10690839	0.12047466	0.23525484
t	0.1054618	0.10608269	0.10588417	0.10675609	0.11460074	0.14051948	0.1164146	0.20428047
e	0.12456538	0.124570034	0.12471286	0.124873295	0.12460292	0.12466007	0.1248812	0.12713428
m	0.06865248	0.07206782	0.17836386	0.23899174	0.0751225	0.08344696	0.09311375	0.19024087
a	0.09205579	0.09242603	0.09663895	0.11856379	0.10014084	0.2034245	0.12314865	0.17360146
r	0.05964856	0.060934823	0.10937603	0.17520776	0.10233478	0.08841215	0.1230876	0.28099832
è	0.08591938	0.086200066	0.088538066	0.09324262	0.093043424	0.10999707	0.14958607	0.2934734
o	0.030666275	0.031208547	0.052114096	0.07247624	0.03687748	0.04433336	0.11995842	0.61236554
c	0.01032282	0.011076919	0.032070395	0.06980597	0.016037446	0.060626872	0.14522389	0.65483564
e	0.04662716	0.046945527	0.04989915	0.06680485	0.055087205	0.14912738	0.10456451	0.48094413
e	0.0025491582	0.0029730292	0.009983472	0.022404453	0.008354512	0.019890008	0.1911307	0.7427146
n	0.0006656477	0.00089673325	0.005694301	0.023725701	0.006652016	0.019705763	0.5288159	0.41384387
ì	0.0044055395	0.005019728	0.018938608	0.0796866	0.02295707	0.16887219	0.15622896	0.54389143
n	0.0016754697	0.0021093115	0.0074573485	0.014667421	0.018899523	0.04477184	0.45555896	0.45486012
e	0.00056156627	0.0006388017	0.0018886976	0.0076643894	0.007983872	0.05156237	0.2593125	0.6703878
p	1.0607957e-05	1.0439035e-05	3.6067722e-05	0.00036852967	0.0014370747	0.009944933	0.61017406	0.37801826
r	7.1007824e-05	9.144005e-05	0.0005488842	0.0031029473	0.0018107315	0.008339313	0.7987517	0.18728405
ò	0.00026464343	0.0007680003	0.0018401009	0.003701818	0.011384585	0.09098605	0.3851298	0.505925
n	3.729502e-05	3.9078917e-05	0.00012884445	0.0010011705	0.0017281773	0.008601439	0.7101157	0.27834824
t	1.1941309e-05	1.792883e-05	5.5422646e-05	0.0010873438	0.0031804598	0.03020074	0.7802717	0.18517448
o	6.7483566e-06	2.6279782e-05	4.1152052e-05	8.33886e-05	0.0019000673	0.0076442985	0.47881135	0.5114867
</S>	5.1451384e-06	3.3402398e-06	1.5102183e-05	0.0010607201	0.008484632	0.03781097	0.57208735	0.38053277
