 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
M	0.11093994	0.1109396	0.11094003	0.1109567	0.110940285	0.111084774	0.11108358	0.11122937	0.11188575
a	0.11029949	0.11028821	0.11034342	0.11050855	0.11028771	0.11052954	0.1117694	0.11173725	0.11423641
r	0.10900587	0.10899074	0.109026	0.109269574	0.10899057	0.109292924	0.11077511	0.11066723	0.123982
ì	0.10921131	0.109202735	0.10933996	0.109259486	0.10923057	0.11255141	0.110024214	0.11009534	0.12108491
s	0.10943061	0.109418586	0.109460175	0.109537534	0.109420426	0.109546386	0.10973702	0.10959446	0.123854764
a	0.09304891	0.09303783	0.09306807	0.09374987	0.09344759	0.14324418	0.09473809	0.09650151	0.19916396
e	0.105822735	0.10574057	0.105914235	0.1073556	0.105739765	0.107282005	0.109364234	0.107345946	0.14543493
N	0.0986539	0.09854625	0.09902023	0.09962531	0.09855189	0.10006484	0.12413648	0.1241021	0.157299
ì	0.10230313	0.10228908	0.10231944	0.10231897	0.10229547	0.1031557	0.14115782	0.13184094	0.11231944
c	0.09736028	0.096609995	0.10125058	0.09726296	0.096787944	0.09796442	0.10411667	0.09911102	0.20953616
h	0.08245426	0.08194377	0.08232703	0.082700215	0.082495406	0.1337395	0.093790226	0.09180811	0.26874152
o	0.10764479	0.10763897	0.107652925	0.10772555	0.10764012	0.1077683	0.1078717	0.10844098	0.13761666
e	0.058055155	0.05581764	0.05925758	0.09733082	0.05586497	0.09973083	0.13740085	0.11434048	0.32220167
n	0.026179016	0.025621457	0.026740193	0.032087997	0.02562527	0.032756023	0.08926326	0.1432173	0.59850943
è	0.045872964	0.043997753	0.057946	0.047667265	0.04442122	0.052060764	0.13327858	0.1113524	0.46340305
c	0.033800278	0.025851393	0.06914044	0.06516865	0.02704259	0.09144748	0.1751615	0.0802045	0.43218312
h	0.012198807	0.011096711	0.012253655	0.012873608	0.012398463	0.04925108	0.07454043	0.10505416	0.7103331
u	0.074772425	0.0742662	0.076820165	0.08007974	0.07436452	0.088432364	0.09070535	0.12279546	0.31776375
n	0.0033801452	0.0010967782	0.0067578154	0.0050720004	0.0011200005	0.013023645	0.010283219	0.10038707	0.8588793
f	0.0059951795	0.0038032907	0.006244413	0.00714564	0.004323436	0.008576158	0.09724216	0.18698697	0.6796828
a	0.0065945447	0.005392522	0.011715615	0.016135322	0.0054929154	0.023902304	0.08092821	0.056959655	0.7928789
m	0.00035968504	5.6478784e-05	0.00055383827	0.00019630804	0.00018253826	0.0037482472	0.010559625	0.33990514	0.6444381
è	4.7088874e-05	1.374714e-05	8.920461e-05	6.702815e-05	1.8827439e-05	0.0014598607	0.01505167	0.048993398	0.93425924
n	0.005237916	0.0007160864	0.0060353656	0.002105201	0.004198383	0.009829803	0.02966176	0.22589675	0.7163187
a	0.00026786607	3.109084e-05	0.0008428307	0.00012330286	0.00019851519	0.0016725259	0.00990652	0.16278347	0.82417387
m	0.00038144164	3.6850066e-05	0.00016153851	2.3558505e-05	0.00037868918	0.0008439723	0.019065125	0.41984743	0.55926144
a	0.00010889032	5.4235097e-05	0.00020545715	0.00020040663	5.960612e-05	0.0012495159	0.014770933	0.19250132	0.7908497
i	1.8992774e-05	3.6795934e-06	1.08329605e-05	7.908537e-06	3.607469e-05	0.00043134	0.013187859	0.5341953	0.45210803
</S>	2.5520929e-05	5.60101e-06	1.3089501e-05	4.1323447e-06	3.0030653e-05	0.00024009531	0.009551353	0.24075258	0.7493776
