 	questa	canzone	venne	scritta	molti	anni	fa	da	un	nostro	poeta	</S>
t	0.08333134	0.08333185	0.08333338	0.08333128	0.083335035	0.0833316	0.08333128	0.0833316	0.08333338	0.08334094	0.08333217	0.08333611
ù	0.08230297	0.08230297	0.08336543	0.08231195	0.084239885	0.08248376	0.0825842	0.08252965	0.08294582	0.08306495	0.08430051	0.08756782
s	0.082958676	0.082957156	0.08387415	0.08296127	0.084630586	0.08310412	0.083144136	0.083106086	0.0832955	0.08310957	0.08301395	0.08384478
o	0.08084388	0.08084493	0.08282098	0.08085696	0.08440804	0.08112197	0.080866024	0.08088003	0.08151152	0.08319069	0.087383874	0.09527111
t	0.0831501	0.08314751	0.083255544	0.08314922	0.08335514	0.08317384	0.0832666	0.08324513	0.08341615	0.08342506	0.083238654	0.084176995
r	0.07625064	0.07626583	0.08497623	0.0762891	0.09148838	0.07751863	0.07636853	0.07640811	0.07812197	0.0826018	0.09242046	0.111290336
a	0.08330648	0.08330648	0.083374634	0.083306536	0.08343045	0.08331582	0.08330743	0.08330756	0.08331099	0.083320014	0.083330184	0.08338348
v	0.082887836	0.082885176	0.08300966	0.082885936	0.08312348	0.08291029	0.08297787	0.082968056	0.08316261	0.08342666	0.08313065	0.086631745
ù	0.08081986	0.08084866	0.08903795	0.08083281	0.09524469	0.08200851	0.080971874	0.080994114	0.08144746	0.08257274	0.081811786	0.0834096
d	0.06998963	0.06998952	0.12272855	0.07013807	0.14375035	0.08079571	0.07281863	0.07229661	0.0744267	0.070401676	0.07044111	0.082223475
i	0.07009666	0.07014357	0.104513615	0.07017885	0.122531034	0.075963855	0.070246935	0.07035496	0.072357476	0.07804851	0.08742512	0.108139366
ì	0.08094931	0.08093931	0.08380404	0.08097278	0.08620468	0.08155446	0.08280375	0.08241953	0.08422227	0.08232287	0.081606805	0.09220027
r	0.058184437	0.058269247	0.15276088	0.058902428	0.16162632	0.103789814	0.06430032	0.06372185	0.068545684	0.06310722	0.059805725	0.08698608
t	0.058068085	0.058082085	0.14097138	0.058457118	0.15275821	0.08757782	0.058409773	0.058708075	0.06098576	0.067179754	0.08253296	0.116268985
e	0.08240112	0.082401566	0.085501686	0.08240559	0.087966725	0.082832955	0.08241596	0.082417406	0.08245376	0.0825432	0.082790755	0.083869234
g	0.07857562	0.078537025	0.08304832	0.07856951	0.08676506	0.07936507	0.0804959	0.08013371	0.08280822	0.08299835	0.08078433	0.107918926
r	0.063120715	0.06391613	0.15160194	0.063455515	0.16497214	0.093861274	0.0644723	0.064596474	0.06598411	0.06687936	0.064010955	0.07312902
a	0.07615765	0.07615858	0.10614065	0.07620846	0.12346498	0.08104324	0.07649056	0.07646121	0.07671475	0.07637457	0.07644359	0.07834165
m	0.07312521	0.073083945	0.08088266	0.07314268	0.087263934	0.07470147	0.07677303	0.07609715	0.08063867	0.08109244	0.07841325	0.14478554
m	0.06845261	0.070099026	0.094498254	0.068424426	0.10982273	0.07281613	0.0691384	0.07099035	0.08389025	0.13505664	0.07629802	0.08051316
è	0.08258465	0.08258458	0.08335202	0.08258723	0.08398808	0.08270994	0.08274402	0.08272925	0.08299268	0.08335966	0.08293932	0.087428585
n	0.03964864	0.039564732	0.10303671	0.04034867	0.11173014	0.07336565	0.058052775	0.055488456	0.070852876	0.08580704	0.08409161	0.23801278
o	0.06511423	0.06519123	0.13462095	0.06528898	0.15295678	0.082364425	0.06528286	0.06541773	0.06550163	0.06725816	0.06855896	0.102444075
p	0.063697815	0.06338838	0.08007584	0.06344178	0.091906	0.06621954	0.06814946	0.06757703	0.080350615	0.09783859	0.08049542	0.1768596
o	0.055458084	0.063300386	0.14665638	0.055773173	0.1538891	0.101423964	0.059000425	0.05987895	0.06926193	0.09080245	0.059486493	0.085068665
d	0.04641645	0.046964563	0.08209888	0.047203153	0.1037596	0.06134186	0.08129707	0.078435585	0.11915754	0.12022044	0.062287036	0.15081783
d	0.041012317	0.04303878	0.11593382	0.042417064	0.12063058	0.09787561	0.054440998	0.057122618	0.09322526	0.14504862	0.05797372	0.13128066
h	0.06341337	0.0634121	0.10441704	0.06385686	0.12460334	0.07389964	0.08240354	0.07877747	0.09183455	0.066956244	0.0669984	0.11942746
ù	0.076258935	0.076201886	0.083292894	0.0762252	0.08885261	0.07729254	0.07740018	0.07721898	0.079635054	0.08277476	0.08025994	0.12458694
c	0.034055017	0.033166032	0.083292805	0.033685397	0.09082111	0.059987105	0.046209708	0.04579647	0.0885105	0.1811255	0.10663705	0.19671325
h	0.06275338	0.06403835	0.11567281	0.0628074	0.13440534	0.07387518	0.06313569	0.06338831	0.06555463	0.0761527	0.07972536	0.13849083
r	0.07345938	0.07345063	0.09956429	0.07356948	0.1155665	0.07818654	0.07805482	0.077115156	0.081024535	0.07530424	0.0762756	0.09842889
ò	0.072738096	0.072734095	0.09684256	0.072773956	0.11175164	0.076653086	0.07401744	0.07380254	0.07536533	0.076559745	0.07849356	0.11826789
n	0.034126945	0.033267844	0.0856255	0.034110755	0.09413331	0.066960655	0.054462515	0.05301164	0.10110309	0.1306468	0.08017573	0.23237525
u	0.04839894	0.04953017	0.1394078	0.05081725	0.14155498	0.121247545	0.051849667	0.05342157	0.054107524	0.05545521	0.05784156	0.17636785
a	0.028828962	0.028124345	0.061706208	0.028405061	0.07302361	0.042668067	0.046681207	0.045503225	0.09521648	0.1551817	0.101561606	0.2930995
m	0.011995334	0.026240747	0.030144623	0.011762415	0.040218156	0.041507125	0.024822528	0.041702177	0.15776686	0.2094616	0.08815012	0.3162283
p	0.025415132	0.0514566	0.06475059	0.023780173	0.070120715	0.05452285	0.03238236	0.0625119	0.20117663	0.21709125	0.082687154	0.11410467
ì	0.015182406	0.015196858	0.050827913	0.05752768	0.12648447	0.1307711	0.05343025	0.07384902	0.06544083	0.11561475	0.0879866	0.20768817
a	0.013160527	0.012687543	0.033965707	0.022571964	0.052003816	0.06485909	0.04143168	0.05799069	0.08678516	0.160944	0.12618847	0.32741138
t	0.007840764	0.013177474	0.018800149	0.008509205	0.028202651	0.029631807	0.018435312	0.024669887	0.10064152	0.37721303	0.13253734	0.24034087
t	0.009511954	0.021740431	0.02390149	0.011183112	0.03336369	0.042836946	0.023461306	0.040433228	0.11583734	0.17894979	0.102703124	0.39607763
o	0.013827379	0.013675411	0.039287105	0.024354627	0.08781338	0.08281301	0.042099167	0.043819442	0.071882844	0.12924382	0.14973375	0.30145004
p	0.0029899008	0.002668276	0.0034687922	0.0078422185	0.018725267	0.016465178	0.009336113	0.014692509	0.025852984	0.08444077	0.3329348	0.48058316
o	0.0064425515	0.00967178	0.011091854	0.008776516	0.01564774	0.02100161	0.0118631385	0.039073844	0.08646731	0.14401025	0.27294964	0.37300378
è	0.0006358582	0.0011626408	0.0011547438	0.0027737478	0.0075016716	0.0067577236	0.0024801726	0.010139177	0.031498242	0.08688703	0.6209533	0.22805569
t	0.00059767946	0.0013431665	0.00093111163	0.002068324	0.0034656166	0.0036450305	0.0026921867	0.010479137	0.04701482	0.11817396	0.61831784	0.19127114
a	0.0019127183	0.0033512937	0.0036128813	0.005596009	0.006345432	0.007397056	0.0064652483	0.0136307655	0.06612717	0.1648111	0.50762415	0.21312615
d	0.0001129005	0.00038828247	0.0004291559	0.00055628706	0.0015884577	0.0015095645	0.0005899582	0.0020785008	0.008834622	0.047687683	0.47759926	0.4586253
i	8.6239066e-05	0.00020525255	0.00020125392	0.00050926494	0.0007454449	0.0010981894	0.00082062464	0.004948335	0.018502751	0.040582128	0.58197004	0.35033053
k	2.4297322e-05	0.00022487181	0.00014905221	0.000102029946	0.0002841898	0.00030712583	0.00016947462	0.0016855715	0.005574467	0.038059164	0.53233504	0.4210847
ò	3.495658e-05	7.450807e-05	6.939831e-05	0.00019309194	0.00024829002	0.0003325074	0.00027875	0.0017187455	0.013863215	0.07141433	0.66214085	0.24963138
m	0.0001464493	0.0006831885	0.00020350784	0.00016727777	0.00047636853	0.00050121755	0.00023848643	0.0022514549	0.0077687823	0.039400842	0.6375829	0.3105795
m	5.6233057e-06	2.4393166e-05	3.459547e-05	0.00014299942	0.00024042427	0.0005084041	0.00019986008	0.0011982202	0.006513942	0.078436755	0.78128296	0.13141179
a	4.2771712e-06	2.3536426e-05	8.7455055e-06	5.4356722e-05	0.000100329846	0.00012392981	0.00015075435	0.001008196	0.010091786	0.14145812	0.38076934	0.4662067
</S>	7.142093e-06	3.777742e-05	4.9904684e-05	5.436204e-05	8.228527e-05	0.00010934513	8.863098e-05	0.00044198387	0.0020498028	0.027974965	0.47778928	0.4913146
