 	ora	io	sto	studiando	di	diventare	medico	</S>
à	0.12489563	0.1249023	0.12490058	0.12508902	0.12497769	0.12528166	0.12495805	0.12499505
r	0.1123346	0.11231617	0.11271173	0.1272542	0.118579485	0.11950788	0.11433045	0.18296553
t	0.12294267	0.12294848	0.12309378	0.12299398	0.1236444	0.123646185	0.1274969	0.13323356
e	0.12497114	0.12497133	0.12497229	0.12499374	0.12498287	0.12499317	0.12500052	0.12511492
n	0.118076876	0.118044	0.118732706	0.14344491	0.12476599	0.12914999	0.119329534	0.12845592
a	0.122615114	0.122637846	0.12264103	0.122859046	0.12312282	0.12466695	0.12368376	0.13777345
i	0.105632976	0.105593495	0.106702484	0.14625283	0.120204195	0.1299865	0.10964876	0.17597876
v	0.0645209	0.064865515	0.06570152	0.091840334	0.112473205	0.3247796	0.08831053	0.18750837
ò	0.105776615	0.10583764	0.105985515	0.10681595	0.11774532	0.19274874	0.11348226	0.15160798
s	0.06888663	0.06888915	0.06901177	0.07513326	0.08402061	0.078540556	0.08676181	0.46875626
t	0.029180506	0.029801046	0.045273338	0.03318275	0.08283043	0.08086334	0.16603503	0.5328336
è	0.121636935	0.12165272	0.12174547	0.12399135	0.12287429	0.122945	0.1239748	0.14117938
o	0.02929744	0.028683031	0.040694203	0.1549106	0.16373833	0.1482599	0.064757556	0.36965892
s	0.024126371	0.023066744	0.043457597	0.13207436	0.16444845	0.17175008	0.07476069	0.3663157
t	0.029443342	0.02967323	0.031440903	0.0391925	0.07541694	0.12811248	0.124170594	0.54254997
u	0.038269307	0.038161114	0.042630855	0.19514368	0.19079676	0.18381505	0.108471215	0.20271198
d	0.009433596	0.007630734	0.027168758	0.08456497	0.1239698	0.12822677	0.13744678	0.48155868
i	0.020623676	0.020690702	0.022895744	0.08464022	0.11372489	0.28411022	0.12862006	0.32469448
è	0.0024449693	0.001986086	0.007119729	0.024429685	0.038892493	0.06476692	0.10258477	0.7577753
o	0.0031206924	0.00308238	0.006313638	0.033061717	0.10131272	0.47761968	0.17396833	0.20152085
n	0.0013313334	0.0012346533	0.0037904282	0.0094540315	0.06488176	0.16876453	0.32436645	0.42617688
a	0.004968436	0.005865559	0.006457557	0.03257256	0.108112015	0.36829528	0.25026372	0.22346488
g	0.00041821747	0.0004669292	0.0013045351	0.002622651	0.024621207	0.09754732	0.3623105	0.51070863
h	0.0030201017	0.0034188149	0.0036023874	0.009051668	0.07031958	0.19637091	0.31372657	0.40049
e	0.0012343097	0.0012218839	0.005154423	0.019596068	0.07579742	0.21008827	0.48832592	0.19858173
t	7.42398e-05	0.00028681997	0.000119202465	0.00033432644	0.005739401	0.040960085	0.32223767	0.63024837
t	0.00018062124	0.00023739361	0.0022714657	0.0036012407	0.054994397	0.18175638	0.56935096	0.1876076
ò	0.0011126925	0.002481381	0.00678497	0.004004131	0.020915782	0.07175357	0.3421767	0.55077076
m	0.0011990011	0.002321978	0.0017932651	0.001749024	0.018960219	0.041866306	0.6193492	0.31276107
e	2.2697579e-05	0.00010377324	0.00036384157	0.0007857547	0.020483818	0.050622117	0.71668416	0.21093379
s	6.535601e-05	0.0007763585	0.0002247434	0.00034015614	0.002339419	0.04202702	0.3708603	0.58336663
s	0.00018748785	0.00024335958	0.0021810932	0.0038501776	0.06636065	0.22651803	0.39853102	0.30212817
è	0.00033014384	0.0010302763	0.002906366	0.0016740755	0.01691035	0.034790974	0.4592558	0.48310193
r	0.0002461899	0.0006447811	0.00034798094	0.0005206513	0.0035111937	0.01969665	0.469912	0.5051205
e	1.1302746e-05	0.00012316217	0.00019699005	0.00026740463	0.009971519	0.04026209	0.6173401	0.33182737
</S>	0.00012106538	0.0009942164	0.00048139837	0.00030981403	0.0021745586	0.04555453	0.4745175	0.47584692
