 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
e	0.09090041	0.09090035	0.0909	0.09090146	0.09090027	0.09090007	0.0909	0.090900555	0.09097472	0.09091283	0.09090936
t	0.07728891	0.07730973	0.07736437	0.07858568	0.0775691	0.07743907	0.07869067	0.07835333	0.16362438	0.080448605	0.13332611
t	0.085732296	0.08572667	0.08570693	0.08998765	0.086525954	0.08572444	0.08656874	0.08653176	0.08876911	0.0966712	0.12205523
ù	0.08977733	0.08977746	0.08977815	0.08980891	0.089783974	0.08978137	0.090010166	0.08994029	0.090594955	0.089978926	0.10076847
a	0.083281726	0.08328668	0.083301105	0.08522229	0.08366147	0.083333775	0.08501474	0.08443479	0.100587234	0.08337377	0.14450245
n	0.078570835	0.07859326	0.078655645	0.079096444	0.07871502	0.078724146	0.079843044	0.0795717	0.16033898	0.08089091	0.12699999
k	0.08561968	0.085613996	0.085594535	0.09206713	0.08684334	0.085613795	0.086473756	0.08637511	0.088133566	0.09463636	0.12302876
ò	0.09070701	0.09070688	0.09070667	0.09102848	0.09076711	0.09070736	0.09073989	0.09073187	0.09081684	0.090791345	0.092296556
r	0.07329881	0.07330457	0.07332555	0.091796495	0.077139504	0.07344233	0.08014352	0.077890985	0.09390079	0.07423315	0.21152428
a	0.08657667	0.086575285	0.08657496	0.10746236	0.090882465	0.08660938	0.08711721	0.088603884	0.08678029	0.08696653	0.10585097
s	0.07758864	0.07760812	0.07766428	0.079645365	0.07802234	0.07772729	0.07932778	0.078820474	0.14122923	0.07827281	0.1540937
t	0.0836079	0.0835945	0.08354962	0.105190806	0.0880656	0.08359297	0.08437011	0.088018574	0.08548912	0.097197376	0.1173234
è	0.08983273	0.089833	0.08983396	0.09088229	0.09003184	0.089838006	0.09002161	0.090006225	0.09087757	0.0901361	0.09870668
o	0.056749225	0.056803588	0.056967508	0.08683632	0.06395088	0.057359632	0.07479212	0.06938191	0.18359493	0.058200225	0.2353637
n	0.05509747	0.055285055	0.055820353	0.061791085	0.056825466	0.05632576	0.063134536	0.061466888	0.27008444	0.06890076	0.1952682
m	0.06375741	0.06373913	0.063684836	0.10860481	0.07524684	0.06383481	0.069598325	0.068545856	0.07764005	0.11344573	0.23190217
o	0.08971209	0.08971167	0.08971024	0.09043365	0.089846	0.089714006	0.08986224	0.08982948	0.09177434	0.09133798	0.09806823
l	0.05408617	0.054273058	0.054807622	0.05683373	0.055028223	0.05535063	0.06587257	0.0630031	0.26428965	0.0658571	0.21059822
ì	0.06673944	0.066707015	0.06658976	0.081025906	0.06952772	0.0666598	0.07004113	0.069600746	0.086348414	0.19151796	0.16524209
m	0.03350302	0.033539996	0.033723667	0.08998211	0.0680764	0.03537533	0.088943206	0.078886904	0.11800758	0.036756776	0.38320503
o	0.07585843	0.0756708	0.07499582	0.110838585	0.083179474	0.075059876	0.07691131	0.07823736	0.08715898	0.09802493	0.16406447
a	0.04506841	0.04529806	0.045955334	0.057368103	0.04816843	0.04669135	0.06254761	0.05843041	0.23202407	0.04953555	0.3089127
n	0.026132502	0.025791302	0.024422238	0.051465552	0.03380703	0.02493459	0.04034852	0.039882284	0.37634438	0.11994068	0.23693098
a	0.0393642	0.039088957	0.038088493	0.085508116	0.056024693	0.039200414	0.0837908	0.07659578	0.15074052	0.15399721	0.2376009
m	0.03127282	0.031549636	0.03230607	0.062253717	0.041960157	0.037994534	0.09208536	0.0939008	0.26750624	0.057022583	0.2521481
m	0.03184254	0.03146837	0.030065816	0.044143464	0.03325064	0.030398458	0.04011288	0.047133885	0.32982057	0.2591827	0.12258074
è	0.069091305	0.06911471	0.06918139	0.06935256	0.069192104	0.069253795	0.07081782	0.07045594	0.14958908	0.1556652	0.13828608
n	0.0188168	0.019565169	0.021794537	0.054110333	0.05021028	0.029756734	0.08063672	0.089112535	0.114164114	0.06830889	0.45352393
o	0.06570758	0.0656493	0.06544807	0.108551405	0.07624667	0.0655392	0.06699721	0.06690975	0.08689267	0.07521885	0.25683928
c	0.02934012	0.030863935	0.035146188	0.04117786	0.03550802	0.03834681	0.040536646	0.045271434	0.1731419	0.048852716	0.48181438
e	0.039527643	0.038560085	0.03493218	0.0875232	0.06092838	0.03529688	0.051334366	0.050011102	0.13013218	0.18857786	0.28317615
e	0.013786302	0.014106067	0.015040011	0.029728517	0.020406323	0.016745903	0.037967984	0.038551774	0.091654986	0.026522797	0.69548935
s	0.009179056	0.008754674	0.006394993	0.01604652	0.013728468	0.0072483947	0.02068464	0.03581402	0.30434984	0.34859717	0.22920215
t	0.015812384	0.015239875	0.012952114	0.035110284	0.027217058	0.018687293	0.04634276	0.057727683	0.43099183	0.23022623	0.10969241
è	0.029138876	0.030106308	0.03287467	0.04535883	0.037407096	0.05846208	0.09364564	0.105662815	0.20114866	0.2388838	0.1273112
o	0.011792546	0.01298293	0.018797938	0.044357926	0.058719978	0.08279297	0.11455766	0.15467396	0.12832826	0.07108458	0.30191126
n	0.007215174	0.009973017	0.015648775	0.02044055	0.035203233	0.033828232	0.056827474	0.10292653	0.13204873	0.2865334	0.2993549
e	0.017734408	0.017657397	0.017333217	0.048114046	0.0458083	0.023421561	0.08324513	0.09425737	0.26843256	0.15902828	0.22496776
a	0.006751922	0.010062608	0.017082684	0.021229804	0.040752877	0.04386488	0.06295125	0.1089872	0.059295848	0.13923895	0.4897819
s	0.0032880537	0.0035177136	0.002532779	0.0044447547	0.0059556994	0.0061590597	0.014236996	0.036177296	0.100180276	0.70360917	0.11989818
s	0.006683197	0.0063963677	0.0038519173	0.011403316	0.012610221	0.010884991	0.022110263	0.049274538	0.47590107	0.35597223	0.044911895
ù	0.012447384	0.017972035	0.030427914	0.04498193	0.06523297	0.09913165	0.07006025	0.12234235	0.14328498	0.22834405	0.16577442
n	0.0024075892	0.0049471427	0.018520096	0.015941454	0.05097192	0.078109056	0.052716922	0.08510865	0.07889327	0.32139513	0.29098877
n	0.002387491	0.00232192	0.003291897	0.0056209974	0.0066230427	0.011916703	0.016824167	0.036662992	0.0993882	0.68431973	0.13064288
i	0.0009301709	0.0016519253	0.0032251216	0.0036538397	0.00959482	0.014126871	0.01610313	0.032595497	0.031916067	0.38104278	0.5051598
t	0.00015864542	0.00042626087	0.0006104537	0.00071089837	0.0018430678	0.002634968	0.0044977	0.007822005	0.0018781307	0.7886941	0.19072376
i	0.00016285037	0.00013343252	0.00042019776	0.001080382	0.001145234	0.0011488132	0.0016947945	0.007971231	0.03690287	0.62887675	0.32046345
</S>	9.113278e-05	0.00027580225	0.00024343898	0.00014455862	0.0005230175	0.0008568451	0.0011221305	0.0031773692	0.008879006	0.9362194	0.04846728
