 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
m	0.058821898	0.058821898	0.058821898	0.058828183	0.058822215	0.058821898	0.05882212	0.058821898	0.058822077	0.058821943	0.058821943	0.058821943	0.05882199	0.058829483	0.05882724	0.05882248	0.05882881
ò	0.058497116	0.058499165	0.058506176	0.05889037	0.058520105	0.058500994	0.05851528	0.058500636	0.058514833	0.058505416	0.058554042	0.058558155	0.059055176	0.059195284	0.05893248	0.05893653	0.06131825
t	0.05757599	0.057595715	0.057670332	0.059581257	0.057693396	0.05759941	0.057670023	0.05759822	0.057679046	0.05762248	0.057644468	0.05773646	0.05895823	0.05868318	0.05824188	0.058631893	0.07181801
t	0.057311073	0.057317197	0.057334382	0.05912554	0.057489485	0.057352364	0.057406995	0.0573367	0.05737893	0.057347506	0.06259488	0.061538182	0.0577778	0.057569236	0.05904868	0.06393585	0.062135164
e	0.058803007	0.058803007	0.058803365	0.058876853	0.058807403	0.058803678	0.058806367	0.058803543	0.058805745	0.058804307	0.05881853	0.058816556	0.058826383	0.058829345	0.058823153	0.058837652	0.058931183
j	0.05831706	0.058332413	0.058384907	0.058391947	0.058320798	0.058322176	0.058320887	0.058322936	0.058341134	0.058326807	0.058347236	0.05835997	0.059089404	0.059208132	0.058854137	0.058851987	0.06390804
è	0.056431692	0.0564366	0.05644534	0.06029746	0.056661766	0.056463476	0.056611903	0.056458905	0.0565828	0.05650299	0.0569326	0.056956187	0.060498133	0.062177908	0.060052022	0.05947814	0.07501209
n	0.04776253	0.04777033	0.04792884	0.07422599	0.049788397	0.048080537	0.049392875	0.04805102	0.04915079	0.04844666	0.049492612	0.050302126	0.07678959	0.06845577	0.059643358	0.06697604	0.11774255
n	0.05495435	0.054955687	0.05518446	0.09629708	0.058557983	0.05550287	0.05780674	0.055424795	0.05725288	0.056037154	0.056123156	0.05645706	0.0562412	0.055709902	0.05558525	0.056349263	0.06156018
o	0.056817714	0.056818318	0.056854703	0.06575385	0.057375245	0.056902178	0.057258055	0.05689106	0.05717638	0.056988023	0.05720605	0.057277933	0.05986463	0.058809042	0.057936355	0.05887503	0.07119544
m	0.056038354	0.05608429	0.056245964	0.057281636	0.056109887	0.05606384	0.056100335	0.05606628	0.056157593	0.056093104	0.056288164	0.05639068	0.062102906	0.061099287	0.058876183	0.05986196	0.08313959
e	0.058134194	0.058138274	0.058142222	0.06139604	0.05832402	0.05815828	0.058281716	0.058153667	0.05825225	0.058186598	0.058286343	0.0582919	0.05842601	0.061084308	0.060202517	0.058667038	0.059874687
v	0.05563275	0.055670414	0.055804703	0.057646066	0.055749893	0.055662133	0.05573021	0.05566311	0.055769127	0.055696327	0.05588186	0.055997778	0.06155725	0.06124783	0.05887837	0.05948834	0.08792391
è	0.054498184	0.05450276	0.054568917	0.067960985	0.055370007	0.054631144	0.055191014	0.05461519	0.05507261	0.054772798	0.05499086	0.055198677	0.062093697	0.062160484	0.058988255	0.059555545	0.08582885
k	0.040181905	0.040197205	0.041634094	0.106748864	0.0581784	0.04342721	0.055064388	0.043000523	0.05264946	0.0464838	0.044698767	0.04799292	0.072000846	0.060920637	0.052431315	0.06000082	0.1343888
k	0.051701445	0.05171131	0.052086234	0.104554914	0.05749449	0.052607257	0.056263592	0.05246985	0.05538205	0.05344997	0.058061816	0.057768907	0.054748483	0.055154227	0.05556378	0.060157437	0.07082418
