 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.09314099	0.101028025	0.33900246	0.10490747	0.12421142	0.23770961
c	0.16348822	0.1636321	0.17011075	0.16747278	0.16369504	0.17160106
h	0.14002256	0.14217474	0.27276573	0.145753	0.14844607	0.15083794
a	0.120525815	0.12549551	0.34878787	0.12798133	0.13985261	0.13735685
n	0.14773741	0.14823136	0.17061767	0.16233446	0.15499246	0.21608663
a	0.13565521	0.13573968	0.1549269	0.14916097	0.13706644	0.28745082
v	0.08617084	0.09035706	0.1894073	0.28990796	0.09879188	0.24536496
o	0.033345826	0.052364018	0.27650663	0.29146847	0.097236544	0.24907844
r	0.030391129	0.04057727	0.2141138	0.28230363	0.05619019	0.3764239
à	0.019052247	0.06962422	0.18968469	0.33294004	0.1306615	0.25803724
s	0.02839316	0.033504978	0.37958953	0.10519924	0.044723548	0.40858954
o	0.061740533	0.10980447	0.14101422	0.22700456	0.11638241	0.34405378
t	0.016237829	0.046453085	0.21282168	0.10628859	0.17807338	0.44012547
s	0.016774783	0.04452759	0.17395924	0.2960594	0.055362698	0.41331637
o	0.0061579775	0.027129134	0.525491	0.10550568	0.06044802	0.27526823
m	0.0047105	0.015597602	0.021159394	0.036562793	0.24313445	0.6788353
ì	0.0009950822	0.013314183	0.045423426	0.16430995	0.44443414	0.33152318
k	0.0020165867	0.0034150863	0.01869938	0.05451868	0.31788164	0.60346866
u	0.0023085019	0.010624013	0.15115385	0.25504228	0.14153911	0.43933225
à	0.001116922	0.00016727383	0.002097668	0.034627188	0.5268367	0.43515426
i	0.00029329796	0.0010238105	0.010648435	0.015803594	0.5581538	0.41407707
m	8.224677e-05	0.00013559863	0.0015006947	0.0014859441	0.87639624	0.12039932
è	0.0018210835	0.013529914	0.057115447	0.07375199	0.3631677	0.49061385
r	0.0003449844	0.00065916317	0.004347304	0.08874127	0.39542422	0.510483
i	0.00017554779	0.00024126684	0.00080376654	0.017051045	0.50589526	0.4758331
</S>	0.00016757775	0.00014110075	0.00030791725	0.022010026	0.6662796	0.31109378
