 	voglio	che	Maria	viene	domani	</S>
t	0.1666516	0.16666675	0.166652	0.16667387	0.16665785	0.1666979
è	0.16575013	0.16590574	0.16572483	0.1660154	0.16941327	0.16719063
l	0.15811643	0.15680388	0.1569159	0.15703253	0.20607786	0.16505343
o	0.16200675	0.16447239	0.1622248	0.16562557	0.16737093	0.1782995
e	0.11007129	0.104262084	0.10482631	0.10508414	0.23792143	0.33783478
M	0.054581456	0.05934115	0.09800452	0.055589523	0.24848233	0.484001
a	0.025150115	0.03505933	0.18069464	0.032130506	0.37543207	0.35153335
r	0.03728364	0.021028018	0.04572271	0.042891927	0.23990497	0.6131687
ì	0.030197043	0.07607476	0.020908425	0.1016795	0.20062412	0.57051617
a	0.05484552	0.042640693	0.024246553	0.027562197	0.498957	0.35174802
n	0.0040948377	0.0038363521	0.0065433695	0.0028919557	0.77878076	0.20385274
a	0.0344721	0.070859954	0.18397154	0.069976725	0.41215646	0.22856325
r	0.00036004072	0.00042179984	0.0038187858	0.0014127643	0.57595915	0.41802743
t	0.004080501	0.01469001	0.023284707	0.014973538	0.223411	0.7195602
i	0.010260946	0.007884105	0.0037830044	0.0289718	0.3060805	0.6430197
à	0.00015629815	0.00023937655	0.0035791355	0.010384199	0.35055786	0.63508314
v	0.00062270043	0.0008150999	0.0047890916	0.0017662125	0.6868171	0.30518973
v	0.0016495015	0.0050831703	0.007244609	0.010939747	0.5838412	0.39124182
r	0.00019872402	7.2838e-05	0.0007581076	0.0006334434	0.39023808	0.60809875
i	5.4153596e-05	9.289657e-05	0.00019251132	0.0025081944	0.23019642	0.7669558
</S>	0.00011428751	0.00021697393	0.012347343	0.012229345	0.26770857	0.70738345
