 	le	canzone	si	scrivono	alla	notte	</S>
a	0.14285234	0.14285211	0.14285254	0.14285843	0.14286965	0.14285615	0.14285876
t	0.14133815	0.14136694	0.14139132	0.1423009	0.14677244	0.14289273	0.14393756
r	0.1376334	0.13760358	0.13799888	0.14189188	0.14898065	0.13900791	0.15688372
a	0.14276683	0.14276956	0.14277805	0.14303361	0.14284681	0.14280409	0.14300099
ù	0.14004868	0.14027087	0.14010477	0.14170428	0.1449585	0.14632867	0.14658421
d	0.12888935	0.12875293	0.12915039	0.13270041	0.15114345	0.13130648	0.198057
i	0.13389651	0.13384718	0.13499528	0.15847473	0.15249717	0.13553976	0.1507495
a	0.13310002	0.13342232	0.13337488	0.13621637	0.14391446	0.13859159	0.18138039
g	0.072311856	0.06869355	0.07341071	0.11610829	0.3508707	0.08879676	0.22980818
r	0.072849885	0.06741513	0.068676054	0.08925728	0.2218088	0.073726445	0.4062664
à	0.13441354	0.13440369	0.13446626	0.13532025	0.13631043	0.13494837	0.19013746
f	0.06001942	0.06067508	0.06110437	0.06634857	0.07600833	0.068730436	0.6071138
u	0.01592713	0.016313095	0.05173868	0.10523407	0.22723933	0.07115894	0.5123887
t	0.020798823	0.026426338	0.023126261	0.06108299	0.09089416	0.09895726	0.67871416
t	0.008880386	0.010245381	0.039757013	0.07262634	0.1971347	0.104383044	0.56697315
e	0.054059345	0.058231004	0.0591783	0.14452381	0.13062258	0.16436414	0.38902083
t	0.0017262434	0.002497285	0.0029589054	0.007495778	0.005838893	0.42379293	0.55569
s	0.0006887493	0.0013516833	0.009058012	0.088013366	0.20089294	0.25127816	0.44871703
e	0.0017679096	0.0036584004	0.0076319887	0.048092324	0.016848952	0.36059347	0.56140697
n	7.4316675e-05	6.644357e-05	0.00025278213	0.0006008931	0.0017015119	0.38996813	0.6073359
ì	7.7427474e-05	5.319143e-05	0.0002046868	0.0036185214	0.0034942043	0.6376815	0.35487053
t	0.000117019124	0.00012002538	0.00021985176	0.0017838351	0.0028429045	0.89653087	0.09838552
t	0.0018420252	0.0025437227	0.007251241	0.017147243	0.061248098	0.51744825	0.39251947
a	2.2334085e-05	4.733693e-05	0.0003555322	0.00078697404	0.007262574	0.5529316	0.4385937
</S>	1.7576393e-05	1.2493851e-05	4.178545e-05	0.00044153893	0.011082901	0.40070632	0.5876974
