 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
t	0.11110761	0.111108035	0.1111077	0.111107446	0.111107446	0.111109905	0.111124225	0.1111105	0.11111711
ù	0.11022515	0.11022531	0.11022725	0.11023162	0.11051465	0.11072218	0.11035574	0.11195641	0.11554167
o	0.11071546	0.110715285	0.11072128	0.11075119	0.11092573	0.110761665	0.110739276	0.11074181	0.11392836
o	0.11036325	0.110381015	0.11041951	0.110600024	0.11050117	0.11083874	0.11262956	0.11078734	0.11347933
f	0.10443157	0.10522543	0.10471225	0.10420379	0.10481696	0.1099413	0.14342834	0.11033135	0.11290902
r	0.10684487	0.10707598	0.1070866	0.106773324	0.10715501	0.110710256	0.13338749	0.110983245	0.10998321
a	0.11077706	0.11077714	0.110777736	0.110777654	0.110902384	0.110881485	0.11083725	0.111148365	0.11312097
b	0.10618043	0.10618035	0.106203675	0.106506266	0.10638639	0.106345244	0.10666857	0.10749026	0.14803885
b	0.10490186	0.10500403	0.105162285	0.10490113	0.10599008	0.109435104	0.13099086	0.11302064	0.120593995
i	0.09084389	0.09084452	0.09085574	0.09086323	0.11865627	0.09437151	0.091824315	0.09390208	0.2378384
k	0.105477184	0.10547582	0.10558049	0.10608918	0.10773362	0.1063	0.10703796	0.10609371	0.15021202
è	0.10433085	0.10438181	0.10442681	0.104410075	0.10679285	0.10602599	0.112914376	0.108727716	0.14798951
s	0.10041628	0.10042179	0.10044662	0.10064115	0.10649395	0.101234965	0.10083229	0.10105062	0.18846232
s	0.04954951	0.049569022	0.049575407	0.049613703	0.06713187	0.16533671	0.062949434	0.21923085	0.28704345
a	0.11030612	0.110306546	0.11030705	0.11031067	0.11057457	0.11059432	0.11036791	0.1112944	0.11593837
n	0.084361695	0.08433344	0.08498561	0.08818395	0.098786965	0.08874095	0.08692887	0.086578004	0.29710048
o	0.09966305	0.100742415	0.09956052	0.09921558	0.10452697	0.10142764	0.10706822	0.103555635	0.18423994
m	0.0698834	0.07009197	0.070581906	0.073680826	0.107821964	0.079854175	0.087995075	0.0777252	0.36236548
a	0.06637208	0.06966096	0.06866253	0.06536133	0.07068382	0.1068233	0.2871992	0.13190535	0.13333146
s	0.055515498	0.055727076	0.056855038	0.06055194	0.11727381	0.08351443	0.13761073	0.0809373	0.35201418
t	0.015563709	0.015689773	0.016284231	0.016119925	0.050198432	0.09483154	0.09305787	0.3796753	0.31857923
ò	0.06300851	0.06289535	0.06516836	0.075851984	0.17817816	0.12791316	0.07775807	0.1072678	0.24195866
r	0.039171863	0.038923904	0.04393968	0.06606738	0.12152097	0.12453694	0.064465724	0.085047744	0.41632578
i	0.05373222	0.053783603	0.053879183	0.05443491	0.06324993	0.06442961	0.05887981	0.08497584	0.51263493
k	0.030899098	0.030553658	0.037806008	0.06635708	0.059534132	0.07831929	0.054296922	0.04381013	0.5984237
a	0.028271563	0.030223133	0.028533936	0.028403355	0.05521229	0.044336945	0.07207916	0.07629963	0.63664
ì	0.008238454	0.008333183	0.00962271	0.02274884	0.022220945	0.026494281	0.019971106	0.021740459	0.86063004
a	0.009199691	0.012708693	0.010064238	0.011519552	0.024947729	0.042974956	0.07425134	0.090025075	0.7243088
n	0.0035146647	0.005099455	0.0053542093	0.008465541	0.008833431	0.049569406	0.045084964	0.077920064	0.7961583
e	0.0062320563	0.008991609	0.00981476	0.0035279437	0.015447784	0.06932497	0.046408046	0.39358515	0.4466677
e	0.0011674331	0.001571706	0.003429178	0.009319531	0.005655169	0.029751975	0.07521954	0.13592044	0.73796505
f	0.0011985092	0.0016185864	0.004824859	0.0031793518	0.0045199767	0.022388976	0.022345897	0.22340213	0.71652174
r	0.0010797285	0.001768176	0.002617329	0.001095002	0.005704831	0.031058852	0.014871074	0.24147801	0.70032704
a	0.001385567	0.0013927321	0.0016036693	0.002572225	0.006165818	0.018793393	0.0058018253	0.16071723	0.80156755
b	7.784191e-05	0.00011771659	0.00019059806	0.00049901515	0.0006514979	0.0012721712	0.036253743	0.3409782	0.61995924
b	0.00037585365	0.00048380587	0.001208616	0.0007198049	0.0012905482	0.010743678	0.0070700804	0.17554277	0.8025648
i	0.00019580038	0.00030749675	0.0013216843	0.0046811146	0.0034256945	0.027109474	0.06593454	0.6337122	0.2633121
k	5.212183e-05	0.00010432776	0.00014352403	0.00027935443	0.00042548127	0.0008403779	0.025408957	0.38563	0.58711576
a	0.00016055205	0.00024344206	0.00040541924	0.0006765415	0.001077579	0.019399134	0.018944269	0.2111445	0.7479485
t	5.7836723e-06	1.6151032e-05	0.00012566813	5.476511e-05	7.917004e-05	0.00012681741	0.008795618	0.75249636	0.23829964
ò	0.00044665785	0.0007187141	0.0024777625	0.0014537725	0.0027981154	0.020141691	0.042821955	0.38382423	0.5453171
r	0.0015066959	0.0017548528	0.0033846712	0.008097579	0.0026928612	0.0078321155	0.037691288	0.24387738	0.6931625
i	9.766338e-05	0.00019497446	0.00025208516	0.0015309056	0.003854485	0.009376534	0.07098676	0.4246074	0.48909926
</S>	1.7447057e-05	3.0888757e-05	0.00010620619	0.00025196417	0.00010201377	0.00022929054	0.014792772	0.48304224	0.5014272
