 	non	sono	ancora	vestita	</S>
e	0.1998548	0.1998606	0.19995593	0.1998914	0.2004372
n	0.16830586	0.17036308	0.3133115	0.1716922	0.17632747
ì	0.18394439	0.1840449	0.2627779	0.18419182	0.18504101
m	0.15203525	0.15219054	0.36547962	0.15323517	0.17705938
e	0.17905772	0.18288027	0.20708114	0.18706423	0.24391672
a	0.10037573	0.10133215	0.5240331	0.13867307	0.13558593
n	0.019739939	0.029504394	0.69178206	0.057720225	0.2012534
k	0.036680143	0.04549747	0.6408359	0.048420537	0.22856593
ò	0.09715865	0.09934766	0.5232174	0.109889664	0.17038673
r	0.011085809	0.029671246	0.069105186	0.13532078	0.754817
a	0.021337833	0.031891257	0.065888874	0.08532102	0.79556096
e	0.0006749595	0.002959992	0.0041746683	0.4553717	0.5368187
n	3.8278147e-05	0.00069336576	0.0012209832	0.8280257	0.17002164
d	0.00033942587	0.0027483928	0.013616434	0.13012356	0.8531722
i	0.00032771853	0.003979129	0.015306142	0.086948745	0.8934383
m	1.8721325e-05	0.0007934585	0.0009849055	0.6349618	0.3632411
è	4.360542e-06	0.0014981298	0.00043899062	0.7278315	0.27022696
n	0.00024872815	0.0025487572	0.0007786473	0.8256273	0.17079656
i	2.0181082e-05	0.0022549683	0.0021537167	0.2677181	0.727853
</S>	8.645735e-05	0.00218773	0.0026635209	0.5364109	0.45865136
