 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
ì	0.09089754	0.09089858	0.090897955	0.09089726	0.09089726	0.0908974	0.090900525	0.09092723	0.09097039	0.09090503	0.09091086
t	0.089479156	0.08948557	0.08949089	0.08951022	0.08951623	0.08997827	0.09286127	0.09067436	0.08964787	0.09032789	0.0990283
e	0.08996996	0.08997291	0.0899747	0.089977376	0.0899791	0.09004722	0.090316586	0.0956508	0.090378344	0.090233035	0.09349994
l	0.09036565	0.09036641	0.090365715	0.09036578	0.09037261	0.09052477	0.09151606	0.09129368	0.09063901	0.09077804	0.0934123
a	0.090085655	0.09010429	0.09009714	0.09008717	0.09008875	0.09013165	0.09036886	0.09373331	0.09264412	0.09037478	0.09228434
è	0.08959785	0.089599766	0.08959867	0.089597926	0.08960599	0.089796714	0.09104041	0.090845995	0.09060242	0.092329994	0.09738422
n	0.083153315	0.083320014	0.08336497	0.083579265	0.08356785	0.08477519	0.09401487	0.08940201	0.09968045	0.08799723	0.12714481
a	0.088859074	0.088928044	0.088949285	0.089049436	0.08903945	0.08922694	0.09132115	0.09078008	0.09099734	0.09021551	0.1026337
b	0.08268612	0.08270871	0.08269678	0.08268568	0.082752764	0.08527741	0.10006479	0.09376136	0.09168783	0.08929648	0.12638204
a	0.080056146	0.0808588	0.08049245	0.08005956	0.08006891	0.08032699	0.08355783	0.109940164	0.13608962	0.08434461	0.10420487
r	0.07267113	0.072723985	0.07270562	0.07266969	0.072766945	0.078970715	0.10993566	0.094732724	0.10780118	0.08955897	0.15546338
m	0.05683669	0.05697806	0.057077732	0.057261582	0.057316087	0.059923705	0.07389248	0.19479443	0.11273949	0.071317464	0.20186226
è	0.090049826	0.09005031	0.090050235	0.09004996	0.09005147	0.09007271	0.09022904	0.09037173	0.090616405	0.09302173	0.09543656
n	0.048759844	0.04885171	0.04890634	0.049157687	0.049355056	0.055435564	0.08794108	0.09809833	0.059327707	0.09230642	0.3618603
a	0.08368828	0.0838171	0.08383617	0.0839722	0.08395471	0.08379204	0.0843132	0.088711254	0.08544384	0.086425446	0.15204576
f	0.057627503	0.057706036	0.057636958	0.057657577	0.058228377	0.061116192	0.08993316	0.12688455	0.06445234	0.0890636	0.2796937
ù	0.05528449	0.057496022	0.056447044	0.055169165	0.05520933	0.05784639	0.076103054	0.15634216	0.1662137	0.07095588	0.19293283
r	0.033724464	0.034456033	0.035192173	0.037549954	0.038051378	0.073857054	0.10347162	0.104684286	0.047945328	0.11365634	0.37741137
n	0.017869243	0.018709742	0.02004344	0.0218835	0.02285129	0.045522287	0.09452879	0.103521295	0.086037144	0.11553226	0.45350102
o	0.05437104	0.054542333	0.054720018	0.055293992	0.055297665	0.06127052	0.09001585	0.067016445	0.05778466	0.07349363	0.37619376
n	0.024749102	0.025025688	0.024818169	0.024948005	0.026821598	0.0348688	0.12367647	0.210418	0.05988155	0.12655161	0.31824106
a	0.03416465	0.0474856	0.04200733	0.034330275	0.034126557	0.033447962	0.04926151	0.06377991	0.10524327	0.059375305	0.49677768
k	0.0053812154	0.0058869077	0.005658542	0.0055212057	0.0062310244	0.0153094735	0.047213916	0.16151817	0.08231878	0.24660528	0.41835555
à	0.0051021725	0.0070290184	0.0063714786	0.005134114	0.005268553	0.01010488	0.045553584	0.26794922	0.07213167	0.15894718	0.41640815
n	0.0037185145	0.009722936	0.009973134	0.014287337	0.027941572	0.027426524	0.039579984	0.10734211	0.1217265	0.16567264	0.47260872
i	0.0028620104	0.009943898	0.009221813	0.0065704533	0.00685286	0.010714004	0.012834405	0.07940109	0.068187535	0.06110965	0.7323023
k	6.0265822e-05	0.000110290435	8.8743065e-05	0.000113808135	0.000549526	0.00062815566	0.0012278965	0.0075356252	0.039819762	0.6660782	0.28378776
a	0.00068319554	0.0014365922	0.0014385622	0.0010713164	0.001169002	0.0024338665	0.010742021	0.10155732	0.041436937	0.17730114	0.66073
l	4.350808e-06	2.5393836e-05	1.3607983e-05	1.841854e-05	0.00011242488	7.3436e-05	0.00015265509	0.0017749817	0.030181536	0.79702026	0.17062284
ò	9.805047e-05	0.00024776056	0.00025685402	0.00020660099	0.00037520277	0.00048049938	0.0053326846	0.05159069	0.03855816	0.2097026	0.69315094
r	9.530814e-05	0.0002242508	0.00013392876	0.00029283867	0.0010944533	0.0010274287	0.0017574828	0.01131605	0.054209914	0.73934	0.1905083
ù	4.1434298e-05	0.00013065743	0.00024371177	0.000118870936	0.00048015514	0.0010920325	0.0023537152	0.026443005	0.05532755	0.7630971	0.15067185
s	2.6492513e-05	0.00010256483	7.332005e-05	0.00010578396	0.0002772883	0.00041270588	0.0004532791	0.002283497	0.04981796	0.6114377	0.33500937
t	0.0003287913	0.0009190216	0.0013120922	0.00074993476	0.0015347118	0.004963718	0.010355056	0.062363442	0.1028132	0.5159041	0.2987559
i	4.1971684e-06	1.4908776e-05	1.1886744e-05	2.1158668e-05	0.00011721093	0.00027880172	0.00050256745	0.0047620446	0.15057868	0.54624355	0.29746497
k	5.7774373e-06	1.9957028e-05	1.9719182e-05	1.88517e-05	3.9120347e-05	5.8782574e-05	0.00012020796	0.0010815586	0.04280115	0.59577054	0.3600643
u	4.148569e-06	1.7860624e-05	1.823455e-05	8.015588e-06	3.4865876e-05	0.00012005411	0.0007690339	0.0046978593	0.04935115	0.82777286	0.117205925
</S>	8.376582e-06	8.921504e-06	1.1994117e-05	4.3171453e-06	1.7924078e-05	2.4805151e-05	0.000163149	0.0011466275	0.039746735	0.74178064	0.21708646
