 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.12499494	0.12499494	0.124994375	0.124994464	0.12499504	0.12500267	0.12500706	0.1250165
m	0.123399116	0.12334998	0.123680845	0.1234446	0.12339497	0.12575492	0.12393541	0.13304019
a	0.12120429	0.121207796	0.12111333	0.121327795	0.12206863	0.13367641	0.13685805	0.122543685
r	0.12139598	0.12138006	0.121437676	0.121541485	0.12200118	0.12952769	0.13111442	0.1316015
ì	0.12335219	0.123348154	0.123385236	0.12339389	0.12344003	0.1239608	0.12456641	0.13455324
o	0.11650219	0.11649152	0.11656567	0.116515696	0.11658968	0.116981626	0.11671348	0.18364017
e	0.12015585	0.120135866	0.12022811	0.12015448	0.120443575	0.12825036	0.12856828	0.14206347
t	0.1110287	0.11139355	0.10887996	0.10915127	0.111125566	0.14760974	0.16002044	0.14079078
è	0.09482659	0.09483614	0.09475997	0.09502618	0.09640134	0.12156482	0.12473823	0.27784672
l	0.0900819	0.08971304	0.09266386	0.090943284	0.09129952	0.11802431	0.096719965	0.33055413
i	0.10665055	0.10663476	0.10760837	0.10953762	0.111659296	0.12013047	0.1449237	0.1928552
f	0.08902382	0.08837566	0.092743315	0.08973375	0.08874552	0.11882586	0.093511306	0.33904073
a	0.111920305	0.11190084	0.11208378	0.1126703	0.11431187	0.13453661	0.1457656	0.15681067
m	0.039675888	0.03917585	0.04245159	0.04031594	0.04042245	0.06507768	0.048979316	0.6839013
è	0.06957787	0.06899534	0.07247633	0.07138329	0.07499254	0.1905191	0.20686476	0.2451908
n	0.032518372	0.031819712	0.038201094	0.034261294	0.04093626	0.07565907	0.05961541	0.68698883
o	0.098825455	0.098816335	0.09924782	0.09887342	0.10020749	0.10420685	0.10643441	0.29338825
a	0.02682196	0.019301942	0.05441304	0.033477154	0.022239834	0.09434692	0.06269415	0.68670505
p	0.011892464	0.011208782	0.008714182	0.0067312103	0.0073334947	0.08941213	0.18313134	0.68157643
p	0.028649163	0.029905913	0.025229571	0.026562937	0.03883938	0.062427223	0.16621603	0.62216973
è	0.016630527	0.01844301	0.018671092	0.021621136	0.038783606	0.06487716	0.09191945	0.729054
n	0.005193647	0.0052024713	0.011053031	0.013102119	0.014007723	0.07933895	0.09233725	0.7797648
a	0.0044463654	0.0063019134	0.0028088938	0.004521941	0.008716505	0.0061160065	0.061674062	0.9054143
o	0.00032796434	0.00018064481	0.00021019935	0.00058211485	0.0038155299	0.010151083	0.6725536	0.3121788
m	0.00038436556	0.00014008542	0.0002737659	0.0008936507	0.0023927856	0.0063887294	0.5245079	0.46501875
a	0.0014122885	0.001108723	0.00087402685	0.0015539619	0.0026832647	0.019604169	0.12707739	0.84568626
r	2.9567953e-05	2.9237974e-05	5.7941506e-05	0.0004601876	0.0015451171	0.0043544183	0.19059287	0.8029306
è	5.536642e-05	5.814798e-05	0.00016871214	0.0010254885	0.0039538234	0.03307505	0.24102616	0.7206373
i	0.0016350389	0.0018120311	0.0061875465	0.018292341	0.03994409	0.031102853	0.23890221	0.6621239
</S>	4.6132103e-05	5.912908e-05	3.0862506e-05	0.00012197492	0.003694236	0.0061338134	0.5985331	0.39138076
