 	oggi	abbiamo	deciso	di	andare	al	mare	alla	spiaggia	sono	andati	tutti	solamente	mio	fratello	non	</S>
s	0.058822837	0.058823153	0.05882311	0.058823016	0.058825172	0.058823466	0.05882342	0.058822837	0.05882288	0.058823466	0.058824454	0.058822792	0.058822792	0.058822837	0.05882306	0.058823556	0.058827147
ì	0.05839048	0.058387272	0.058553353	0.05850107	0.059617043	0.058741145	0.058716904	0.05840505	0.058432374	0.058752306	0.05925396	0.060568903	0.058477774	0.058444813	0.05850745	0.058523033	0.05972703
m	0.058627974	0.058608208	0.058719024	0.058686733	0.05943154	0.058845177	0.05882839	0.058620058	0.058638353	0.058851287	0.05918778	0.05923942	0.05865245	0.058702406	0.058657814	0.058626007	0.059077386
b	0.05875213	0.058767598	0.05879621	0.058781676	0.05908427	0.058846336	0.058839962	0.058755808	0.05876338	0.058849387	0.058985543	0.05876105	0.058752757	0.058756385	0.058779746	0.058836054	0.0588917
e	0.058809843	0.058809757	0.058816936	0.05881465	0.05886353	0.058825057	0.058824025	0.058810472	0.058811687	0.058825552	0.058847547	0.058846604	0.05881137	0.05881079	0.058812402	0.058821555	0.058838297
r	0.058760304	0.058741253	0.05874538	0.058746856	0.058776848	0.058751963	0.058750443	0.058741435	0.058741882	0.05875116	0.05876591	0.058880124	0.058765594	0.05883163	0.05879833	0.05888875	0.05956214
i	0.0575109	0.05751946	0.05842517	0.058134817	0.06403545	0.05943939	0.059312098	0.057605974	0.057761192	0.059501823	0.06216623	0.057601888	0.057523847	0.05762189	0.057934333	0.05764576	0.060259826
d	0.058627382	0.058606587	0.0586107	0.058612395	0.058642816	0.05861754	0.05861584	0.058606673	0.05860712	0.05861651	0.058631632	0.058845345	0.058636818	0.058706604	0.058682423	0.059490684	0.060842857
e	0.05741715	0.057488468	0.05848862	0.05814638	0.065022856	0.059676565	0.0595276	0.057524882	0.0577077	0.059747543	0.06285689	0.05763216	0.057434984	0.057469174	0.05770753	0.057523128	0.058628365
c	0.0586038	0.05858105	0.058593523	0.05859258	0.058690652	0.058612075	0.058608677	0.058580693	0.05858266	0.058611494	0.058657166	0.059268873	0.058631442	0.058699876	0.058679547	0.059338685	0.060667172
i	0.056553077	0.05663092	0.058354586	0.057782512	0.06888352	0.060326923	0.06008091	0.056737613	0.0570457	0.060442694	0.06547911	0.05733831	0.056598872	0.05659797	0.056849968	0.056689974	0.05760736
d	0.058480218	0.058446184	0.058467235	0.05846496	0.05863417	0.05849887	0.05849334	0.0584452	0.05844859	0.058498155	0.058576625	0.059772108	0.05853338	0.05862898	0.05859495	0.05955257	0.061464492
è	0.05619434	0.05627869	0.05818983	0.05755698	0.06972151	0.06036818	0.06009673	0.056399	0.05674039	0.060495522	0.06601896	0.058168165	0.05630519	0.056285173	0.056876305	0.056586098	0.057718977
s	0.0554481	0.0554297	0.057722572	0.05700262	0.07071697	0.06021379	0.05990212	0.055672552	0.0560623	0.06035559	0.06658955	0.063607074	0.05579242	0.055571597	0.05549025	0.05549677	0.058926065
s	0.048355002	0.04838622	0.053289652	0.05177853	0.07651436	0.058331273	0.05772215	0.04889716	0.04974298	0.058718346	0.06992987	0.04956573	0.04857745	0.051908858	0.06122311	0.052237295	0.11482207
a	0.05877081	0.058771037	0.058800906	0.058791216	0.058996197	0.05883501	0.058830705	0.05877368	0.058778837	0.05883703	0.058929257	0.058817863	0.058772784	0.058773503	0.05877821	0.058892675	0.05885023
m	0.058415577	0.058279626	0.058332693	0.058336165	0.05869273	0.05840368	0.058389287	0.058285847	0.05829239	0.058398996	0.058568373	0.06004394	0.05848175	0.058916915	0.05863669	0.05893463	0.062590726
o	0.057951268	0.058625117	0.05844626	0.058268566	0.06173876	0.05902396	0.05895011	0.05796396	0.0580534	0.059059143	0.060624726	0.058191087	0.057944942	0.057975765	0.058422316	0.059698172	0.059062477
n	0.058064744	0.057952244	0.057983864	0.057988375	0.05828591	0.058044016	0.05803148	0.057944816	0.05794999	0.058039412	0.058181506	0.05986652	0.05814117	0.058533903	0.05836485	0.060083456	0.06654378
a	0.049376126	0.05188719	0.05884826	0.055927742	0.093791194	0.06773151	0.06669725	0.050294124	0.052008424	0.068208694	0.085327454	0.0509916	0.049355492	0.049267795	0.049559362	0.049388908	0.051338937
p	0.05762423	0.05753975	0.057509292	0.05750644	0.0582504	0.05765365	0.057626605	0.05741153	0.057425853	0.057645686	0.05799533	0.06580788	0.05801843	0.058573358	0.059182607	0.060379446	0.063849546
à	0.043167092	0.051698983	0.062711984	0.057173274	0.10194276	0.07634199	0.07492431	0.045157757	0.049048133	0.076981254	0.0953052	0.04505847	0.042910904	0.042781945	0.044270545	0.042953223	0.04757217
m	0.044153664	0.04415363	0.06007454	0.05559697	0.09939924	0.07254803	0.07120184	0.046067458	0.049067557	0.07314833	0.09189918	0.062762104	0.045090728	0.044380553	0.04435009	0.044262372	0.05184378
e	0.0434742	0.044071045	0.060745407	0.055949207	0.100162946	0.07371198	0.07234065	0.045574587	0.04887298	0.0743581	0.09298317	0.04691807	0.043747902	0.044146556	0.04667358	0.04487171	0.0613979
s	0.057464585	0.057238236	0.05748721	0.057441223	0.059139036	0.057793196	0.05774498	0.057261255	0.057299275	0.057795577	0.05857504	0.06308159	0.057698034	0.05834196	0.057879593	0.058254115	0.0695051
t	0.043839887	0.044219475	0.05377144	0.05083487	0.087209314	0.06272807	0.061704792	0.04496109	0.046742503	0.06332882	0.079521745	0.048106693	0.044222612	0.047651038	0.057970043	0.048429873	0.114757776
