 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.12499739	0.12499739	0.12499739	0.12499777	0.124997295	0.124997675	0.12499748	0.12501761
n	0.12126658	0.12128009	0.12154602	0.12850764	0.122110866	0.13794991	0.12438656	0.12295232
è	0.12395163	0.12395069	0.123977736	0.12597449	0.12406356	0.12574318	0.124424614	0.12791409
r	0.12136316	0.1213564	0.121464685	0.13464613	0.12181567	0.12946224	0.12354976	0.12634194
t	0.123510666	0.12351651	0.123523474	0.12366464	0.12368483	0.12572493	0.12537023	0.1310047
i	0.124904625	0.124904625	0.124905095	0.124952756	0.124907196	0.124939695	0.124926545	0.12555948
s	0.09763941	0.09756405	0.09846243	0.19810902	0.101310566	0.16146651	0.11601868	0.12942928
t	0.11882678	0.1188459	0.11890095	0.12063809	0.11963883	0.12998568	0.12703095	0.14613277
e	0.12333729	0.12333391	0.123378985	0.12903084	0.12353582	0.12679154	0.124327496	0.12626408
s	0.058105547	0.057785917	0.061583932	0.25161302	0.07348435	0.21669987	0.12863415	0.15209319
e	0.098157115	0.09818265	0.09859558	0.12475598	0.10079027	0.14032322	0.12114147	0.2180537
t	0.042607028	0.04224586	0.04678521	0.2077914	0.062050402	0.19675168	0.12835024	0.2734181
t	0.04726688	0.04733035	0.049107943	0.15744808	0.05884585	0.24755041	0.1302342	0.26221627
à	0.043399066	0.042787947	0.050129816	0.22467569	0.0798778	0.22339511	0.17763467	0.15809995
e	0.021153491	0.021420127	0.029283805	0.11824749	0.062108617	0.13096036	0.14159057	0.4752356
v	0.01387971	0.012893915	0.024865888	0.084617004	0.05082284	0.12491002	0.124003135	0.56400746
ò	0.059609044	0.0610035	0.06136246	0.14057586	0.06554784	0.19838384	0.09342533	0.32009208
s	0.011911123	0.016216204	0.021304414	0.06807168	0.037271958	0.0857996	0.12902607	0.630399
t	0.0146934865	0.0176787	0.018226584	0.025891127	0.05702707	0.10657572	0.10334662	0.65656066
e	0.032729298	0.03280908	0.034023587	0.11751965	0.041510686	0.10694647	0.15493546	0.47952577
m	0.0023362373	0.0014505192	0.0038045251	0.004520623	0.008682149	0.008339507	0.06401775	0.90684867
a	0.0041558007	0.0062314784	0.006604596	0.08666276	0.016509103	0.17574179	0.23886588	0.46522862
r	0.0005497328	0.00039588008	0.0014121289	0.003746747	0.005129077	0.013957331	0.12358699	0.8512221
è	0.000934158	0.0011472469	0.0026997845	0.012434478	0.00931173	0.13348229	0.26150241	0.57848793
o	0.0012686002	0.0023152067	0.0060148183	0.003801201	0.054564822	0.054346133	0.15419984	0.7234894
</S>	7.028962e-05	0.00010226768	0.00027598083	0.0005981796	0.0064008436	0.008817677	0.6439445	0.33979028
