 	deve	che	entra	da	qui	</S>
è	0.16659307	0.16659573	0.16659828	0.16662613	0.1666635	0.16692334
n	0.16626085	0.16630119	0.16651437	0.16733094	0.16642584	0.16716684
g	0.16642754	0.16647656	0.16646095	0.16724981	0.16649091	0.16689418
h	0.16618013	0.1662367	0.16636674	0.16820945	0.16630127	0.16670573
i	0.1658047	0.16583392	0.16598378	0.1673871	0.1663409	0.16864963
s	0.15327328	0.1543045	0.16165361	0.16612506	0.16442706	0.2002165
e	0.11202325	0.11411877	0.124405704	0.22664014	0.13853091	0.28428125
n	0.11393658	0.11769251	0.14102316	0.19166885	0.16187143	0.27380744
a	0.08769737	0.112116344	0.096377514	0.36729854	0.112285584	0.22422467
m	0.036828	0.046957273	0.0994294	0.32020015	0.22165777	0.27492744
b	0.023945473	0.042191576	0.11235136	0.23801464	0.37981218	0.20368476
i	0.021034528	0.024408648	0.052850258	0.11809527	0.1783264	0.6052849
a	0.0041295644	0.012496602	0.01882596	0.067430094	0.58208466	0.31503323
p	0.00039061296	0.0012573333	0.0051936996	0.0038868606	0.9164777	0.07279379
ò	0.0022519366	0.0038227518	0.010297951	0.011374192	0.7046617	0.26759142
t	8.905763e-05	0.00026679595	0.0010930545	0.01038326	0.94397104	0.044196747
t	0.0001411066	0.0003681388	0.0028435981	0.0054645445	0.93818253	0.05300007
ù	0.00021929867	0.00060628133	0.0008650061	0.067848	0.52345383	0.4070076
</S>	0.0008234017	0.00010968803	0.0005843794	0.102477245	0.5097199	0.38628536
