 	questo	muro	vuole	uno	specchio	</S>
c	0.16652791	0.16651559	0.16655752	0.16672966	0.16677445	0.16689485
ì	0.1648275	0.1648382	0.16525348	0.16714224	0.16937497	0.1685636
t	0.16659313	0.16671227	0.16676672	0.16645071	0.16623826	0.1672389
t	0.1015381	0.10232448	0.10478093	0.13528547	0.28663737	0.26943365
o	0.16634856	0.16635403	0.16638437	0.1665595	0.1671901	0.16716345
t	0.16531964	0.16740012	0.16864651	0.16550578	0.1605452	0.17258278
ì	0.084653795	0.08575236	0.08835221	0.11000963	0.2667365	0.36449546
c	0.15367942	0.15880652	0.16083387	0.1455677	0.13971335	0.24139915
h	0.09076131	0.09102752	0.094724014	0.12871243	0.2836091	0.3111656
o	0.15146261	0.15167643	0.15225452	0.15702613	0.19127412	0.19630621
t	0.13691734	0.149987	0.15921293	0.1387024	0.08511781	0.3300626
è	0.011381803	0.013051592	0.019601181	0.06843343	0.3684565	0.51907545
l	0.06703688	0.07153351	0.07381899	0.09381829	0.12421547	0.56957686
i	0.007750282	0.008634739	0.016603032	0.07777093	0.24438275	0.6448583
è	0.005937747	0.0060588503	0.0066963513	0.02245266	0.08615985	0.87269455
n	0.005969586	0.0036182634	0.009120949	0.028031882	0.6106991	0.3425603
a	0.0023744344	0.0014594743	0.0045911986	0.033116102	0.5803833	0.37807545
n	2.0209507e-05	0.00010533065	0.00010710024	0.0050568744	0.8451337	0.1495767
j	0.0006491356	0.002102398	0.0056215683	0.025956674	0.4650217	0.5006485
a	0.00011955846	0.0010270731	0.004704679	0.03862476	0.8592123	0.09631163
l	2.0034056e-05	8.004098e-05	0.0001040006	0.0684224	0.7637878	0.16758572
ì	5.499497e-05	0.000317089	0.00096053025	0.027292512	0.57796556	0.39340928
</S>	9.190289e-05	7.5183845e-05	0.0004050748	0.07841973	0.7649254	0.15608267
