 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
e	0.09990921	0.09990929	0.10003239	0.09990929	0.099912636	0.100332156	0.09990997	0.09991249	0.099910125	0.10026245
v	0.09845355	0.09855915	0.09864182	0.09851667	0.09844778	0.09918653	0.100074574	0.10450257	0.1025025	0.101114884
ò	0.09882341	0.09882402	0.099461205	0.0988431	0.09884415	0.101098426	0.099204	0.09971345	0.09939824	0.10578999
e	0.0869081	0.08692773	0.12227063	0.08692335	0.08810573	0.1690325	0.08707169	0.08815953	0.08710957	0.09749112
n	0.094088934	0.09414724	0.10079948	0.09430209	0.094281875	0.115810774	0.0967698	0.10142688	0.09916997	0.109202966
ì	0.09819185	0.09819664	0.10026098	0.098215595	0.09825217	0.10523884	0.09873091	0.09916521	0.099487275	0.1042605
m	0.09412209	0.09412424	0.100447394	0.0948412	0.09431675	0.114886984	0.09848164	0.0978117	0.09788687	0.11308115
e	0.097020924	0.09721972	0.10200494	0.09700049	0.09714046	0.1133114	0.09786926	0.09815334	0.100656144	0.099623375
a	0.094519176	0.09451795	0.09484562	0.09658598	0.09454788	0.09617457	0.10555153	0.10148106	0.10382303	0.11795311
n	0.076567076	0.07840973	0.105914354	0.07744043	0.077354155	0.14753692	0.09002445	0.11668514	0.104828596	0.12523913
k	0.08523717	0.08543803	0.11494399	0.08528114	0.08620074	0.15839581	0.08711669	0.090825506	0.08918689	0.11737411
ò	0.09955771	0.09955832	0.0998963	0.09963249	0.09956827	0.10075225	0.10000084	0.09992031	0.099967435	0.101146124
r	0.06637213	0.06641001	0.1215523	0.06861592	0.068951935	0.16744831	0.08445403	0.08921267	0.083140254	0.18384245
a	0.07559865	0.07566385	0.13831218	0.075606145	0.078420565	0.1827494	0.08282925	0.07817719	0.10378485	0.10885789
p	0.06885158	0.068849795	0.07705489	0.07426715	0.069144696	0.09575168	0.09736141	0.087324426	0.09307822	0.26831615
r	0.06448622	0.069249414	0.16147275	0.063983016	0.074144684	0.18038878	0.06954607	0.091032535	0.08395484	0.14174172
ò	0.09556981	0.09557425	0.10501841	0.0956291	0.095845014	0.12492509	0.095963545	0.096069984	0.096072406	0.09933238
n	0.028975341	0.02911628	0.0786085	0.042502172	0.037792988	0.10173014	0.1002557	0.11785633	0.0947076	0.368455
t	0.056495216	0.057300583	0.15869664	0.056605887	0.08246665	0.16533698	0.060900554	0.0809403	0.07215283	0.2091044
a	0.083622664	0.08364117	0.116539106	0.0837455	0.08473035	0.16096854	0.08456424	0.08509566	0.08542024	0.1316725
n	0.021822749	0.02175355	0.04413994	0.07072429	0.023753503	0.10259062	0.12284834	0.1300798	0.12564258	0.33664462
g	0.044891294	0.048844837	0.12859783	0.04520629	0.07748122	0.13351558	0.05289907	0.08953866	0.0643522	0.314673
h	0.036793407	0.037276115	0.1043343	0.040341	0.056680586	0.12030253	0.065865256	0.09964287	0.06489231	0.3738716
ì	0.040008716	0.041049313	0.11566409	0.04035039	0.07193894	0.12044279	0.06763175	0.07798127	0.120108224	0.30482453
z	0.006650199	0.0076408195	0.019657094	0.024977574	0.019817218	0.08429308	0.09149215	0.24318789	0.10848099	0.39380297
i	0.014605787	0.018289665	0.041822873	0.0142718535	0.02803071	0.04460263	0.06390055	0.05590527	0.1452453	0.5733254
n	0.0015506523	0.0015603882	0.004510113	0.0076393657	0.0035185444	0.032755278	0.02352812	0.048566602	0.03991767	0.83645326
a	0.015945313	0.037412144	0.03701198	0.011973441	0.030450081	0.037704676	0.027069127	0.1183901	0.08963205	0.59441113
r	0.0003410294	0.00043355636	0.0009939966	0.0017268697	0.0012291434	0.020303164	0.008652979	0.10399011	0.1765948	0.6857344
t	0.003110911	0.006005291	0.008733151	0.0033502507	0.008327929	0.014331185	0.046559017	0.13038951	0.41827846	0.36091423
i	0.0044678664	0.004787122	0.01318223	0.019040272	0.0131338155	0.07768105	0.0971253	0.1649161	0.23905708	0.36660916
s	0.00015051267	0.0001453496	0.00051258097	0.00023852487	0.00092840596	0.01260104	0.0027381983	0.050819997	0.117279544	0.8145859
t	0.00023008145	0.00046936216	0.0006664098	0.0005610411	0.00086042675	0.004028603	0.063790396	0.1592502	0.6592986	0.110844895
e	0.0015517637	0.0015118499	0.004661871	0.007939418	0.025216786	0.0386984	0.03172988	0.04185456	0.26319194	0.58364356
s	3.9964256e-05	0.00015334773	0.00013633659	7.793305e-05	0.0005431374	0.00301394	0.0012019116	0.042576384	0.13415591	0.81810117
e	5.744571e-05	0.00020378194	0.00013654908	0.00025096233	0.00034885228	0.002003337	0.022582196	0.05445667	0.48591504	0.43404514
t	4.1800846e-05	0.00015270748	9.887076e-05	0.00013389594	0.00021449498	0.0009146036	0.0023288873	0.031552967	0.33232206	0.63223976
t	0.00010979179	0.00034432005	0.00021554386	0.00043040048	0.0005816061	0.0021475484	0.015892737	0.0334084	0.6659794	0.28089026
ò	0.0011909731	0.0011333362	0.0033260817	0.0032549936	0.0089024315	0.010188368	0.017597018	0.025606276	0.4943897	0.4344108
</S>	0.0008052731	0.0006426914	0.0009591731	0.0011903163	0.0017911375	0.008962963	0.005071454	0.018767903	0.7738618	0.18794726
