 	io	nella	mia	vita	ho	sempre	lavorato	</S>
e	0.12499751	0.124997415	0.124997415	0.124997795	0.12499751	0.12499808	0.12499799	0.1250163
v	0.12381641	0.12390269	0.12378732	0.12382085	0.12555657	0.12954591	0.12475182	0.12481847
ò	0.12440173	0.12441598	0.12440468	0.124423005	0.12536271	0.12701291	0.1249706	0.12500845
s	0.12462593	0.12463944	0.12464171	0.12483262	0.1253124	0.124919415	0.12495744	0.12607104
t	0.07380187	0.07376943	0.073812224	0.074623294	0.12411988	0.185476	0.16719379	0.2272035
i	0.12494911	0.12495026	0.1249493	0.12495169	0.124992594	0.12504496	0.1250234	0.12513867
z	0.12205833	0.12292511	0.122217394	0.12245465	0.12516391	0.1316321	0.12287532	0.13067313
o	0.1219382	0.12193262	0.12186538	0.12194565	0.12486922	0.13161005	0.12640372	0.12943517
ì	0.11940761	0.12016761	0.11955036	0.12015203	0.12481268	0.12986042	0.12108174	0.14496751
m	0.10844183	0.10873461	0.10861687	0.11685161	0.13159409	0.14088954	0.12849826	0.15637322
m	0.11944547	0.11934828	0.11904754	0.11936212	0.12525077	0.14113903	0.12643544	0.12997139
u	0.12433565	0.12433849	0.12433565	0.12442494	0.124445915	0.12469084	0.12454555	0.12888296
ì	0.10040429	0.10292687	0.10087828	0.106227115	0.11057735	0.13264732	0.10642001	0.23991874
m	0.10354465	0.10439642	0.104251646	0.11743526	0.12874009	0.13372162	0.13068256	0.17722778
e	0.11374578	0.113723315	0.11350002	0.11418156	0.12458437	0.14898981	0.12916629	0.14210884
p	0.08555009	0.09290889	0.08696237	0.09107469	0.13308646	0.16891354	0.09553696	0.24596697
à	0.113895394	0.10797163	0.09901966	0.106696956	0.12112507	0.16387616	0.12699506	0.1604201
n	0.063497536	0.06622112	0.0663144	0.09270758	0.1753507	0.1282254	0.119312406	0.28837085
t	0.07642164	0.072578035	0.07275417	0.122295246	0.10516433	0.10199122	0.15774672	0.2910487
a	0.11088867	0.11125491	0.11110561	0.113232	0.12578674	0.13248155	0.12785506	0.16739547
p	0.020485949	0.065027416	0.032689806	0.07652487	0.22201937	0.20887205	0.112215094	0.2621654
o	0.08506204	0.07464688	0.040593848	0.052514315	0.1045464	0.18609604	0.111480854	0.3450597
l	0.0061402707	0.015451342	0.008043147	0.03611727	0.19358096	0.39792788	0.14420143	0.19853777
e	0.011271243	0.011035317	0.009225805	0.024140187	0.14672904	0.17757283	0.3026072	0.3174184
m	0.0011720449	0.0054058945	0.0046555167	0.05800578	0.108113006	0.18842657	0.2876068	0.34661445
i	0.0028403813	0.0033783177	0.0024101476	0.006461159	0.11106881	0.18494369	0.41006577	0.27883175
m	0.00040706748	0.0017739583	0.0029434855	0.055998642	0.047537524	0.096514985	0.37370893	0.42111546
m	0.0010532642	0.0014173557	0.0010254721	0.0040088347	0.085193075	0.22392713	0.3449253	0.33844954
è	0.0033661865	0.011569295	0.0061149104	0.03904909	0.082604505	0.1301861	0.17013735	0.5569726
n	0.0009770857	0.0016944061	0.018194666	0.070711024	0.05033859	0.0406072	0.27778766	0.53968936
a	0.0021593738	0.005001252	0.0029551066	0.024335915	0.10628861	0.17859344	0.2997391	0.38092723
</S>	0.00022151606	0.00053753296	0.0021098773	0.006445382	0.010032182	0.023246586	0.230565	0.72684187
