 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
e	0.11110644	0.11110652	0.11110644	0.1111072	0.11110644	0.111106776	0.111106865	0.11110737	0.11114595
n	0.10770538	0.107735544	0.10773266	0.10791142	0.10821968	0.11131991	0.13186033	0.10898687	0.10852818
è	0.110817544	0.110821344	0.1108232	0.11085221	0.11090635	0.11115811	0.11198507	0.110943	0.111693166
n	0.11051202	0.11052711	0.11054305	0.11063746	0.11065375	0.11180198	0.11256621	0.11079829	0.11196015
a	0.110731095	0.110755175	0.110734135	0.11092354	0.11076903	0.11094919	0.1117983	0.11089325	0.112446286
m	0.10844334	0.108461544	0.10859262	0.10847867	0.108699545	0.11471347	0.11759753	0.10992834	0.11508489
i	0.09907906	0.09929799	0.09913834	0.09982758	0.10073382	0.11029893	0.18189785	0.10359317	0.106133185
l	0.106047325	0.10607233	0.10621493	0.106215745	0.10682167	0.114395715	0.1271075	0.10874752	0.11837729
ì	0.10288474	0.10292628	0.102910645	0.10367324	0.10414891	0.10971226	0.14915387	0.10687143	0.117718615
s	0.100575484	0.10073968	0.100848645	0.10202643	0.10206536	0.111306965	0.11287242	0.10413705	0.16542797
i	0.06236409	0.061085537	0.060703505	0.062046688	0.066003524	0.12208881	0.15229121	0.12850295	0.28491363
m	0.08213004	0.08235316	0.0841529	0.0824074	0.08547779	0.15690151	0.16864593	0.09735043	0.1605809
b	0.0919855	0.0929359	0.09212294	0.09354197	0.09416608	0.10754367	0.19840129	0.10027537	0.12902725
r	0.093841456	0.09399616	0.094176404	0.09588145	0.10420672	0.1115179	0.1147696	0.10273974	0.18887058
ò	0.09851196	0.09854301	0.09860114	0.09873799	0.09879013	0.10257793	0.10316201	0.10393606	0.19713971
s	0.056025904	0.056882486	0.060129542	0.06036801	0.063143276	0.1863209	0.19019982	0.12580267	0.20112737
t	0.055506308	0.05440311	0.05369277	0.05831995	0.05981531	0.12059577	0.1514603	0.12755452	0.31865197
i	0.10298378	0.10303841	0.103102565	0.103463866	0.10349828	0.10820417	0.10965127	0.10698272	0.15907492
n	0.026676983	0.02890565	0.045998912	0.02812196	0.0545171	0.17838426	0.1793704	0.2196653	0.23835948
A	0.050829086	0.067522444	0.053078607	0.08734315	0.055197697	0.0767382	0.1771291	0.067249656	0.36491206
n	0.00084192597	0.0025902162	0.0033614342	0.0037794595	0.011115676	0.02312211	0.12136802	0.15228496	0.6815362
n	0.004671773	0.006247419	0.0036005678	0.008860432	0.032493547	0.095957145	0.29824993	0.150191	0.39972827
a	0.01353382	0.020652406	0.015519572	0.036159374	0.028388167	0.054289762	0.077727124	0.30973873	0.4439911
à	0.00040979072	0.0025623622	0.002469081	0.0041428586	0.0146435825	0.018866349	0.05813223	0.41965246	0.47912136
t	0.00019865551	0.001432689	0.0018981792	0.0024118838	0.011389303	0.025936062	0.0697212	0.6257135	0.26129854
s	0.0010209953	0.0029862835	0.0014556762	0.006050181	0.021889795	0.14318947	0.35211948	0.31909394	0.15219414
e	0.0002057611	0.0005280838	0.00091841625	0.0012899707	0.0049732565	0.01355518	0.06324422	0.40372393	0.5115612
t	0.00010954392	0.00018139194	0.00027135844	0.0010417755	0.0015358402	0.0024363245	0.036914915	0.57004887	0.38746
ù	5.291819e-05	0.00023811359	0.00023851244	0.00046689095	0.0061982768	0.008062715	0.04337896	0.68678033	0.25458324
o	0.00048753817	0.00073146593	0.0006712974	0.001607301	0.0021105362	0.0043887557	0.039063666	0.46222374	0.48871574
</S>	4.1004667e-05	0.0005622437	0.00044676432	0.002506467	0.003529328	0.006311991	0.042673454	0.5643431	0.37958562
