 	sicuramente	stanno	ancora	svegli	</S>
s	0.19992577	0.1999221	0.20019546	0.20002858	0.19992805
i	0.19465065	0.19490357	0.20583878	0.20161939	0.20298766
k	0.16492166	0.16851185	0.31637874	0.16171254	0.18847525
u	0.1769777	0.17738147	0.19131722	0.24877118	0.2055524
r	0.16887093	0.1699289	0.2150531	0.16954958	0.27659753
a	0.13610184	0.13668613	0.14967994	0.35728073	0.22025135
m	0.16756149	0.16921358	0.24273649	0.17031996	0.2501685
è	0.08018017	0.09096146	0.31101307	0.40840343	0.109441884
n	0.10048025	0.10153229	0.14728564	0.103039406	0.5476624
t	0.16529457	0.16542237	0.17205825	0.16993	0.32729483
e	0.19181986	0.1920669	0.20297578	0.19227627	0.22086114
s	0.1131682	0.14119416	0.4093292	0.082575336	0.25373304
t	0.096155085	0.0972633	0.13212758	0.27557254	0.39888152
è	0.116941735	0.12205104	0.3002118	0.12673381	0.33406168
o	0.082526885	0.10928867	0.25233397	0.07099465	0.4848559
n	0.089885	0.11636679	0.20807344	0.0789871	0.50668764
e	0.056669593	0.061162207	0.23965901	0.200816	0.44169316
a	0.09272003	0.116040215	0.18099353	0.052317597	0.5579287
n	0.03747333	0.053931873	0.393861	0.2897843	0.22494952
k	0.036077	0.04852388	0.49961007	0.24740097	0.16838811
ò	0.10222616	0.1361459	0.2995487	0.1923519	0.26972735
r	0.054176506	0.068203226	0.090620935	0.42183173	0.3651676
a	0.03718748	0.03699957	0.061382186	0.09421733	0.77021337
a	0.016988864	0.01801159	0.02056558	0.041565835	0.9028681
t	0.009054219	0.0118988	0.08246756	0.7831639	0.113415524
s	0.029165277	0.043573514	0.38867936	0.48094302	0.057638835
ù	0.098513365	0.111647815	0.1401952	0.38369766	0.26594594
n	0.009471096	0.0172319	0.03233696	0.5410232	0.39993688
n	0.004734383	0.00553431	0.072448716	0.815222	0.1020606
i	0.0031436146	0.005895262	0.0113658365	0.5215678	0.4580275
t	0.00020994502	0.0003175481	0.0017603302	0.84767	0.15004218
i	5.2884512e-05	0.0010269423	0.029001376	0.5258659	0.4440529
</S>	0.00017988053	0.00033871623	0.010671463	0.8999592	0.088850744
