 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.09999148	0.09999156	0.099991865	0.09999148	0.09999148	0.099991634	0.09999178	0.099992245	0.0999953	0.100071155
n	0.097374335	0.09747387	0.0974726	0.09738407	0.09738311	0.097906895	0.102166	0.116447255	0.09796211	0.09842975
è	0.09928034	0.09928277	0.0992911	0.09928231	0.09929103	0.101030834	0.101095214	0.10009444	0.09942816	0.10192381
g	0.09943825	0.09944652	0.09948378	0.099445835	0.09945927	0.100638956	0.10093777	0.10021946	0.0995326	0.10139756
r	0.09963656	0.09969512	0.09981415	0.09963626	0.09963489	0.099925846	0.10014833	0.10076837	0.09972394	0.10101654
a	0.09999023	0.099990375	0.0999916	0.09999015	0.0999903	0.10000449	0.1000009	0.100002274	0.09999892	0.100040816
t	0.09819604	0.098199934	0.09821522	0.09823823	0.098291464	0.098830916	0.10092884	0.10160378	0.099448875	0.10804664
s	0.08182454	0.081889115	0.0821789	0.08182411	0.08232618	0.12905899	0.114229016	0.10976584	0.09345034	0.14345291
a	0.09985678	0.09985777	0.09986227	0.09985777	0.09986151	0.10019623	0.10016176	0.100039795	0.09992736	0.10037879
m	0.091563806	0.0915905	0.091703214	0.09188943	0.09230921	0.098799974	0.11478333	0.116398126	0.09825904	0.11270337
à	0.093713015	0.09405604	0.09408611	0.093726814	0.09372253	0.09619341	0.104593165	0.13288398	0.09779057	0.09923435
i	0.06889838	0.06959362	0.07281857	0.06901812	0.06956108	0.13430795	0.1405105	0.08876069	0.07525789	0.21127316
è	0.07195789	0.07220944	0.072820045	0.072665095	0.07360365	0.09769627	0.13854773	0.137259	0.083556205	0.17968464
n	0.06672921	0.071829624	0.08893125	0.06689789	0.06717156	0.09665725	0.11017941	0.113788456	0.07911085	0.23870447
a	0.08951831	0.09142455	0.09769662	0.08953464	0.08960065	0.10071505	0.09917978	0.0960036	0.09406602	0.1522608
g	0.040131394	0.04041518	0.041364662	0.041307423	0.043351285	0.12557526	0.23748595	0.17561328	0.061552107	0.1932035
r	0.045795646	0.07175795	0.09067325	0.04459358	0.041918613	0.05970832	0.10356349	0.18681252	0.0560247	0.29915187
à	0.093423314	0.09397835	0.09657705	0.09344841	0.093539074	0.103654735	0.10230458	0.097310886	0.09621168	0.12955195
m	0.02104573	0.02792758	0.044056345	0.022060348	0.02416484	0.08085628	0.15763615	0.122383155	0.06128544	0.43858406
m	0.01880332	0.02106375	0.029967854	0.018832523	0.022689076	0.096231274	0.09756728	0.106406055	0.09040278	0.49803615
a	0.076889865	0.077201456	0.078652926	0.07691873	0.076968394	0.07974702	0.08213346	0.08739712	0.12623142	0.23785965
s	0.0064732516	0.00688473	0.00865133	0.010176609	0.014138763	0.06739445	0.12994888	0.11978331	0.29198396	0.34456474
o	0.0047791856	0.0061702468	0.014626686	0.004764144	0.013174941	0.059291203	0.18712565	0.25740662	0.13694596	0.31571534
n	0.00041307614	0.00072928926	0.0016317967	0.0010047927	0.0029392252	0.0075088176	0.017816056	0.058359757	0.6202933	0.28930384
a	0.008694663	0.025365494	0.03630219	0.008172438	0.005520372	0.022849958	0.13189378	0.21045259	0.07532716	0.47542134
d	0.000110852765	0.00026142373	0.00069002406	0.0003801214	0.0009218035	0.0021006046	0.018493805	0.043702744	0.5423269	0.3910117
e	0.0005995984	0.0021157968	0.0028242525	0.0006465487	0.0008921785	0.010305353	0.10074517	0.1792236	0.13338469	0.5692628
r	6.5696804e-06	7.020588e-05	0.00011248448	6.074758e-05	0.00018139927	0.00018579775	0.004495687	0.016114887	0.7805332	0.19823906
f	0.00025484667	0.0009070155	0.0015977401	0.00031619507	0.0013441169	0.0069807256	0.08763235	0.2786659	0.17559497	0.44670615
ò	6.535119e-05	0.00019557765	0.00039639315	0.00023411633	0.0009244621	0.0055520334	0.0116326045	0.040793825	0.55674446	0.38346115
m	9.027102e-05	0.00070345897	0.00034045664	0.0016721417	0.004849652	0.0042084646	0.0073162676	0.009423746	0.83188856	0.13950692
m	1.3086003e-05	0.00011306845	0.00029171724	2.7078466e-05	0.00024704452	0.0011899469	0.019618815	0.0762955	0.6901613	0.21204244
u	2.2233048e-06	9.757328e-06	2.6133563e-05	1.317872e-05	8.075648e-05	0.0005408446	0.002047149	0.015088876	0.7574933	0.2246978
</S>	1.0344304e-05	9.5871794e-05	4.8941216e-05	0.0001684187	0.00025188277	0.0002094417	0.0022556242	0.027850918	0.518349	0.45075953
