 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
t	0.111104846	0.11110671	0.11110434	0.11110434	0.111104675	0.111117564	0.11113799	0.11110883	0.11111061
ù	0.106219776	0.10622229	0.106221646	0.106330134	0.10701147	0.110954136	0.108587824	0.11764214	0.13081054
t	0.10976411	0.109781444	0.10976419	0.109788224	0.10992174	0.11028379	0.110345565	0.109953366	0.1203976
t	0.103705406	0.10370659	0.10370825	0.10387224	0.10512096	0.11371308	0.108025044	0.13001172	0.12813668
o	0.11106285	0.11106319	0.111062765	0.11106336	0.11106675	0.11108242	0.11108581	0.111227944	0.111284904
t	0.10984298	0.10992681	0.10984105	0.10982086	0.109912895	0.110668175	0.111087166	0.11027087	0.1186292
r	0.08511394	0.085120566	0.08512362	0.0856892	0.0895235	0.1130074	0.099039376	0.14910088	0.20828152
a	0.111013494	0.11101392	0.111013494	0.11101527	0.11102577	0.11106483	0.11105551	0.11113103	0.111666724
v	0.107469216	0.107625194	0.107465856	0.107458554	0.107751146	0.10947144	0.11039268	0.108566254	0.13379964
ù	0.10486941	0.10492671	0.104858294	0.10497708	0.10570175	0.10987873	0.1132986	0.1102625	0.14122686
d	0.08005163	0.080078326	0.08010203	0.08150181	0.08946142	0.096892476	0.09710591	0.08730043	0.30750602
i	0.07150066	0.07156647	0.07151087	0.07236275	0.07985754	0.12102552	0.09884313	0.17503601	0.23829713
e	0.08643832	0.08679735	0.08644478	0.087166786	0.09079568	0.09983769	0.10143638	0.0925054	0.26857764
e	0.0620553	0.06458128	0.061486803	0.06287878	0.07141775	0.121838406	0.1877718	0.079265065	0.28870478
t	0.041584	0.046615843	0.040288486	0.042529363	0.05561048	0.17096569	0.2964919	0.06723974	0.23867455
o	0.033642955	0.039094962	0.03245057	0.047709074	0.07809109	0.17904875	0.30403075	0.09413074	0.19180115
n	0.02725312	0.030000126	0.028612018	0.060387485	0.07692645	0.1848798	0.33900726	0.12986599	0.123067744
è	0.03052809	0.036427144	0.028958656	0.03298386	0.05237706	0.14997646	0.23204365	0.10284101	0.33386406
g	0.029374696	0.031104904	0.031599414	0.06894989	0.14267309	0.120895386	0.17223701	0.1277201	0.2754455
r	0.03837453	0.047803108	0.036282025	0.03952005	0.096182145	0.08665606	0.14397499	0.08102712	0.43017998
a	0.07066089	0.07068192	0.070735596	0.07104405	0.07946327	0.085272074	0.07970609	0.107852995	0.36458313
t	0.010462864	0.014647121	0.010384397	0.009843281	0.020150924	0.06332374	0.10210072	0.16036728	0.6087197
s	0.0050839274	0.005665195	0.0050427527	0.008678419	0.04634418	0.1475736	0.2878105	0.1803995	0.3134019
e	0.015947169	0.016871464	0.016319519	0.028761996	0.056240775	0.105274774	0.09862419	0.14675042	0.5152097
è	0.0015815578	0.0018164607	0.0017087755	0.0032690342	0.00804142	0.008550285	0.02102328	0.23486418	0.719145
n	0.0014929692	0.0033546335	0.0013754697	0.002161253	0.007684089	0.046196714	0.20992357	0.44216326	0.28564808
a	0.003886682	0.006470397	0.003579188	0.0068781218	0.02676045	0.067363955	0.22647852	0.25162897	0.4069537
p	0.000191054	0.00033961024	0.0006318838	0.0005272635	0.0020001018	0.004063302	0.040950835	0.589199	0.36209685
o	0.0005842062	0.0006831616	0.00039915592	0.00057912857	0.0030856002	0.01197582	0.048705082	0.6928486	0.24113919
è	4.7351004e-05	0.00010721768	0.000115207506	8.7475644e-05	0.0012209755	0.0020718325	0.011465213	0.70114934	0.28373548
t	0.00011427469	0.00019142813	0.00018925658	0.00016872848	0.00068432046	0.003632974	0.026069244	0.88943607	0.0795137
a	0.00055183156	0.0006566919	0.00063863426	0.0020232657	0.007868277	0.026376698	0.10358562	0.77193624	0.08636275
</S>	2.394382e-05	5.5709235e-05	5.724367e-05	9.291963e-05	0.00048659692	0.0037882295	0.029535947	0.51786125	0.4480982
