 	i	bambini	non	lo	possiamo	non	possono	mangiare	il	gelato	prima	che	mangiano	</S>
a	0.07141301	0.07141464	0.071412526	0.071412526	0.071412526	0.071412526	0.071412526	0.071412526	0.07141258	0.07141274	0.07141753	0.07141661	0.07143427	0.07160342
p	0.0669629	0.06709519	0.06692506	0.066936895	0.066982925	0.06692658	0.06697996	0.066956	0.06731983	0.07030019	0.07209519	0.06916732	0.072965786	0.1123862
e	0.071311	0.07136243	0.07132014	0.07129609	0.07130828	0.0713079	0.07129778	0.07130099	0.071356446	0.0718669	0.07174402	0.07159071	0.07137207	0.071565256
t	0.06795943	0.06798203	0.06795341	0.0679546	0.06796191	0.067953356	0.06796196	0.06796751	0.06816833	0.06992528	0.06961898	0.0689381	0.072758116	0.10689699
à	0.06542245	0.06550546	0.06540394	0.06539835	0.06540703	0.06541013	0.06541132	0.06579964	0.071404286	0.10980082	0.08068777	0.06908086	0.06857564	0.07669222
c	0.059128847	0.059131194	0.059291154	0.05913737	0.05923328	0.05921769	0.059187837	0.06040077	0.07672318	0.13759317	0.091429405	0.061224572	0.06687995	0.09142152
i	0.07118713	0.07122125	0.071194954	0.071178384	0.07119098	0.071200654	0.07118539	0.07120212	0.07129257	0.07245213	0.0719978	0.07174014	0.0714144	0.07154207
a	0.06642931	0.06643681	0.06643215	0.06643605	0.06646774	0.06643184	0.06646596	0.066525266	0.06787987	0.079631686	0.07223448	0.06809617	0.07134621	0.10918644
e	0.06749543	0.070254326	0.066690564	0.066661514	0.06671642	0.06667169	0.06669021	0.066746406	0.06804313	0.077506974	0.08792962	0.08173088	0.0712285	0.07563433
t	0.061138574	0.06776796	0.059130773	0.05906954	0.059166107	0.059093703	0.0591084	0.059308108	0.062876076	0.08665121	0.12026668	0.10193025	0.068964094	0.075528495
o	0.05346578	0.05505445	0.053015072	0.05298895	0.053029396	0.053020455	0.053048655	0.055111058	0.07987746	0.13979147	0.12026447	0.06719033	0.067539506	0.09660293
s	0.03013616	0.030812647	0.029952899	0.030057775	0.030480633	0.029995235	0.030513905	0.03317516	0.0601506	0.08748671	0.17296961	0.05972318	0.09430427	0.28024122
