 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.11110286	0.11110363	0.11110269	0.111103036	0.11110261	0.111104056	0.1111573	0.11111016	0.11111363
f	0.10977605	0.10984022	0.10976081	0.10978183	0.110020295	0.10989613	0.115075916	0.11223065	0.11361807
è	0.10830327	0.10840876	0.108286254	0.10842025	0.10836469	0.10882982	0.12932186	0.11015611	0.109908976
n	0.11041654	0.11041813	0.11041889	0.1104355	0.11096073	0.110470295	0.111558735	0.11051228	0.1148089
e	0.109296985	0.10937614	0.1092813	0.10936296	0.10943992	0.10974485	0.11636609	0.110247195	0.11688457
t	0.10969635	0.10969853	0.10971033	0.10974114	0.11009209	0.10985104	0.11451513	0.11134156	0.11535378
e	0.07070862	0.07099624	0.07079871	0.07125525	0.07346549	0.08179683	0.16931719	0.107539676	0.28412202
k	0.10190352	0.10192196	0.10193922	0.10208928	0.10851233	0.102463745	0.11839853	0.1080727	0.15469873
a	0.092537105	0.09289262	0.09254042	0.09325761	0.09327291	0.09582402	0.20320489	0.114626326	0.121844105
o	0.09608787	0.09616583	0.09614478	0.09659187	0.10072351	0.09743364	0.14049982	0.111840226	0.1645124
l	0.04291771	0.054141346	0.03860155	0.045428667	0.041527696	0.06896123	0.32937136	0.21293364	0.16611679
à	0.06422844	0.06737524	0.06336958	0.06588905	0.06583675	0.07401705	0.36975858	0.11724122	0.11228399
d	0.07499657	0.075533465	0.075135335	0.07778651	0.12289624	0.08240785	0.110067025	0.08418804	0.29698902
r	0.027328521	0.028264964	0.027486984	0.029619057	0.032131564	0.04877687	0.3408599	0.115313284	0.35021883
o	0.10307038	0.10308367	0.10307926	0.10314063	0.10338233	0.10410735	0.106266834	0.11772201	0.15614754
m	0.04819739	0.048055805	0.048746634	0.04899547	0.050877552	0.068415396	0.071962975	0.21637502	0.39837375
b	0.0222005	0.026256556	0.020933291	0.023962704	0.021872124	0.036317144	0.294439	0.30975786	0.24426077
ì	0.016449511	0.016562395	0.017144034	0.026131837	0.049803652	0.035300106	0.09230315	0.23690777	0.50939757
k	0.017067945	0.016633676	0.019263351	0.019016733	0.03889013	0.037166737	0.055007264	0.14051528	0.65643895
e	0.0032795498	0.004438388	0.002779889	0.0029311834	0.0040084706	0.008887877	0.066387706	0.34076658	0.56652033
a	0.001245262	0.0011694195	0.0016658059	0.0018559118	0.0038182498	0.0068607973	0.04665735	0.34267992	0.5940473
p	0.00012647019	0.00012690671	0.00019635369	0.0004842098	0.00018927502	0.0012426712	0.008647452	0.854971	0.1340155
ò	0.00044898057	0.000805606	0.0005951952	0.0023606287	0.0009850842	0.0034991042	0.022351898	0.8028676	0.16608585
t	3.8617054e-05	6.284351e-05	0.00012501191	0.00088096265	0.00014746842	0.0025572958	0.022025023	0.9333024	0.04086042
t	5.945017e-05	0.00016439016	0.00020221357	0.00055584556	0.00051470764	0.0040399637	0.020679737	0.92704177	0.046741933
u	1.4093197e-05	4.28671e-05	0.00013438893	0.00026074107	0.00034743056	0.012105621	0.4718562	0.30677655	0.20846207
</S>	9.481507e-06	1.1550868e-05	2.0800884e-05	9.0225156e-05	7.5395066e-05	0.012262287	0.20436236	0.53899544	0.24417245
