 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
ì	0.09999436	0.09999452	0.09999436	0.09999436	0.09999452	0.099995285	0.10000573	0.10000894	0.10000451	0.10001336
s	0.09877264	0.09876375	0.09877114	0.098753504	0.09890475	0.09902519	0.09961069	0.09958242	0.099206746	0.10860913
e	0.09953254	0.09953155	0.09955274	0.09957941	0.09966894	0.09966643	0.09995534	0.099938646	0.09994993	0.10262445
l	0.09969372	0.09971495	0.099696465	0.099695094	0.09971517	0.09979402	0.100391045	0.09999043	0.099921934	0.10138721
a	0.09972371	0.09972181	0.0997301	0.09973771	0.09976868	0.09977744	0.10011089	0.10039526	0.1001024	0.10093202
n	0.09912272	0.09914366	0.09912536	0.099124	0.09914472	0.09922615	0.09990205	0.0998769	0.099970974	0.10536346
a	0.09937092	0.099337794	0.09936576	0.09934612	0.0993719	0.09940352	0.10018904	0.10116606	0.10025457	0.102194324
v	0.09733042	0.09738509	0.097337626	0.09733681	0.09746425	0.09778459	0.101697885	0.10402162	0.10084921	0.108792536
r	0.0959233	0.09591532	0.095928855	0.09592689	0.096040465	0.09636995	0.10396056	0.11339088	0.10413011	0.10241363
ì	0.099840984	0.099840984	0.0998419	0.099842735	0.099861175	0.0998707	0.099922605	0.09994159	0.09995721	0.1010801
k	0.09083263	0.09096481	0.090848915	0.09081565	0.090988964	0.09159038	0.09597725	0.09271789	0.09489795	0.1703655
o	0.09589788	0.095831044	0.09591918	0.09591011	0.0960952	0.096133545	0.09723231	0.09791936	0.0985747	0.13048668
a	0.08734651	0.08769272	0.087390035	0.08735757	0.087510265	0.08873034	0.098215684	0.09103433	0.0951979	0.18952467
f	0.07773269	0.077798314	0.07766825	0.07756853	0.07802627	0.08007662	0.1165533	0.14555244	0.11147597	0.15754755
ù	0.08768737	0.08760159	0.08766376	0.08759664	0.08783448	0.08881447	0.11154372	0.14041223	0.112788156	0.108057626
r	0.07675904	0.075955644	0.076651365	0.076145895	0.08114165	0.08330399	0.08867325	0.0996609	0.08943154	0.25227666
n	0.032410327	0.03041734	0.03554173	0.037992604	0.05114367	0.050433345	0.07850126	0.08836416	0.09178064	0.5034149
o	0.09343422	0.09337414	0.093426235	0.09337763	0.09349084	0.09355748	0.09393175	0.09422187	0.095923625	0.15526217
k	0.06333332	0.06711246	0.06381062	0.06345461	0.06429957	0.07702775	0.15782633	0.092021145	0.12138858	0.22972566
a	0.07318113	0.07237353	0.07316667	0.07271003	0.07394147	0.07439035	0.08210687	0.09066946	0.08837929	0.29908118
k	0.037639193	0.0395409	0.037880637	0.037696067	0.039106004	0.04633127	0.09349996	0.06774999	0.110286266	0.49026972
a	0.058579713	0.058122776	0.05854134	0.0582206	0.061859675	0.0644787	0.092117704	0.12863973	0.12246143	0.29697824
n	0.020551335	0.021726668	0.020719016	0.020775937	0.027637357	0.03627284	0.095956504	0.09602389	0.12168897	0.5386475
n	0.036892068	0.033327885	0.03638512	0.03387365	0.03922436	0.042086445	0.084068805	0.17455263	0.13256548	0.3870236
i	0.039821714	0.040687107	0.04002738	0.041539315	0.075893745	0.09331779	0.18141878	0.14021106	0.12127351	0.22580962
u	0.011845747	0.021777626	0.013240318	0.012285331	0.016554328	0.048110045	0.098069966	0.12592874	0.33400863	0.31817925
n	0.0042003267	0.0037775857	0.0039473865	0.0034420826	0.0045895176	0.008675645	0.09738812	0.1179518	0.3439773	0.41205016
r	0.011422741	0.008719372	0.010928259	0.009350518	0.017179202	0.021759221	0.11812261	0.24134867	0.26293984	0.29822952
ù	0.014148341	0.013154561	0.014521367	0.014489274	0.024180084	0.027255291	0.053098153	0.058919452	0.07734647	0.702887
s	0.0034148367	0.0047860965	0.0063854526	0.0065715136	0.015413869	0.02859754	0.028196773	0.08550301	0.5481714	0.27295944
t	0.005440073	0.0043031177	0.019371781	0.013957048	0.026953021	0.024416607	0.038412567	0.11928238	0.2499467	0.49791664
i	0.0034122446	0.002950363	0.0034178933	0.0028584774	0.0055566337	0.008808678	0.028229078	0.0352514	0.299039	0.61047626
k	0.0003944827	0.00022616939	0.0005225554	0.0005202349	0.0016976661	0.0017722619	0.0025201186	0.017754368	0.63416356	0.3404286
o	7.490304e-05	5.1356626e-05	9.771751e-05	9.293694e-05	0.0003456481	0.000808026	0.008402631	0.053563375	0.8293882	0.10717523
k	1.9653266e-05	1.0993008e-05	3.7203517e-05	3.3871733e-05	8.892113e-05	0.00012461386	0.00091309194	0.023458127	0.790749	0.18456449
a	0.00010568631	0.00015342214	0.00014965718	0.00013682252	0.0003583759	0.0011779624	0.00973856	0.08786183	0.60751873	0.2927989
l	6.802998e-06	4.309646e-06	1.3970779e-05	6.195518e-06	1.0234857e-05	5.9850034e-05	0.0006340932	0.0218017	0.80952466	0.16793814
ù	3.8536837e-05	6.209162e-05	8.316332e-05	7.04627e-05	0.00016239569	0.0006814054	0.005168229	0.058473103	0.5737249	0.36153573
</S>	0.00017611754	0.00020183041	0.00030877622	0.0002000431	0.00029136275	0.0006579902	0.009121987	0.072806895	0.6976118	0.21862324
