 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
m	0.12503353	0.12499042	0.12499309	0.12499023	0.12499071	0.12501255	0.1249928	0.124996714
ò	0.12156051	0.121363774	0.12214759	0.1217114	0.12219606	0.12306242	0.1245556	0.14340265
t	0.12281759	0.12282246	0.1251625	0.122955985	0.12312082	0.123737626	0.12381978	0.13556325
t	0.1107773	0.11072542	0.11080418	0.11699469	0.11895655	0.12236091	0.1363799	0.17300102
i	0.12496303	0.1249616	0.12496923	0.124967985	0.12497313	0.124981426	0.12500662	0.12517697
ì	0.12303234	0.123035245	0.12791249	0.123189	0.1232676	0.124988884	0.12424615	0.13032831
r	0.11315565	0.11219491	0.11417756	0.11284381	0.11546582	0.11479948	0.118497655	0.19886513
t	0.11286589	0.11263672	0.11266027	0.11539848	0.1180438	0.11801409	0.1250787	0.18530208
e	0.12475036	0.12474769	0.12475512	0.12479625	0.124838725	0.12484691	0.1249913	0.12627366
o	0.11584832	0.11585777	0.13196763	0.11648431	0.11696127	0.122285545	0.12038859	0.16020654
G	0.13235608	0.09974264	0.11713446	0.10085611	0.103355974	0.1468384	0.11295969	0.18675669
i	0.108305484	0.10330262	0.10378854	0.10412856	0.10733965	0.10510591	0.11149132	0.2565379
o	0.106341355	0.103590444	0.11465559	0.10520762	0.10854934	0.11417078	0.121762104	0.22572283
v	0.08656364	0.030455047	0.042840052	0.0367951	0.071645774	0.30292478	0.18197803	0.24679752
à	0.098225884	0.07524171	0.075683124	0.07846411	0.08897569	0.1943992	0.113715105	0.27529517
n	0.048554942	0.048740484	0.0513401	0.06919728	0.14879368	0.05969786	0.15545383	0.41822174
n	0.038809948	0.031986173	0.031650152	0.04021723	0.09733943	0.057025336	0.13501732	0.5679545
i	0.059729543	0.0597983	0.06377095	0.08301171	0.113812946	0.07034011	0.15765324	0.3918832
e	0.041082326	0.041520577	0.16569796	0.052394144	0.05868251	0.12120762	0.11310556	0.40630937
A	0.06163461	0.027463734	0.082886755	0.03436502	0.050417233	0.11933724	0.08596149	0.53793395
n	0.016506463	0.014547759	0.051310487	0.03279243	0.10167847	0.11550371	0.18098868	0.486672
n	0.0072645	0.007134245	0.010006921	0.056449212	0.17997496	0.062375363	0.21757649	0.45921835
a	0.035044916	0.03479953	0.047341365	0.05151563	0.09382285	0.047114138	0.1310976	0.55926394
g	0.008000199	0.008571885	0.036490336	0.042671613	0.07579843	0.0705062	0.15814146	0.59981984
i	0.036352463	0.013733552	0.019802982	0.019839833	0.07278041	0.07726367	0.12890753	0.6313195
à	0.0061308593	0.0027436095	0.01567139	0.015113929	0.035165638	0.13977058	0.23630813	0.5490959
ì	0.0038291665	0.0029684445	0.009663443	0.0051420396	0.024131395	0.19912677	0.32603246	0.42910632
c	0.0036841603	0.0037696057	0.014227989	0.007142483	0.022542061	0.2700782	0.2631961	0.41535938
h	0.0023524235	0.001475471	0.0013239009	0.0035370952	0.02919973	0.038830467	0.23178776	0.6914932
e	0.0011406568	0.0019012794	0.009123455	0.017255187	0.055876132	0.078369334	0.41983235	0.4165017
p	0.00017813256	0.00020208542	0.00033755891	0.00017348515	0.0032204168	0.019913657	0.60552424	0.3704504
l	0.0001437586	0.00028461055	0.00072607986	0.0004499205	0.0037844768	0.028704017	0.64746064	0.31844652
ò	0.00030170244	0.00033546207	0.0013949017	0.0024622735	0.008104198	0.16866864	0.24279724	0.5759356
s	0.0026473298	0.0034297553	0.00525141	0.0056038895	0.019325245	0.077553585	0.57425904	0.3119298
o	0.00025598027	0.00059655315	0.0056393296	0.0023306515	0.007945452	0.27088964	0.38563964	0.3267027
n	0.00027506668	0.0003602772	0.00044127734	0.00040168126	0.009375026	0.045199234	0.469773	0.4741745
t	0.0015879591	0.0029253901	0.006996569	0.001485375	0.009991003	0.03984329	0.5473008	0.38986966
a	0.0019094424	0.0014104738	0.0036744913	0.008574956	0.022393202	0.06744608	0.556002	0.33858937
</S>	6.868512e-05	0.00036883107	9.260434e-05	0.00011187016	0.008889682	0.028998194	0.5456408	0.4158293
