 	lui	sapeva	che	oggi	stava	per	fare	freddo	o	freddo	e	non	poteva	fare	il	bagno	</S>
c	0.05878884	0.05878879	0.05878875	0.05878879	0.05879848	0.05878879	0.05878875	0.058788884	0.05878879	0.058789108	0.05878875	0.05878875	0.0587918	0.058819257	0.05930433	0.05880427	0.058804944
ì	0.058242913	0.05824096	0.05824096	0.058243714	0.06280115	0.058292035	0.05827176	0.058335193	0.05824345	0.058425564	0.058242336	0.058343202	0.05828261	0.058476537	0.061195377	0.058585946	0.05953624
n	0.057835866	0.05781328	0.05781328	0.057820823	0.06972884	0.057954773	0.057898164	0.058074635	0.057833087	0.058325246	0.05781844	0.05810176	0.057880938	0.057927497	0.057922553	0.057927676	0.061323132
o	0.057492547	0.05749382	0.057493906	0.057507988	0.07773274	0.057749763	0.05765032	0.057971146	0.057494737	0.058422875	0.057494387	0.057555877	0.057590052	0.057527512	0.05771237	0.057517514	0.057592466
ì	0.05864827	0.058604702	0.058604438	0.058604527	0.059122235	0.058609936	0.058606718	0.058615573	0.058639098	0.058628004	0.058610562	0.05864675	0.058614362	0.058705527	0.059315745	0.059068583	0.060354955
t	0.05037146	0.05039056	0.050393254	0.05072247	0.13562971	0.056118876	0.05395541	0.060633946	0.050423253	0.06877245	0.050411176	0.052434802	0.05264493	0.050921887	0.056238886	0.05101615	0.058920763
s	0.051954865	0.051975403	0.051977225	0.052190255	0.13314413	0.055745136	0.05430639	0.058827367	0.051989365	0.06464541	0.051986188	0.052966285	0.05342506	0.052743692	0.055071812	0.052461363	0.054590028
e	0.058673907	0.058673907	0.058673907	0.058674894	0.060423415	0.05869294	0.058685463	0.058709238	0.05867418	0.05874293	0.058674134	0.058688547	0.058683623	0.058776643	0.058826532	0.058734957	0.058990713
r	0.058403295	0.058319718	0.05831932	0.058319494	0.05947374	0.058332626	0.058324836	0.058344107	0.058386274	0.05837189	0.05833182	0.058521178	0.058343038	0.05850681	0.059302695	0.05923062	0.06316853
e	0.05271653	0.052729603	0.05273101	0.05286842	0.12633416	0.055192817	0.05424601	0.057249762	0.052740306	0.061251048	0.05273934	0.053369645	0.05369786	0.054841407	0.05582454	0.053972926	0.057494663
k	0.057953335	0.057851244	0.057850756	0.05785102	0.059291955	0.057867	0.057857778	0.05788166	0.05793242	0.05791612	0.057865854	0.058049537	0.05788952	0.05816569	0.05990859	0.060555696	0.06731183
a	0.053691845	0.05369791	0.053698484	0.053778432	0.11488465	0.05513698	0.054579914	0.056356214	0.053705696	0.05878748	0.05370422	0.054291353	0.054302704	0.054475535	0.06280078	0.054529715	0.057578035
s	0.05650034	0.056411356	0.05641097	0.056416653	0.06583894	0.056524184	0.056475516	0.056615945	0.05648509	0.056819584	0.05642905	0.057133432	0.05654916	0.05714128	0.062201895	0.06035893	0.075687654
ì	0.04002561	0.040030465	0.040033516	0.040231593	0.10484247	0.043635678	0.042197615	0.046344418	0.04011944	0.051694617	0.040160168	0.053565744	0.04276169	0.055931643	0.1269474	0.062425394	0.12905253
m	0.04424914	0.04416664	0.044171292	0.044703737	0.12389969	0.053244013	0.049799137	0.059577215	0.04438282	0.07038666	0.044351716	0.064121574	0.04895725	0.050494675	0.04772497	0.050151058	0.11561848
m	0.05211895	0.052128095	0.05212901	0.052240647	0.12042481	0.054128565	0.053357437	0.05580922	0.052139115	0.059114087	0.052138	0.052798364	0.053021315	0.05452318	0.07278228	0.053576287	0.057570603
e	0.05836225	0.058361936	0.05836198	0.058365233	0.06370855	0.05842137	0.05839824	0.058472957	0.058362696	0.05857865	0.058362294	0.05838104	0.058392845	0.05853299	0.059091218	0.05853661	0.0593091
r	0.056345075	0.055942863	0.055940986	0.055947132	0.06921506	0.05609972	0.05602744	0.0562432	0.056262128	0.05654826	0.055998337	0.05647514	0.05610165	0.05780823	0.06158135	0.059581272	0.07788212
i	0.046328038	0.046373334	0.046378855	0.04688855	0.12949426	0.05498594	0.051804997	0.06134696	0.046420734	0.071917534	0.04641815	0.0492581	0.050004534	0.056853484	0.06305357	0.054714773	0.07775825
ì	0.051386096	0.05078185	0.050778944	0.050782856	0.061217275	0.05090443	0.050839454	0.05101952	0.05126146	0.051281214	0.050868437	0.051814772	0.051051836	0.052865718	0.055687148	0.075734735	0.14172426
c	0.034630034	0.03492897	0.034967583	0.039464377	0.10168608	0.07406434	0.065538414	0.08358453	0.035375636	0.09142403	0.035203837	0.06026673	0.058433153	0.03943166	0.078830734	0.043389756	0.08878012
h	0.04314144	0.043224525	0.04323096	0.044098012	0.123762116	0.056904506	0.05207322	0.06583878	0.043287132	0.078778796	0.043276437	0.047931053	0.049268957	0.049281664	0.10659076	0.046616636	0.06269504
e	0.054261275	0.05426355	0.05426426	0.05432693	0.109395504	0.055403717	0.054960024	0.05636876	0.05427353	0.05831378	0.05427254	0.05508815	0.05474158	0.055527832	0.055834334	0.05509214	0.063612
n	0.051414926	0.049979415	0.04997301	0.049998447	0.08778845	0.050632216	0.050319325	0.051162537	0.051136114	0.05236715	0.05020693	0.055836182	0.05062287	0.054003254	0.05857594	0.05692759	0.1290557
a	0.040666644	0.04091483	0.040936783	0.043701395	0.119345404	0.07333531	0.06423497	0.08591459	0.041113313	0.09825312	0.04104837	0.053778045	0.05691441	0.041863598	0.04887671	0.04350642	0.06559611
k	0.04643164	0.044387355	0.044377405	0.04442893	0.09273245	0.045504052	0.044993713	0.046428304	0.0460365	0.04846387	0.0447173	0.051814996	0.045731634	0.052601982	0.11418851	0.054250382	0.13291095
à	0.03742361	0.037469435	0.037474897	0.03829428	0.10754542	0.050268114	0.045757383	0.058360904	0.037576962	0.069941215	0.03756249	0.04683677	0.04401751	0.04882143	0.16346543	0.053499512	0.08568468
m	0.02514045	0.026662964	0.026812248	0.03974389	0.07388851	0.07009092	0.06528299	0.07098933	0.028242413	0.074304685	0.02810716	0.13172181	0.07330483	0.04511706	0.038309667	0.057752334	0.12452868
i	0.03447612	0.03463261	0.034647647	0.036312886	0.10081461	0.056554284	0.049804606	0.06680512	0.034766354	0.07812229	0.034749646	0.043927033	0.04569672	0.053355798	0.1465486	0.047420558	0.10136513
