 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.12499467	0.12499467	0.12499467	0.12499477	0.12499563	0.12499505	0.12499677	0.12503378
t	0.122703254	0.12275316	0.122719355	0.12282323	0.12961777	0.12876028	0.12624034	0.124382585
è	0.12020205	0.1202326	0.12020884	0.120237455	0.1213474	0.12255441	0.1219208	0.1532964
l	0.12266597	0.12276821	0.12269189	0.12274367	0.12307535	0.12594382	0.123494	0.1366171
i	0.1231219	0.123124816	0.12312406	0.12318438	0.12584035	0.12620215	0.12552786	0.12987448
f	0.12192224	0.12210283	0.12195006	0.12202005	0.12299564	0.12746291	0.123871244	0.13767503
a	0.12144415	0.12146852	0.12147556	0.12161448	0.1273633	0.127252	0.12615012	0.13323192
m	0.11182688	0.11209835	0.11187757	0.112052605	0.11870988	0.122225255	0.12197151	0.18923788
è	0.093369566	0.09354105	0.09350615	0.09489783	0.18579271	0.1716487	0.15217666	0.11506738
n	0.09115595	0.09166484	0.09199947	0.09322735	0.10420682	0.109640434	0.1013013	0.31680378
o	0.12092429	0.12104946	0.12133423	0.121876426	0.12808187	0.12280431	0.1230857	0.14084373
o	0.075637534	0.08144987	0.07652061	0.078625046	0.08552031	0.21197802	0.11780965	0.272459
l	0.036452584	0.04703446	0.038882524	0.04025945	0.17147516	0.25492266	0.1752921	0.2356811
i	0.05575848	0.0589193	0.05721033	0.060586285	0.2636785	0.20536445	0.18023394	0.11824874
m	0.014792919	0.016071646	0.015453971	0.019129809	0.10548616	0.26662546	0.29448265	0.2679573
i	0.008850881	0.009160732	0.009245639	0.012753595	0.09246615	0.16556422	0.51679397	0.18516485
a	0.0043712887	0.00768291	0.005026265	0.0071522435	0.064182915	0.20722435	0.45401704	0.25034297
f	0.0012010267	0.0038040366	0.0024041552	0.0043043373	0.03942015	0.08643816	0.6215815	0.24084662
o	0.0035638968	0.0051529426	0.0049536605	0.0082379645	0.08165439	0.14299631	0.47960085	0.27383995
r	2.6370028e-05	0.00017253765	0.00022951343	0.0014313678	0.027601786	0.02110837	0.72463423	0.22479577
à	3.476368e-05	6.304159e-05	9.4452334e-05	0.00032209736	0.003983698	0.09345735	0.81038237	0.0916622
</S>	9.8166085e-05	0.000640772	0.0014627862	0.006774804	0.05818733	0.0594908	0.5741447	0.29920065
