 	è	che	stanno	ancora	svegli	</S>
è	0.16656835	0.16657001	0.16657904	0.16691706	0.16672944	0.1666361
n	0.15442926	0.15443774	0.15576531	0.20118289	0.15583687	0.17834795
a	0.16567758	0.16571829	0.16572195	0.16705702	0.16587868	0.16994652
s	0.12794669	0.12803301	0.13517658	0.33427083	0.12882747	0.1457455
t	0.13109112	0.13376246	0.13444191	0.16771172	0.20215115	0.23084167
a	0.15738885	0.15745035	0.15777695	0.16739163	0.15938668	0.20060553
t	0.08999881	0.090069495	0.108202495	0.38519338	0.092896	0.23363979
ù	0.0711847	0.07197679	0.07678531	0.23201054	0.257573	0.29046962
n	0.054270357	0.05425997	0.079229824	0.27400732	0.07489588	0.46333665
e	0.084577136	0.08551765	0.08625902	0.1358686	0.10137676	0.5064008
a	0.04527401	0.04580297	0.14486313	0.2864988	0.060935445	0.41662568
n	0.016111057	0.025885448	0.054627385	0.50945634	0.1521613	0.2417585
k	0.030460408	0.03670215	0.044595666	0.44992942	0.1943894	0.24392293
ò	0.064206414	0.06469253	0.10041263	0.3382885	0.16697492	0.265425
r	0.020163465	0.029362656	0.075854875	0.12351065	0.3448195	0.4062889
a	0.051775344	0.05632359	0.05468458	0.07871841	0.09589743	0.6626007
a	0.005497864	0.0057640146	0.027156055	0.033344038	0.044317104	0.88392097
t	0.0012994403	0.004967288	0.024748322	0.10495845	0.6949867	0.16903977
s	0.0044047167	0.016508276	0.06579853	0.39102137	0.45287833	0.069388844
ù	0.021344582	0.024346683	0.11301615	0.14649732	0.41179207	0.2830032
n	0.0036858732	0.0056430576	0.011480957	0.014351802	0.5448732	0.41996515
n	0.0004779305	0.0015705329	0.005927785	0.059646305	0.81369233	0.11868518
i	0.0003536077	0.0011922651	0.0018061771	0.008747318	0.53133935	0.45656124
t	0.00011013184	0.0005096545	0.00017746237	0.0013653723	0.8626675	0.13516992
i	6.768636e-05	0.00054311944	0.001016646	0.011585363	0.5467511	0.44003606
</S>	5.2039442e-05	0.00017198165	0.0003286235	0.004568239	0.9017364	0.09314274
