 	sul	muro	vuole	uno	specchio	</S>
s	0.16659066	0.16658545	0.16660221	0.16665955	0.16679859	0.16676347
t	0.14916572	0.150445	0.14953798	0.15575564	0.20983164	0.1852641
o	0.166337	0.16636124	0.1663465	0.16646929	0.16746224	0.1670237
t	0.16337486	0.16370237	0.1635295	0.16812553	0.16960454	0.17166322
ì	0.05999378	0.062956795	0.05989481	0.069542564	0.36767027	0.3799418
c	0.16017094	0.16129263	0.15926434	0.15828437	0.16995004	0.1910377
h	0.0950372	0.09871642	0.09655687	0.12159895	0.32416555	0.26392502
o	0.14292347	0.14444678	0.14351712	0.15150753	0.2218332	0.19577189
t	0.12872957	0.13730578	0.12487459	0.15016143	0.17463554	0.28429314
è	0.0059414716	0.010053556	0.00802399	0.03474415	0.38375404	0.55748284
l	0.074842006	0.08003119	0.06747961	0.06893721	0.08154971	0.62716025
i	0.0070452574	0.01605424	0.012761127	0.06325337	0.39835268	0.5025333
o	0.009845151	0.009217528	0.01049264	0.038707417	0.18635046	0.74538684
j	0.0065432126	0.015287887	0.026293175	0.05050194	0.37309274	0.52828103
a	0.0019219926	0.0027498854	0.0053448086	0.028042618	0.5795472	0.38239342
l	0.00019484937	0.0003396829	0.0002656496	0.015377356	0.6355761	0.34824637
ì	0.00082695176	0.0027718586	0.0016430339	0.053456943	0.40190145	0.53939974
</S>	0.00028404806	0.0002763273	0.00021255547	0.016006721	0.79469	0.18853037
