 	che	impara	una	cosa	che	studia	una	cosa	</S>
n	0.11110395	0.11110582	0.11110489	0.11110463	0.11110455	0.11114092	0.11112031	0.11110641	0.111108534
a	0.11074233	0.11074672	0.110747054	0.11079295	0.11076024	0.11095291	0.1108523	0.11088242	0.11352309
m	0.109276466	0.10927504	0.10929698	0.10925254	0.10931249	0.116498895	0.11364229	0.11009362	0.1133516
à	0.095757246	0.09795824	0.09681003	0.09611685	0.097338915	0.18438198	0.13462828	0.09877603	0.09823245
t	0.095309146	0.09530799	0.09531265	0.09535119	0.095714815	0.09963243	0.09808381	0.101997636	0.22329041
i	0.04712145	0.047155257	0.057809077	0.16270837	0.085319676	0.15281913	0.06294035	0.15047169	0.23365492
è	0.09320052	0.09309286	0.09321374	0.093189284	0.09360128	0.114227824	0.10714129	0.103984915	0.20834829
n	0.073418915	0.073621914	0.073554315	0.07359238	0.074989654	0.09520371	0.08565218	0.088861704	0.36110526
a	0.09696724	0.09723512	0.09718647	0.09888261	0.09783945	0.1010271	0.098553106	0.10125327	0.2110557
p	0.06871511	0.06821643	0.068839796	0.068494864	0.06991607	0.18442298	0.14235336	0.10411513	0.22492622
r	0.079100706	0.086367995	0.08280278	0.08373941	0.08134018	0.14070201	0.10386865	0.08952623	0.25255206
à	0.10439669	0.10439374	0.104645975	0.10992261	0.10551541	0.11003789	0.10560135	0.10972612	0.14576018
m	0.030806383	0.030251218	0.030978745	0.031320028	0.040464085	0.17908542	0.138901	0.108785756	0.4094074
a	0.03577542	0.037501067	0.042524766	0.11060186	0.058394223	0.13069662	0.050146695	0.11656644	0.41779292
n	0.022240032	0.020693487	0.022441994	0.021597063	0.023424992	0.15535294	0.12535755	0.103908256	0.50498366
a	0.029081736	0.045730736	0.03901358	0.044993415	0.03921735	0.16340847	0.07052864	0.09104987	0.47697625
s	0.005170621	0.0050278734	0.0056262547	0.005141028	0.008889482	0.28712067	0.18589328	0.1419259	0.35520488
t	0.0024730652	0.0051910193	0.0054653124	0.010385959	0.018450564	0.4123627	0.13075037	0.21450134	0.20041968
u	0.010790405	0.00795027	0.011941273	0.044818196	0.03784407	0.29869884	0.14820333	0.22406885	0.21568474
d	0.0020371776	0.0008613293	0.0021637394	0.0036152045	0.0073331185	0.03445479	0.032847714	0.3859517	0.5307352
i	0.00074508577	0.00082744757	0.0012917494	0.003908957	0.009205046	0.28183302	0.137012	0.32676947	0.23840718
è	0.00037606683	0.00025835482	0.00047298157	0.00093638164	0.0023140695	0.008296617	0.022195993	0.39859727	0.5665523
t	0.0006088646	0.0008586776	0.0017765255	0.0016494064	0.0060443557	0.046286184	0.093388654	0.60189915	0.2474882
s	0.0007638511	0.0019464785	0.007923226	0.009008429	0.029071316	0.24282399	0.3295357	0.260991	0.117936015
i	0.00024615086	0.00013769606	0.0010843506	0.0024081646	0.0071262843	0.03509636	0.086811714	0.49301478	0.3740745
è	2.7936614e-05	7.516303e-05	8.150719e-05	0.00045124922	0.0004843033	0.0014070319	0.03788803	0.43309328	0.5264915
n	3.4616955e-05	8.335604e-05	0.00012971873	0.000578048	0.0005923181	0.0010714091	0.009589506	0.7083599	0.2795612
a	0.0002629291	0.0006349618	0.0025376766	0.0040200828	0.0063540135	0.06643306	0.09778982	0.5652404	0.25672707
p	8.90292e-06	6.3306754e-05	6.8447785e-05	0.0001354172	0.00037440233	0.0009282507	0.021354	0.5644453	0.41262192
r	3.4091983e-05	3.5875353e-05	8.23061e-05	0.0003329969	0.0011985973	0.0034621311	0.009309655	0.93500596	0.050538372
à	0.00012760206	0.00018739463	0.0016204413	0.003195333	0.0057083885	0.03230626	0.1728029	0.3782695	0.4057822
m	0.00010295385	0.0005876798	0.00097551517	0.0017681607	0.0023991459	0.011516014	0.027495261	0.597535	0.3576202
a	1.2914789e-05	6.0023194e-05	0.00014766217	0.00019805945	0.000444364	0.0026662743	0.101509355	0.6923594	0.20260191
</S>	8.1941125e-06	7.6360586e-05	0.00018030891	0.00017779159	0.0008173161	0.0029951162	0.058351077	0.53362465	0.40376914
