 	credo	che	stanno	ancora	svegli	</S>
p	0.16625792	0.1662541	0.16631171	0.16831246	0.16660546	0.1662583
i	0.16303743	0.16303359	0.16359615	0.1809368	0.16432545	0.16507056
s	0.11983247	0.11986402	0.13104062	0.37059397	0.12115542	0.1375135
t	0.13548373	0.13560596	0.1365481	0.15826884	0.25813875	0.17595463
è	0.15215248	0.1521519	0.15361269	0.19625473	0.15986347	0.18596469
o	0.08552023	0.08550027	0.09681704	0.2997693	0.08684571	0.34554738
k	0.07847544	0.07842803	0.12487408	0.42091674	0.09730889	0.19999678
a	0.14120498	0.14131404	0.1421895	0.16598468	0.22402273	0.18528403
s	0.0931773	0.09321911	0.10554909	0.33783543	0.09765472	0.27256432
t	0.063250266	0.06386721	0.06881484	0.20220111	0.30323753	0.298629
è	0.08070055	0.08064472	0.110551596	0.3818465	0.112444535	0.23381214
o	0.047194976	0.047010154	0.12996052	0.26763368	0.057309315	0.45089135
n	0.037200116	0.03673537	0.15414645	0.25311357	0.08009194	0.4387125
e	0.051824838	0.05190513	0.06293986	0.26929006	0.19436856	0.36967158
a	0.03219797	0.031644344	0.14014786	0.20128073	0.049213942	0.5455151
n	0.011793992	0.012961411	0.06546942	0.39774272	0.29312274	0.21890976
k	0.022623478	0.02324614	0.058702108	0.49783024	0.21393393	0.18366405
ò	0.052227095	0.05197424	0.16270909	0.303381	0.18949354	0.24021503
r	0.013404584	0.014946739	0.07470626	0.08296193	0.41251764	0.40146282
a	0.04044203	0.040172033	0.04388116	0.104647346	0.104369	0.6664884
a	0.003704374	0.0033232656	0.018010207	0.019729026	0.04129138	0.91394174
t	0.0012902935	0.0015924925	0.011143098	0.059463505	0.80349606	0.12301464
s	0.006802287	0.009409766	0.054445304	0.3420148	0.51940143	0.06792636
ù	0.025973653	0.020013617	0.0999485	0.1123488	0.42811483	0.3136006
n	0.0037420776	0.004083997	0.010301093	0.013149521	0.57947993	0.3892434
n	0.0004302486	0.00036319628	0.0024191262	0.029634343	0.85286295	0.114290245
i	0.00037343986	0.0012280712	0.0014172827	0.0056367847	0.53010625	0.46123818
t	9.658032e-05	0.00018763391	0.00018524745	0.0012859962	0.8659684	0.13227615
i	2.3534123e-05	0.00023645234	0.0011075811	0.017313514	0.49229753	0.48902148
</S>	6.855498e-05	0.00014428864	0.00019085285	0.0061622127	0.88763547	0.105798624
