 	io	non	ho	niente	da	mangiare	</S>
e	0.14277774	0.14277774	0.14277786	0.14278123	0.14277993	0.14278625	0.14331917
v	0.13385503	0.1338635	0.13411456	0.13584784	0.18303645	0.1422189	0.1370637
ò	0.14201649	0.14201659	0.14207543	0.14217629	0.14550604	0.14272708	0.14348206
e	0.14201479	0.14201511	0.14207439	0.14249276	0.14298815	0.14273703	0.1456778
n	0.12458679	0.124599434	0.12507392	0.12791802	0.19969031	0.13820086	0.15993062
è	0.13571574	0.13571998	0.13593844	0.13903679	0.16195504	0.14312616	0.14850791
c	0.1377661	0.13776988	0.13968013	0.13998578	0.15617794	0.13973343	0.1488867
h	0.06328353	0.063298404	0.06641739	0.16690134	0.14086588	0.17825139	0.3209821
o	0.14098279	0.14098807	0.14111796	0.1413164	0.1426391	0.14168432	0.15127139
t	0.042428542	0.04257213	0.08684563	0.12513235	0.23532268	0.1337675	0.33393115
ì	0.014434044	0.014429706	0.020020474	0.07395565	0.27803245	0.1669295	0.4321982
p	0.018685015	0.018762767	0.054354902	0.10880916	0.16636957	0.12466563	0.508353
o	0.01880761	0.023525735	0.01689889	0.034743015	0.1711091	0.29174104	0.44317463
t	0.00023995098	0.0002628707	0.0013061938	0.0055721714	0.028632177	0.21140228	0.7525844
i	0.00028503442	0.0003379173	0.0027552259	0.021232963	0.10251287	0.6113847	0.2614913
n	1.3679846e-05	4.3150663e-05	7.923493e-05	0.0014949522	0.009279679	0.75276774	0.23632163
a	0.00055733125	0.00063698774	0.0028384412	0.01868277	0.075438514	0.60601854	0.29582745
f	1.2631652e-05	2.5413307e-05	8.741812e-05	0.0022178693	0.003815959	0.62657326	0.3672674
à	5.1588477e-06	7.087391e-06	0.00053481426	0.010332457	0.046272658	0.50547343	0.43737438
o	2.633147e-05	5.5060045e-05	0.0001835431	0.0024239537	0.01640994	0.74158126	0.23931988
</S>	2.341041e-06	1.045536e-05	7.669945e-05	0.00054406497	0.0035642034	0.7748125	0.22098967
