 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
s	0.111109726	0.11111049	0.111109644	0.111109644	0.11111007	0.111111335	0.111111	0.11111176	0.11111634
ò	0.11012625	0.110126756	0.1101323	0.110133976	0.11019584	0.11029416	0.110441685	0.11281826	0.11573077
z	0.11075046	0.110733055	0.11079204	0.11083871	0.111668065	0.11151175	0.11087076	0.11116332	0.11167181
i	0.10989924	0.10991224	0.10990025	0.10990461	0.10992121	0.11011704	0.11037711	0.113401055	0.11656732
m	0.11050136	0.110474214	0.110556595	0.11062645	0.11180895	0.11156439	0.11069045	0.11111224	0.11266533
i	0.110337265	0.11060352	0.11031673	0.11033399	0.11044819	0.11114498	0.11109598	0.11247872	0.11324066
n	0.110126294	0.11009387	0.11019765	0.11029345	0.11183766	0.111628294	0.11046938	0.11106703	0.114286385
o	0.109976254	0.11025021	0.11008211	0.109979786	0.11006817	0.11048329	0.11055808	0.1127907	0.11581147
m	0.108530834	0.108451284	0.10873679	0.10904093	0.11385046	0.11339276	0.109864205	0.11180848	0.11632426
i	0.105128236	0.105759986	0.105149336	0.10588134	0.10778579	0.11911336	0.116645016	0.123512454	0.11102451
l	0.10744043	0.10734481	0.10767849	0.10805227	0.11363253	0.11378139	0.109346144	0.111727096	0.12099692
ì	0.10504421	0.105123736	0.10524227	0.10547715	0.10656304	0.1121853	0.11059444	0.12075331	0.12901656
s	0.104332365	0.104402915	0.10501949	0.10515411	0.11237519	0.112134874	0.10551357	0.108235516	0.14283192
i	0.058778714	0.05904066	0.059187092	0.05884849	0.058983255	0.07597917	0.11500652	0.23935409	0.27482203
a	0.08997905	0.08888431	0.09222458	0.09500696	0.1401525	0.13158236	0.09700173	0.11363585	0.15153266
t	0.08403329	0.092541546	0.085302524	0.08614483	0.11582046	0.13270982	0.105227	0.12678	0.17144053
ù	0.08796354	0.09304946	0.0883742	0.08821624	0.09100687	0.112536	0.09963309	0.11737309	0.2218475
t	0.061872203	0.06489749	0.07042756	0.069436945	0.11220067	0.18597992	0.07320592	0.10310544	0.25887385
t	0.040281486	0.044100065	0.0457978	0.040962774	0.041414972	0.072931446	0.121414095	0.19586594	0.39723137
o	0.10689476	0.106896795	0.10714371	0.107271306	0.110611126	0.11068811	0.107972674	0.117152184	0.12536934
p	0.04011643	0.03178767	0.055566348	0.07157252	0.15505114	0.16597302	0.0841448	0.14173168	0.25405636
r	0.077193975	0.113702185	0.081094846	0.072127365	0.08033686	0.094363004	0.08481736	0.105744466	0.29061997
à	0.10155671	0.10231848	0.10302535	0.102171905	0.10636233	0.10716571	0.103742644	0.116284415	0.15737249
m	0.020259602	0.027896047	0.051314484	0.04202742	0.09930641	0.15781753	0.051541504	0.11205582	0.43778118
m	0.026742136	0.032413017	0.033192273	0.027449422	0.028534025	0.042084742	0.069374315	0.13872938	0.60148066
a	0.08540479	0.08658535	0.08742371	0.08600918	0.091694705	0.09206568	0.09250778	0.101109274	0.27719954
m	0.0129546225	0.005260735	0.021094317	0.023606604	0.073740795	0.07355668	0.062146604	0.123579554	0.6040601
e	0.01143478	0.018407308	0.011258558	0.011829891	0.025889814	0.063822046	0.05270265	0.35323215	0.45142284
t	0.0027171357	0.0015180664	0.0076662414	0.010450083	0.025964795	0.023249328	0.023997862	0.11510314	0.7893333
i	0.0009716275	0.0016111102	0.003001786	0.004368073	0.007915618	0.07817707	0.07899455	0.60411197	0.22084819
n	0.00082182593	0.000506348	0.002164436	0.003466067	0.010124401	0.00940835	0.01944908	0.18631259	0.7677469
A	0.008013123	0.01887525	0.022998404	0.007578579	0.027345179	0.06536086	0.025152346	0.38969353	0.43498272
n	4.2400523e-05	4.1869665e-05	0.0001478252	0.0007328466	0.0015520653	0.0056914054	0.07451681	0.67370534	0.24356942
n	0.00015228914	0.00018232116	0.00065392547	0.0015616254	0.0030508544	0.028940447	0.09669029	0.6038247	0.26494354
a	0.00020537504	0.00019499057	0.00056855945	0.00062447495	0.0020139937	0.0017487562	0.019267619	0.11881687	0.8565594
</S>	6.338249e-05	0.00022102521	0.00019461177	0.0007217872	0.0020108202	0.0016975004	0.025146248	0.39767864	0.5722659
