 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.12499671	0.12499671	0.124997	0.12499671	0.12500587	0.1250031	0.12500043	0.12500349
i	0.12357123	0.123570666	0.12362244	0.12358585	0.1238645	0.12386582	0.12400387	0.13391556
n	0.12324058	0.12323165	0.12419968	0.12336607	0.12741359	0.12737976	0.12503225	0.12613639
a	0.12294463	0.12294988	0.12295354	0.12295598	0.124335505	0.12382413	0.12364127	0.13639507
d	0.12234656	0.122339	0.12329382	0.12248096	0.12708516	0.12697041	0.12563658	0.12984753
r	0.121551946	0.12156688	0.12157152	0.121599905	0.1320585	0.12774262	0.12363229	0.13027632
e	0.12490803	0.124907844	0.124924995	0.1249107	0.12498343	0.12498362	0.12494635	0.125435
f	0.11161762	0.111547306	0.11910014	0.112598576	0.14293809	0.14294912	0.12672573	0.13252342
f	0.11844482	0.118470125	0.11866887	0.1185467	0.13486244	0.12988576	0.124623775	0.13649754
ì	0.120625354	0.12061762	0.12145304	0.12077195	0.12426996	0.12413844	0.12206512	0.1460585
m	0.0726611	0.07261965	0.07732745	0.07332323	0.09234544	0.0917978	0.16586964	0.35405564
m	0.11950817	0.119542085	0.11950361	0.11950105	0.12076366	0.12075067	0.12328182	0.1571489
u	0.123898074	0.1238976	0.12395858	0.12390715	0.12418065	0.12460203	0.12611303	0.12944289
a	0.06702014	0.06670208	0.09947784	0.07144486	0.17839037	0.18447511	0.15854678	0.17394276
n	0.0551865	0.055447146	0.06390234	0.056529056	0.21290559	0.17877583	0.13487193	0.24238163
k	0.084772654	0.08481833	0.08631357	0.08536886	0.10923617	0.10246667	0.09584485	0.35117885
ò	0.11294213	0.11291604	0.115792796	0.11341982	0.12554602	0.12502746	0.117258325	0.17709744
r	0.030791085	0.030716049	0.044864964	0.038724143	0.119532384	0.08794011	0.13117601	0.5162552
a	0.04220409	0.04223913	0.042238455	0.042370595	0.04339041	0.04384013	0.07365644	0.67006075
e	0.01658788	0.01640535	0.034065425	0.019272175	0.06279852	0.07064016	0.27864584	0.5015846
n	0.0031300345	0.0032326877	0.0065534734	0.0037202511	0.07214431	0.16015676	0.37204805	0.37901443
ì	0.022420984	0.024613066	0.024977839	0.022186263	0.12497608	0.090766944	0.11744878	0.5726101
r	0.003830922	0.004012583	0.014531662	0.017917505	0.10370862	0.05802508	0.5062939	0.2916797
t	0.0041182754	0.004783451	0.004160181	0.009444783	0.044272233	0.026147133	0.25986218	0.64721173
e	0.003066527	0.003059757	0.0059216423	0.0037014484	0.012830584	0.039420515	0.49342576	0.43857378
e	0.00017643928	0.0002006656	0.00020249149	0.0008157148	0.0026587602	0.051609278	0.6529264	0.29141024
t	3.3811444e-05	4.206137e-05	1.8409279e-05	7.275875e-05	0.0011220623	0.04940528	0.7715765	0.17772901
t	7.1642324e-05	9.240117e-05	0.0001999876	0.0003068429	0.0115525	0.04188809	0.866288	0.07960046
ù	0.00017614524	0.0001867732	0.0005756771	0.0012418295	0.002877307	0.020374466	0.84999436	0.12457345
</S>	8.2192804e-05	0.00014799954	0.0003388417	0.00082704605	0.0045143063	0.20518439	0.51711017	0.27179503
