 	Anna	ora	sta	vicino	a	me	dormendo	</S>
i	0.12499454	0.124992065	0.124992155	0.12499197	0.12499368	0.12503336	0.12499578	0.12500647
A	0.12115404	0.12104382	0.121299624	0.121993646	0.12269698	0.1383324	0.122488216	0.13099127
n	0.12337745	0.123197794	0.12325685	0.123406075	0.12379837	0.13347563	0.123708956	0.1257789
n	0.12077017	0.12077017	0.1207793	0.121090874	0.13389914	0.1243606	0.124848574	0.13348116
a	0.124915406	0.12491521	0.12491559	0.1249215	0.124948	0.12499539	0.12496221	0.1254267
à	0.1220375	0.12199646	0.12221063	0.122773774	0.123291545	0.13571303	0.123106845	0.12887026
r	0.117939204	0.117823906	0.11788549	0.11832603	0.11926955	0.12591003	0.119273275	0.16357243
t	0.11634034	0.116319485	0.11631549	0.11665837	0.13365878	0.12113431	0.121939346	0.15763387
e	0.12467815	0.124677956	0.124678336	0.12469004	0.12522955	0.12483625	0.12487378	0.12633592
n	0.11114598	0.11099481	0.11179897	0.11395392	0.115990914	0.15995146	0.11504674	0.1611172
a	0.119190365	0.11811106	0.118080154	0.1181454	0.11958166	0.12276828	0.11942355	0.16469952
s	0.09370209	0.09318871	0.09449935	0.09861639	0.10416594	0.20119731	0.10537581	0.2092544
t	0.06499296	0.06279052	0.062841125	0.06763248	0.12796679	0.20732224	0.10184343	0.30461046
è	0.094780944	0.09472904	0.095033154	0.1017188	0.12662904	0.11807574	0.11449691	0.2545364
i	0.043751203	0.04330247	0.046142485	0.075486094	0.11576182	0.17630708	0.099916495	0.3993323
i	0.032903925	0.029907336	0.04133171	0.07476387	0.11736092	0.25934982	0.09667947	0.347703
t	0.026359336	0.018574487	0.020401875	0.027899401	0.047167428	0.37335378	0.04606889	0.4401748
t	0.026598033	0.023237351	0.023632608	0.05264435	0.110436454	0.41670018	0.12769021	0.21906081
u	0.030637674	0.030052884	0.03358934	0.10398245	0.20181195	0.2811451	0.14170803	0.17707251
m	0.010079554	0.007447342	0.018787835	0.06959847	0.09861239	0.1166345	0.14412516	0.53471476
b	0.014801397	0.012317321	0.01489738	0.029799532	0.08106647	0.51769024	0.15620786	0.1732198
r	0.012428915	0.011456897	0.019637045	0.09644647	0.13367125	0.18913059	0.18374914	0.3534797
ò	0.027841698	0.026549492	0.033602137	0.052261293	0.07749123	0.1389751	0.062245704	0.58103335
s	0.008657164	0.005717986	0.018024199	0.05115248	0.13163777	0.047015697	0.18496963	0.55282503
e	0.0064348634	0.0067635165	0.0072264373	0.024873206	0.06131809	0.09483605	0.11002279	0.6885251
m	0.0017472833	0.00065328676	0.002728467	0.008490416	0.026246095	0.009009491	0.15846363	0.7926613
è	0.00665202	0.0031444912	0.003231971	0.0045658667	0.041036114	0.14710276	0.120024405	0.6742424
n	0.0016651332	0.0012347071	0.0042311125	0.013791313	0.038960777	0.01616654	0.14153805	0.78241235
a	0.0038256326	0.004077562	0.0033433966	0.009676377	0.08051089	0.15204181	0.16203058	0.5844937
s	0.00013366275	5.74382e-05	8.1484155e-05	0.00029388507	0.0024188557	0.004417246	0.34302095	0.64957654
t	0.0008055868	0.0004758727	0.0005764909	0.004533842	0.0634487	0.20305203	0.5069389	0.22016859
e	0.0009235869	0.00065579056	0.0026633723	0.005912464	0.025094392	0.03263919	0.45886612	0.47324508
p	4.077429e-05	4.2307674e-05	4.6266246e-05	0.0001582095	0.0013172771	0.008311176	0.4421761	0.5479079
l	0.00014640215	0.00012503953	0.0004175486	0.00058295793	0.010333777	0.0065946095	0.8199059	0.1618937
ò	0.0009740228	0.00038327643	0.0016198361	0.0057236725	0.025635108	0.07095095	0.20863797	0.68607515
n	0.00015100562	0.0005495092	0.0008877172	0.0017566722	0.009659855	0.025938055	0.7140257	0.24703151
n	3.6747966e-05	3.7147398e-05	0.0001640781	0.0003249763	0.008014783	0.0116181765	0.8706224	0.109181635
i	2.3377608e-05	1.8071449e-05	6.2452214e-05	0.0002457279	0.0033789696	0.005813151	0.3416775	0.64878076
</S>	1.594516e-05	3.616475e-05	4.7808e-05	0.00014757364	0.00059015804	0.011285371	0.6007268	0.38715017
