 	non	ho	cosa	è	da	mangiare	</S>
e	0.14279436	0.14279436	0.14279447	0.1427949	0.14279523	0.1428035	0.14322315
n	0.10120447	0.10127715	0.10233191	0.1441894	0.3314349	0.115584426	0.103977755
è	0.14066489	0.14067939	0.14076066	0.14218333	0.14914584	0.14127386	0.14529206
c	0.14032425	0.14036557	0.14054924	0.14148849	0.14595565	0.1408207	0.1504961
h	0.1006746	0.10076289	0.10152685	0.12551335	0.20327196	0.1503395	0.21791083
o	0.1418425	0.14184543	0.14186166	0.14211765	0.14251634	0.1431793	0.14663711
t	0.08239458	0.08329583	0.08728435	0.091386154	0.1056264	0.11800138	0.4320113
i	0.02696523	0.027367339	0.029833952	0.10352039	0.18084767	0.16210586	0.46935955
è	0.029575715	0.031713996	0.04110658	0.05631628	0.1184539	0.08445804	0.6383755
n	0.015699157	0.014335241	0.018741451	0.10251384	0.14255242	0.1552685	0.5508894
a	0.015205805	0.01292505	0.013285179	0.06599605	0.106091976	0.15882902	0.6276669
f	7.6145065e-05	0.00036515994	0.0008297336	0.004036846	0.0071048588	0.7019089	0.28567836
à	0.00036008688	0.00065156317	0.003553361	0.011832509	0.02537649	0.3958508	0.5623751
o	2.8458193e-05	0.0002168625	0.00025797897	0.0043956963	0.030896412	0.8489455	0.11525906
</S>	2.2944116e-06	1.19039605e-05	4.7751084e-05	0.00022348628	0.0024567884	0.8702653	0.1269925
