 	non	ha	mangiato	mai	un	rustico	</S>
e	0.1428449	0.142845	0.14284545	0.14284545	0.14284664	0.1428472	0.14292535
n	0.13233387	0.13257195	0.13326406	0.14932077	0.18284056	0.1353478	0.13432096
è	0.14193258	0.1419406	0.14198066	0.14294279	0.14448602	0.14226106	0.14445627
c	0.14114387	0.1411665	0.14127985	0.14330097	0.14551365	0.14153337	0.14606178
h	0.13561215	0.13634467	0.13622136	0.14454672	0.16653113	0.13795681	0.14278708
i	0.14275798	0.1427704	0.14276178	0.14281876	0.14299092	0.1428422	0.14305793
f	0.11787266	0.11811978	0.11870138	0.14553943	0.1706203	0.14538707	0.1837594
a	0.1256566	0.12614812	0.12708059	0.14838694	0.19498369	0.13594827	0.1417958
m	0.07334367	0.073764786	0.07469582	0.1064832	0.15120143	0.180927	0.33958408
è	0.039390072	0.040536497	0.051202916	0.234966	0.41521883	0.14199334	0.07669228
n	0.038683258	0.03947241	0.05012822	0.074723884	0.102201715	0.069785275	0.62500525
a	0.11372473	0.1163435	0.119482934	0.119733885	0.12914446	0.116805986	0.28476453
m	0.024691174	0.0309752	0.042422734	0.14953801	0.19775596	0.14418085	0.41043606
à	0.024772096	0.03916824	0.044947665	0.17208408	0.3378048	0.10081029	0.28041282
i	0.008733441	0.012845358	0.036562983	0.048389845	0.08175899	0.14601897	0.6656905
è	0.00047391228	0.0021002132	0.0049003027	0.0126519995	0.027982255	0.06688597	0.88500535
n	0.0017067286	0.005932531	0.027679106	0.041871134	0.07851058	0.25292447	0.59137547
a	0.004934711	0.01901357	0.03082259	0.022728259	0.13836785	0.10331718	0.6808158
n	9.011574e-06	0.00014398443	0.0010177195	0.00041881527	0.0024769001	0.7740432	0.2218903
r	0.0009233288	0.0021896018	0.016364323	0.01795217	0.08569238	0.39916235	0.47771585
ù	0.0010143395	0.003180576	0.00731544	0.0085084755	0.12569918	0.4025105	0.45177156
s	0.00047257633	0.0041983253	0.0060073086	0.005675539	0.032234065	0.61222625	0.33918595
t	0.000363528	0.0015616034	0.0034836174	0.014258792	0.0744508	0.38700056	0.5188811
i	4.5094066e-06	0.00013919515	0.00012170912	0.0005589819	0.016609132	0.4313184	0.5512481
k	2.2050162e-05	0.00025813852	0.0007991567	0.0007471053	0.020194959	0.70856756	0.26941106
o	1.7234557e-05	0.00024035349	0.0010974259	0.0005129138	0.013855469	0.7097276	0.27454904
</S>	1.5756694e-05	0.00017586087	0.0022297292	0.0019856773	0.05291273	0.74074984	0.20193048
