 	non	so	cosa	scrive	</S>
a46	0.890886565	0.0171628085	0.00219638715	0.0180713895	0.071682841
a8	0.620749096333	0.0424462695	0.00331090705	0.00935540116667	0.324138321
a31	0.247092846778	0.155489679833	0.0457195730167	0.0130932263889	0.538604673667
a13	0.106712257259	0.223505366611	0.206805277672	0.0163324851296	0.446644604556
a31	0.0651248724197	0.207071615537	0.392400175891	0.0156956260432	0.319707684852
a28	0.0603078178066	0.200503165179	0.484807645297	0.0369175176811	0.217463828284
a31	0.0561136436022	0.146381178393	0.451816718432	0.151239639227	0.194448786095
a37	0.0472263068674	0.0913121637977	0.317470889477	0.347885146409	0.196105488698
a31	0.0342009899558	0.0616398979326	0.209581296492	0.521881248803	0.172696572899
a11	0.0285879826519	0.0427424203109	0.143185722164	0.644594696268	0.140889170966
a31	0.0284477305506	0.038003255437	0.110901337388	0.700302945423	0.122344753655
a20	0.0340995981835	0.042335266479	0.110542382463	0.710890165141	0.102132594552
a31	0.0471048393945	0.0445143068263	0.110513894154	0.710808371714	0.087058588184
</S>	0.0579854246973	0.0458621334131	0.111994352077	0.706389085857	0.077769034092
